season_year,season_type,week,team,forced_fumble,fg_block,fumble_rec,fumble_rec_tds,kicking_rec_tds,kickret_tds,puntret_tds,puntret_tds.1,ints,int_tds,misc_tds,punt_block,safety,sack,xp_block,team_score,opp_score,opp_team,h/a,DK points
2015,Regular,3,CAR,1,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0,27,22,NO,1,5.0
2015,Preseason,3,DEN,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0,19,12,SF,1,9.0
2015,Preseason,3,KC,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,34,10,TEN,1,7.0
2015,Preseason,3,DAL,1,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,14,28,MIN,1,3.0
2015,Preseason,3,WAS,2,0,1,0,0,0,0,0,2,0,0,0,0,3.0,0,31,13,BAL,0,13.0
2015,Regular,3,ARI,1,0,0,0,0,0,0,0,4,2,0,0,1,2.0,0,47,7,SF,1,28.0
2015,Preseason,3,BAL,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,13,31,WAS,1,1.0
2015,Regular,3,TEN,1,0,0,0,0,0,0,0,2,0,0,0,0,3.0,0,33,35,IND,1,3.0
2015,Preseason,3,CAR,0,0,0,0,0,0,0,0,2,0,0,0,0,1.0,0,16,17,NE,1,6.0
2015,Preseason,3,PHI,2,0,0,0,0,0,0,0,2,1,0,0,0,1.0,0,39,26,GB,0,11.0
2015,Preseason,3,ARI,0,0,0,0,0,0,0,0,1,1,0,0,0,2.0,0,30,23,OAK,0,10.0
2015,Preseason,3,HOU,1,0,1,0,0,0,0,0,1,0,0,0,0,2.0,0,27,13,NO,0,10.0
2015,Regular,3,SEA,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,0,26,0,CHI,1,18.0
2015,Regular,3,STL,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0,0,6,12,PIT,1,11.0
2015,Preseason,3,DET,0,0,2,0,0,0,0,0,0,0,0,0,0,3.0,0,22,17,JAC,0,8.0
2015,Regular,4,DEN,3,0,1,0,0,0,0,0,0,0,0,0,0,7.0,0,23,20,MIN,1,10.0
2015,Preseason,4,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,23,6,PIT,0,12.0
2015,Regular,4,ATL,2,0,3,2,0,0,0,0,1,0,0,0,0,1.0,0,48,21,HOU,1,21.0
2015,Preseason,4,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,9,12,NYG,1,5.0
2015,Regular,4,WAS,0,0,2,0,0,0,0,0,0,0,0,0,0,5.0,0,23,20,PHI,1,10.0
2015,Preseason,4,TEN,1,0,2,0,0,0,0,0,0,0,0,0,0,2.0,0,24,17,MIN,1,7.0
2015,Preseason,4,KC,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,24,17,STL,0,3.0
2015,Regular,4,TB,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0,0,23,37,CAR,1,0.0
2015,Regular,4,IND,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,16,13,JAC,1,5.0
2015,Regular,4,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,23,20,PIT,0,5.0
2015,Preseason,4,BAL,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0,0,19,20,ATL,0,7.0
2015,Preseason,4,JAC,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,17,16,WAS,0,4.0
2015,Preseason,4,CIN,1,0,1,0,0,0,0,0,3,0,0,0,0,4.0,0,9,6,IND,0,19.0
2015,Regular,4,MIA,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,14,27,NYJ,1,2.0
2015,Regular,4,BUF,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,10,24,NYG,1,3.0
2015,Regular,4,NYJ,1,0,0,0,0,0,0,0,2,0,0,0,0,3.0,0,27,14,MIA,0,8.0
2015,Preseason,4,PHI,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,18,24,NYJ,0,3.0
2015,Preseason,4,NYJ,0,0,0,0,0,0,0,0,2,0,0,0,0,3.0,0,24,18,PHI,1,8.0
2015,Preseason,4,DEN,1,0,1,0,0,0,0,0,0,0,0,0,0,5.0,0,20,22,ARI,1,7.0
2015,Regular,4,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,21,36,CIN,0,-4.0
2015,Regular,4,SEA,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,13,10,DET,1,4.0
2015,Preseason,4,IND,4,0,2,0,0,0,0,0,0,0,0,0,0,4.0,0,6,9,CIN,1,12.0
2015,Preseason,4,TB,1,0,1,0,0,0,0,0,4,1,0,0,0,2.0,0,22,17,MIA,0,19.0
2015,Regular,4,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,20,26,NO,0,3.0
2015,Regular,4,OAK,2,0,2,0,0,0,0,0,1,0,0,0,0,3.0,1,20,22,CHI,0,11.0
2015,Preseason,4,PIT,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,6,23,CAR,1,2.0
2015,Preseason,4,ARI,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0,22,20,DEN,0,6.0
2015,Regular,4,SD,1,0,1,0,0,0,0,0,0,0,0,0,0,4.0,0,30,27,CLE,1,6.0
2015,Preseason,4,DAL,2,0,1,0,0,0,0,0,1,1,0,0,0,3.0,0,21,14,HOU,1,14.0
2015,Preseason,4,NO,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,10,38,GB,0,-1.0
2015,Regular,4,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,27,30,SD,0,1.0
2015,Preseason,4,SD,0,0,0,0,0,0,0,0,1,1,0,0,0,2.0,0,12,14,SF,0,11.0
2015,Regular,4,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,21,48,ATL,0,-2.0
2015,Regular,4,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,3,17,GB,1,4.0
2015,Preseason,4,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,16,17,JAC,1,2.0
2015,Preseason,4,SEA,2,0,1,1,0,0,0,0,0,0,0,0,0,3.0,0,31,21,OAK,1,11.0
2015,Preseason,4,BUF,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0,10,17,DET,0,9.0
2015,Preseason,4,ATL,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0,0,20,19,BAL,1,5.0
2015,Preseason,4,HOU,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0,0,14,21,DAL,0,5.0
2015,Regular,4,CHI,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,0,22,20,OAK,1,7.0
2015,Preseason,4,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,24,CHI,0,0.0
2015,Preseason,4,MIA,0,0,0,0,0,0,0,0,2,0,0,0,0,1.0,0,17,22,TB,1,5.0
2015,Regular,4,NYG,1,0,1,0,0,0,0,0,1,0,0,0,0,2.0,0,24,10,BUF,0,10.0
2015,Preseason,4,DET,1,0,3,0,0,0,0,0,0,0,0,0,0,3.0,0,17,10,BUF,1,13.0
2015,Preseason,4,MIN,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0,17,24,TEN,0,4.0
2015,Regular,4,PIT,1,0,1,0,0,0,0,0,1,0,0,0,0,5.0,0,20,23,BAL,1,9.0
2015,Regular,4,DET,2,0,3,1,0,0,0,0,0,0,0,0,0,6.0,0,10,13,SEA,0,22.0
2015,Preseason,4,CHI,2,0,2,0,0,0,0,0,1,1,0,0,0,7.0,0,24,0,CLE,1,29.0
2015,Regular,4,JAC,3,0,2,0,0,0,0,0,0,0,0,0,0,3.0,0,13,16,IND,0,8.0
2015,Preseason,4,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,21,31,SEA,0,1.0
2015,Regular,4,PHI,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,20,23,WAS,0,3.0
2015,Regular,4,ARI,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,22,24,STL,1,1.0
2015,Regular,4,STL,3,0,2,0,0,0,0,0,1,0,0,0,0,4.0,0,24,22,ARI,0,10.0
2015,Regular,4,GB,1,0,0,0,0,0,0,0,1,0,0,0,0,6.0,0,17,3,SF,0,15.0
2015,Preseason,4,NYG,1,0,1,0,0,0,0,0,1,0,0,0,0,4.0,0,12,9,NE,0,12.0
2015,Regular,4,MIN,0,0,0,0,0,0,0,0,2,0,0,0,0,2.0,0,20,23,DEN,0,6.0
2015,Regular,4,CIN,1,0,1,0,0,0,0,0,0,0,0,0,0,5.0,0,36,21,KC,1,7.0
2015,Regular,4,CAR,0,0,1,0,0,0,0,0,4,1,0,0,0,2.0,0,37,23,TB,0,18.0
2015,Preseason,4,STL,2,0,1,0,0,0,0,0,1,1,0,0,0,0.0,0,17,24,KC,1,10.0
2015,Preseason,4,SF,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,14,12,SD,1,8.0
2015,Regular,4,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,26,20,DAL,1,4.0
2015,Preseason,4,GB,2,0,0,0,0,0,0,0,2,0,0,0,0,1.0,0,38,10,NO,1,9.0
2015,Regular,5,CHI,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0,18,17,KC,0,6.0
2015,Postseason,5,DEN,4,0,3,1,0,0,0,0,1,0,0,0,0,7.0,0,24,10,CAR,1,25.0
2015,Regular,5,DEN,3,1,2,0,0,0,0,0,1,1,0,0,0,4.0,0,16,10,OAK,0,22.0
2015,Regular,5,NO,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0,17,39,PHI,0,0.0
2015,Regular,5,PHI,3,0,3,0,0,0,0,0,1,0,0,0,0,5.0,0,39,17,NO,1,14.0
2015,Regular,5,BUF,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,14,13,TEN,0,8.0
2015,Regular,5,CLE,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,33,30,BAL,0,0.0
2015,Regular,5,ATL,1,0,0,0,0,0,0,0,2,1,0,0,0,1.0,0,25,19,WAS,1,12.0
2015,Regular,5,GB,1,1,0,0,0,0,0,0,4,1,0,0,0,3.0,0,24,10,STL,1,23.0
2015,Regular,5,STL,1,0,1,0,0,0,0,0,2,0,0,0,0,2.0,0,10,24,GB,0,8.0
2015,Regular,5,ARI,3,0,2,0,0,0,0,0,4,0,0,0,0,1.0,0,42,17,DET,0,14.0
2015,Regular,5,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,30,33,CLE,1,3.0
2015,Regular,5,HOU,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,20,27,IND,1,0.0
2015,Regular,5,SD,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0,20,24,PIT,1,5.0
2015,Regular,5,SF,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,27,30,NYG,0,1.0
2015,Postseason,5,CAR,3,0,1,0,0,0,0,0,1,0,0,0,0,5.0,0,10,24,DEN,0,9.0
2015,Regular,5,TB,1,0,1,1,0,0,0,0,1,0,0,0,0,6.0,0,38,31,JAC,1,15.0
2015,Regular,5,DAL,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,6,30,NE,1,4.0
2015,Regular,5,JAC,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,31,38,TB,0,-2.0
2015,Regular,5,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,17,42,ARI,1,-2.0
2015,Regular,5,OAK,0,0,0,0,0,0,0,0,2,0,0,0,0,2.0,0,10,16,DEN,1,7.0
2015,Regular,5,NYG,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,30,27,SF,1,2.0
2015,Regular,5,WAS,3,0,1,0,0,0,0,0,2,0,0,0,0,3.0,0,19,25,ATL,0,9.0
2015,Regular,5,PIT,1,0,1,0,0,0,0,0,1,1,0,0,0,2.0,0,24,20,SD,0,13.0
2015,Regular,5,KC,1,0,1,1,0,0,0,0,0,0,0,0,0,2.0,0,17,18,CHI,1,11.0
2015,Regular,5,IND,0,0,0,0,0,0,0,0,2,0,0,0,0,1.0,0,27,20,HOU,0,6.0
2015,Regular,5,CIN,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0,0,27,24,SEA,1,6.0
2015,Regular,5,NE,1,0,1,0,0,0,0,0,1,0,0,0,0,3.0,0,30,6,DAL,0,14.0
2015,Regular,5,SEA,1,0,1,1,0,0,0,0,1,0,0,0,0,4.0,0,24,27,CIN,0,14.0
2015,Regular,5,TEN,2,0,1,0,0,0,0,0,0,0,0,0,0,4.0,0,13,14,BUF,1,7.0
2015,Regular,6,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,21,34,CIN,1,-1.0
2015,Regular,6,CLE,0,0,0,0,0,0,0,0,3,1,0,0,0,0.0,0,23,26,DEN,1,12.0
2015,Regular,6,MIA,2,0,2,0,0,0,0,0,2,1,0,0,0,6.0,0,38,10,TEN,0,24.0
2015,Regular,6,SEA,0,0,0,0,0,0,0,0,2,0,0,0,0,3.0,0,23,27,CAR,1,7.0
2015,Regular,6,TEN,0,0,0,0,0,0,0,0,2,0,0,0,0,2.0,0,10,38,MIA,1,2.0
2015,Regular,6,DEN,1,0,1,0,0,0,0,0,2,1,0,0,0,4.0,0,26,23,CLE,0,16.0
2015,Regular,6,JAC,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,20,31,HOU,1,0.0
2015,Regular,6,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1,34,27,IND,0,5.0
2015,Regular,6,KC,1,0,0,0,0,0,0,0,2,0,0,0,0,2.0,0,10,16,MIN,0,7.0
2015,Regular,6,SF,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0,25,20,BAL,1,5.0
2015,Regular,6,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,13,25,PIT,0,1.0
2015,Regular,6,DET,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,37,34,CHI,1,2.0
2015,Regular,6,CIN,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,34,21,BUF,0,4.0
2015,Regular,6,HOU,0,0,0,0,0,0,0,0,3,1,0,0,0,3.0,0,31,20,JAC,0,16.0
2015,Regular,6,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,21,31,NO,0,0.0
2015,Regular,6,WAS,2,0,2,0,0,0,0,0,1,0,1,1,0,0.0,0,20,34,NYJ,0,13.0
2015,Regular,6,BAL,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,20,25,SF,0,3.0
2015,Regular,6,GB,2,0,1,0,0,0,0,0,0,0,0,0,0,3.0,0,27,20,SD,1,6.0
2015,Regular,6,MIN,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0,0,16,10,KC,1,8.0
2015,Regular,6,CHI,1,0,2,0,0,0,0,0,1,0,0,0,0,2.0,0,34,37,DET,0,4.0
2015,Regular,6,PHI,3,0,1,0,0,0,0,0,2,1,0,0,0,4.0,0,27,7,NYG,1,20.0
2015,Regular,6,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,27,23,SEA,0,4.0
2015,Regular,6,SD,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,20,27,GB,0,3.0
2015,Regular,6,NO,3,0,3,0,0,0,0,0,0,0,1,1,0,5.0,0,31,21,ATL,1,19.0
2015,Regular,6,NYG,1,0,1,0,0,0,0,0,3,0,0,0,0,1.0,0,7,27,PHI,0,9.0
2015,Regular,6,PIT,1,0,1,0,0,0,0,0,2,0,0,0,0,1.0,0,25,13,ARI,1,11.0
2015,Regular,6,NYJ,0,0,0,0,0,0,0,0,2,0,0,0,0,1.0,0,34,20,WAS,1,6.0
2015,Regular,6,IND,0,0,0,0,0,0,0,0,1,1,0,0,0,2.0,0,27,34,NE,1,9.0
2015,Regular,7,NYG,0,0,1,0,0,1,0,0,3,1,0,0,0,1.0,0,27,20,DAL,1,22.0
2015,Regular,7,IND,1,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,21,27,NO,1,4.0
2015,Regular,7,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,29,37,OAK,1,-3.0
2015,Regular,7,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,28,19,DET,0,8.0
2015,Regular,7,WAS,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0,31,30,TB,1,2.0
2015,Regular,7,JAC,3,0,2,1,0,0,0,0,2,1,0,0,0,4.0,0,34,31,BUF,1,23.0
2015,Regular,7,SEA,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,20,3,SF,0,13.0
2015,Regular,7,KC,1,0,1,0,0,0,0,0,2,0,0,0,0,2.0,0,23,13,PIT,1,12.0
2015,Regular,7,MIA,3,0,0,0,0,0,0,0,1,1,0,0,0,4.0,0,44,26,HOU,1,12.0
2015,Regular,7,NE,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0,0,30,23,NYJ,1,4.0
2015,Regular,7,NO,2,0,1,0,0,0,0,0,2,0,0,0,0,4.0,0,27,21,IND,0,10.0
2015,Regular,7,DET,1,0,1,0,0,0,0,0,0,0,0,0,0,4.0,0,19,28,MIN,1,5.0
2015,Regular,7,SF,0,0,0,0,0,0,0,0,2,0,0,0,0,5.0,0,3,20,SEA,1,10.0
2015,Regular,7,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,13,23,KC,0,2.0
2015,Regular,7,TEN,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0,7,10,ATL,1,8.0
2015,Regular,7,PHI,0,0,0,0,0,0,0,0,3,0,0,0,0,1.0,0,16,27,CAR,0,7.0
2015,Regular,7,CAR,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0,0,27,16,PHI,1,8.0
2015,Regular,7,ARI,1,0,1,0,0,0,0,0,1,0,0,0,0,3.0,0,26,18,BAL,1,8.0
2015,Regular,7,BAL,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0,18,26,ARI,0,4.0
2015,Regular,7,OAK,1,0,0,0,0,0,0,0,2,0,0,0,0,1.0,0,37,29,SD,0,4.0
2015,Regular,7,TB,1,0,1,1,0,0,0,0,0,0,0,0,0,1.0,0,30,31,WAS,0,8.0
2015,Regular,7,BUF,1,0,0,0,0,0,0,0,1,1,0,0,0,2.0,0,31,34,JAC,0,9.0
2015,Regular,7,ATL,0,0,0,0,0,0,0,0,2,0,0,0,0,1.0,0,10,7,TEN,0,9.0
2015,Regular,7,HOU,1,0,1,0,0,0,0,0,0,0,0,0,0,4.0,0,26,44,MIA,0,2.0
2015,Regular,7,STL,4,0,4,1,0,0,0,0,0,0,0,0,0,4.0,0,24,6,CLE,1,25.0
2015,Regular,7,CLE,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0,0,6,24,STL,0,4.0
2015,Regular,7,NYJ,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,23,30,NE,0,2.0
2015,Regular,7,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,20,27,NYG,0,2.0
2015,Regular,8,NYG,2,0,1,1,0,0,0,0,1,0,0,0,0,0.0,0,49,52,NO,0,6.0
2015,Regular,8,KC,0,0,0,0,0,0,0,0,2,0,0,0,0,6.0,0,45,10,DET,1,14.0
2015,Regular,8,ARI,1,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0,34,20,CLE,0,6.0
2015,Regular,8,MIN,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0,23,20,CHI,0,8.0
2015,Regular,8,DET,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,10,45,KC,0,-1.0
2015,Regular,8,CIN,0,0,0,0,0,0,0,0,3,0,0,0,0,3.0,0,16,10,PIT,0,13.0
2015,Regular,8,CAR,2,0,1,0,0,0,0,0,3,0,0,0,0,2.0,0,29,26,IND,1,10.0
2015,Regular,8,GB,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,10,29,DEN,0,1.0
2015,Regular,8,CLE,4,0,3,0,0,0,0,0,1,0,0,0,0,1.0,0,20,34,ARI,1,8.0
2015,Regular,8,STL,0,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0,27,6,SF,1,12.0
2015,Regular,8,OAK,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0,34,20,NYJ,1,6.0
2015,Regular,8,IND,1,0,2,0,0,0,0,0,1,0,0,0,0,2.0,0,26,29,CAR,0,7.0
2015,Regular,8,TB,2,0,3,0,0,0,0,0,1,0,0,0,0,1.0,0,23,20,ATL,0,10.0
2015,Regular,8,HOU,2,0,2,0,0,0,0,0,1,0,0,0,0,7.0,0,20,6,TEN,1,20.0
2015,Regular,8,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,26,29,BAL,0,2.0
2015,Regular,8,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,20,23,TB,1,2.0
2015,Regular,8,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,6,20,HOU,0,4.0
2015,Regular,8,DEN,3,0,0,0,0,0,0,0,0,0,0,0,1,3.0,0,29,10,GB,1,9.0
2015,Regular,8,SF,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,6,27,STL,0,2.0
2015,Regular,8,NE,0,0,0,0,0,0,0,0,2,0,0,0,0,5.0,0,36,7,MIA,1,13.0
2015,Regular,8,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1,29,26,SD,1,3.0
2015,Regular,8,DAL,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,12,13,SEA,1,8.0
2015,Regular,8,CHI,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,20,23,MIN,1,3.0
2015,Regular,8,NO,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0,0,52,49,NYG,1,0.0
2015,Regular,8,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,7,36,NE,0,-2.0
2015,Regular,8,PIT,0,1,0,0,0,0,0,0,2,0,0,0,0,3.0,0,10,16,CIN,1,10.0
2015,Regular,8,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,13,12,DAL,0,5.0
2015,Regular,8,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,20,34,OAK,0,-1.0
2015,Regular,9,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,27,33,PHI,1,0.0
2015,Regular,9,TB,1,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0,18,32,NYG,1,3.0
2015,Regular,9,NE,2,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0,27,10,WAS,1,9.0
2015,Regular,9,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,17,33,BUF,0,2.0
2015,Regular,9,JAC,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,23,28,NYJ,0,1.0
2015,Regular,9,CAR,2,0,1,0,0,0,0,0,1,0,0,0,0,5.0,0,37,29,GB,1,8.0
2015,Regular,9,NO,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,28,34,TEN,1,1.0
2015,Regular,9,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,21,18,STL,1,2.0
2015,Regular,9,GB,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,29,37,CAR,0,-2.0
2015,Regular,9,CLE,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0,10,31,CIN,0,3.0
2015,Regular,9,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,31,10,CLE,1,7.0
2015,Regular,9,ATL,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0,16,17,SF,0,5.0
2015,Regular,9,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,17,16,ATL,1,3.0
2015,Regular,9,DEN,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0,24,27,IND,0,7.0
2015,Regular,9,STL,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,18,21,MIN,0,3.0
2015,Regular,9,SD,1,0,1,0,0,0,0,0,1,1,0,0,0,1.0,0,19,22,CHI,1,11.0
2015,Regular,9,TEN,1,1,1,0,0,0,0,0,1,0,0,0,0,4.0,0,34,28,NO,0,9.0
2015,Regular,9,NYJ,1,0,2,0,0,0,0,0,2,0,0,0,0,5.0,0,28,23,JAC,1,13.0
2015,Regular,9,PHI,2,0,0,0,0,0,0,0,1,1,0,0,0,4.0,0,33,27,DAL,0,12.0
2015,Regular,9,BUF,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0,0,33,17,MIA,1,5.0
2015,Regular,9,OAK,1,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0,35,38,PIT,0,1.0
2015,Regular,9,WAS,2,0,1,0,0,0,0,0,1,0,0,0,0,0.0,0,10,27,NE,0,4.0
2015,Regular,9,NYG,2,0,3,1,0,0,0,0,0,0,0,0,0,0.0,0,32,18,TB,0,13.0
2015,Regular,9,CHI,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0,0,22,19,SD,0,5.0
2015,Regular,9,PIT,4,0,3,0,0,0,0,0,1,0,0,0,0,0.0,0,38,35,OAK,1,4.0
2015,Regular,9,IND,0,0,0,0,0,0,0,0,2,0,0,0,0,1.0,0,27,24,DEN,1,5.0
2015,Regular,10,PHI,1,0,0,0,0,0,0,0,0,0,0,0,1,4.0,0,19,20,MIA,1,7.0
2015,Regular,10,DAL,0,0,0,0,0,0,0,0,2,0,0,0,0,2.0,0,6,10,TB,0,10.0
2015,Regular,10,CHI,1,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0,37,13,STL,0,9.0
2015,Regular,10,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,13,29,KC,1,1.0
2015,Regular,10,KC,1,0,0,0,0,0,0,0,5,0,0,0,0,5.0,0,29,13,DEN,0,19.0
2015,Regular,10,PIT,1,0,2,0,0,0,0,0,1,0,0,0,0,5.0,0,30,9,CLE,1,15.0
2015,Regular,10,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,17,22,BUF,1,4.0
2015,Regular,10,ARI,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,0,39,32,SEA,0,4.0
2015,Regular,10,STL,2,0,2,0,0,0,0,0,0,0,0,0,0,2.0,0,13,37,CHI,1,2.0
2015,Regular,10,CIN,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0,6,10,HOU,1,9.0
2015,Regular,10,SEA,2,0,2,1,0,0,0,0,1,0,0,0,0,3.0,0,32,39,ARI,1,11.0
2015,Regular,10,NE,3,0,1,0,0,0,0,0,0,0,0,0,0,3.0,0,27,26,NYG,0,5.0
2015,Regular,10,MIN,1,0,0,0,0,1,0,0,2,0,0,0,0,2.0,0,30,14,OAK,0,13.0
2015,Regular,10,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,14,47,WAS,0,-1.0
2015,Regular,10,MIA,2,0,0,0,0,0,0,0,1,0,0,1,0,4.0,0,20,19,PHI,0,9.0
2015,Regular,10,BUF,2,0,2,1,0,0,0,0,2,0,0,0,0,1.0,0,22,17,NYJ,0,16.0
2015,Regular,10,HOU,1,0,1,0,0,0,0,0,1,0,0,0,0,3.0,0,10,6,CIN,0,14.0
2015,Regular,10,JAC,1,0,2,0,0,0,0,0,2,0,0,0,0,1.0,0,22,20,BAL,0,10.0
2015,Regular,10,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,10,27,CAR,1,5.0
