,season_year,season_type,week,home_team,home_score,away_team,away_score,team,forced_fumble,fg_block,fumble_rec,fumble_rec_tds,kicking_rec_tds,kickret_tds,puntret_tds,puntret_tds,ints,int_tds,misc_tds,punt_block,safety,sack,xp_block
1487,2014,Regular,8,ARI,24,PHI,20,ARI,1,0,1,0,0,0,0,0,2,0,0,0,0,0.0,0
1488,2014,Regular,8,JAC,13,MIA,27,JAC,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0
1489,2014,Regular,8,KC,34,STL,7,STL,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0,0
1490,2014,Regular,8,NYJ,23,BUF,43,NYJ,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0
1491,2014,Regular,8,NE,51,CHI,23,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
1492,2014,Regular,8,NE,51,CHI,23,NE,1,0,1,1,0,0,0,0,1,0,0,0,0,3.0,0
1493,2014,Regular,8,NO,44,GB,23,NO,1,0,1,0,0,0,0,0,2,0,0,0,0,4.0,0
1494,2014,Regular,8,PIT,51,IND,34,IND,2,0,2,0,0,0,0,0,0,0,0,1,0,0.0,0
1495,2014,Regular,8,CIN,27,BAL,24,CIN,1,0,0,0,0,0,0,0,2,0,0,0,0,1.0,0
1496,2014,Regular,9,SEA,30,OAK,24,SEA,3,0,1,0,0,0,0,0,2,1,0,0,0,1.0,0
1497,2014,Regular,9,KC,24,NYJ,10,NYJ,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
1498,2014,Regular,9,SEA,30,OAK,24,OAK,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0
1499,2014,Regular,9,DAL,17,ARI,28,DAL,1,0,0,0,0,0,0,0,1,1,0,0,0,2.0,0
1500,2014,Regular,9,PIT,43,BAL,23,PIT,1,0,1,0,0,0,0,0,1,0,0,0,0,4.0,0
1501,2014,Regular,9,HOU,21,PHI,31,PHI,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0,0
1502,2014,Regular,9,KC,24,NYJ,10,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0
1503,2014,Regular,9,DAL,17,ARI,28,ARI,0,1,0,0,0,0,0,0,2,0,0,0,0,1.0,0
1504,2014,Regular,9,MIN,29,WAS,26,MIN,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,0
1505,2014,Regular,9,CIN,33,JAC,23,CIN,0,0,0,0,0,0,0,0,1,0,0,1,1,2.0,0
1506,2014,Regular,9,MIN,29,WAS,26,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
1507,2014,Regular,9,SF,10,STL,13,SF,0,0,0,0,0,0,0,0,2,0,0,0,0,1.0,0
1508,2014,Regular,9,CLE,22,TB,17,CLE,0,1,0,0,0,0,0,0,2,0,0,0,0,2.0,0
1509,2014,Regular,9,NE,43,DEN,21,NE,0,0,0,0,0,0,1,1,2,0,0,0,0,1.0,0
1510,2014,Regular,9,NYG,24,IND,40,IND,3,0,1,0,0,0,0,0,0,0,0,0,0,3.0,0
1511,2014,Regular,9,CLE,22,TB,17,TB,0,0,0,0,0,0,0,0,2,0,0,0,0,3.0,0
1512,2014,Regular,9,CAR,10,NO,28,NO,1,0,1,0,0,0,0,0,1,0,0,0,0,4.0,0
1513,2014,Regular,9,NYG,24,IND,40,NYG,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
1514,2014,Regular,9,SF,10,STL,13,STL,1,0,2,0,0,0,0,0,0,0,0,0,0,7.0,0
1515,2014,Regular,9,CAR,10,NO,28,CAR,3,0,1,0,0,0,0,0,1,0,0,0,0,4.0,0
1516,2014,Regular,9,MIA,37,SD,0,MIA,1,0,1,0,0,0,0,0,3,0,0,0,0,4.0,0
1517,2014,Regular,9,PIT,43,BAL,23,BAL,0,0,1,0,0,1,0,0,0,0,0,0,0,3.0,0
1518,2014,Regular,9,CIN,33,JAC,23,JAC,1,0,0,0,0,0,0,0,2,0,0,0,0,2.0,0
1519,2014,Regular,9,NE,43,DEN,21,DEN,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0
1520,2014,Regular,9,HOU,21,PHI,31,HOU,0,0,1,0,0,0,0,0,3,1,0,0,0,4.0,0
1521,2014,Regular,9,MIA,37,SD,0,SD,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
1522,2014,Regular,10,ARI,31,STL,14,ARI,1,0,1,1,0,0,0,0,2,1,0,0,0,6.0,0
1523,2014,Regular,10,OAK,17,DEN,41,DEN,1,0,1,0,0,0,0,0,2,0,0,0,0,0.0,0
1524,2014,Regular,10,CIN,3,CLE,24,CIN,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0
1525,2014,Regular,10,TB,17,ATL,27,ATL,1,0,1,0,0,0,0,0,2,0,0,0,0,4.0,0
1526,2014,Regular,10,SEA,38,NYG,17,SEA,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0
1527,2014,Regular,10,GB,55,CHI,14,CHI,1,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0
1528,2014,Regular,10,NYJ,20,PIT,13,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0
1529,2014,Regular,10,BUF,13,KC,17,KC,2,0,2,0,0,0,0,0,0,0,0,0,0,1.0,0
1530,2014,Regular,10,BAL,21,TEN,7,BAL,2,0,1,0,0,0,0,0,1,0,0,0,0,5.0,0
1531,2014,Regular,10,SEA,38,NYG,17,NYG,3,0,1,0,0,0,0,0,2,0,0,0,0,2.0,0
1532,2014,Regular,10,PHI,45,CAR,21,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
1533,2014,Regular,10,JAC,17,DAL,31,DAL,2,0,2,0,0,0,0,0,1,0,0,0,0,4.0,0
1534,2014,Regular,10,NO,24,SF,27,SF,1,0,1,0,0,0,0,0,2,0,0,0,0,2.0,0
1535,2014,Regular,10,NYJ,20,PIT,13,NYJ,1,0,2,0,0,0,0,0,2,0,0,0,0,2.0,0
1536,2014,Regular,10,DET,20,MIA,16,MIA,0,1,0,0,0,0,0,0,1,0,0,0,0,3.0,0
1537,2014,Regular,10,TB,17,ATL,27,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
1538,2014,Regular,10,BAL,21,TEN,7,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
1539,2014,Regular,10,GB,55,CHI,14,GB,2,0,1,0,0,0,0,0,2,1,0,0,0,4.0,0
1540,2014,Regular,10,DET,20,MIA,16,DET,1,0,1,0,0,0,0,0,1,0,0,0,0,3.0,0
1541,2014,Regular,10,ARI,31,STL,14,STL,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0
1542,2014,Regular,10,NO,24,SF,27,NO,1,0,1,0,0,0,0,0,0,0,0,0,0,4.0,0
1543,2014,Regular,10,JAC,17,DAL,31,JAC,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0
1544,2014,Regular,10,CIN,3,CLE,24,CLE,1,0,1,0,0,0,0,0,3,0,0,0,0,2.0,0
1545,2014,Regular,10,OAK,17,DEN,41,OAK,1,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0
1546,2014,Regular,10,BUF,13,KC,17,BUF,2,0,1,0,0,0,0,0,0,0,0,0,0,6.0,0
1547,2014,Regular,10,PHI,45,CAR,21,PHI,3,0,2,0,0,0,1,1,3,1,0,0,0,9.0,0
1548,2014,Regular,11,NYG,10,SF,16,SF,1,0,0,0,0,0,0,0,5,0,0,0,0,2.0,0
1549,2014,Regular,11,KC,24,SEA,20,KC,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
1550,2014,Regular,11,KC,24,SEA,20,SEA,2,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0
1551,2014,Regular,11,NO,10,CIN,27,NO,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
1552,2014,Regular,11,CHI,21,MIN,13,MIN,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0
1553,2014,Regular,11,CLE,7,HOU,23,HOU,2,0,1,0,0,0,0,0,1,0,0,0,0,2.0,0
1554,2014,Regular,11,TEN,24,PIT,27,PIT,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0
1555,2014,Regular,11,NO,10,CIN,27,CIN,2,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0
1556,2014,Regular,11,SD,13,OAK,6,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
1557,2014,Regular,11,NYG,10,SF,16,NYG,0,0,2,0,0,0,0,0,0,0,0,0,0,1.0,0
1558,2014,Regular,11,TEN,24,PIT,27,TEN,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,0
1559,2014,Regular,11,STL,22,DEN,7,STL,0,0,0,0,0,0,0,0,2,0,0,0,0,2.0,0
1560,2014,Regular,11,GB,53,PHI,20,GB,1,0,2,1,0,0,1,1,2,1,0,0,0,3.0,0
1561,2014,Regular,11,CAR,17,ATL,19,CAR,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0,0
1562,2014,Regular,11,STL,22,DEN,7,DEN,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0
1563,2014,Regular,11,CHI,21,MIN,13,CHI,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0
1564,2014,Regular,11,IND,20,NE,42,IND,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0
1565,2014,Regular,11,CLE,7,HOU,23,CLE,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0
1566,2014,Regular,11,WAS,7,TB,27,TB,2,0,1,0,0,0,0,0,2,1,0,0,0,6.0,0
1567,2014,Regular,11,GB,53,PHI,20,PHI,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0
1568,2014,Regular,11,WAS,7,TB,27,WAS,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0,0
1569,2014,Regular,11,MIA,22,BUF,9,BUF,2,0,2,0,0,0,0,0,0,0,0,0,0,5.0,0
1570,2014,Regular,11,IND,20,NE,42,NE,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0
1571,2014,Regular,11,MIA,22,BUF,9,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
1572,2014,Regular,11,ARI,14,DET,6,ARI,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0,0
1573,2014,Regular,11,ARI,14,DET,6,DET,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0
1574,2014,Regular,11,CAR,17,ATL,19,ATL,0,1,0,0,0,0,0,0,2,0,0,0,0,2.0,0
1575,2014,Regular,11,SD,13,OAK,6,SD,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0,0
1576,2014,Regular,12,DEN,39,MIA,36,DEN,3,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0
1577,2014,Regular,12,IND,23,JAC,3,IND,1,0,1,0,0,0,0,0,1,0,0,0,0,3.0,0
1578,2014,Regular,12,ATL,24,CLE,26,ATL,0,0,0,0,0,0,0,0,3,0,0,0,0,1.0,0
1579,2014,Regular,12,DEN,39,MIA,36,MIA,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0
1580,2014,Regular,12,PHI,43,TEN,24,TEN,0,0,0,0,0,0,0,0,2,0,0,0,0,2.0,0
1581,2014,Regular,12,NO,27,BAL,34,BAL,1,0,0,0,0,0,0,0,1,1,0,0,0,4.0,0
1582,2014,Regular,12,SF,17,WAS,13,WAS,2,0,2,0,0,0,0,0,1,0,0,0,0,2.0,0
1583,2014,Regular,12,ATL,24,CLE,26,CLE,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0
1584,2014,Regular,12,PHI,43,TEN,24,PHI,3,0,2,0,0,1,0,0,1,0,0,0,0,5.0,0
1585,2014,Regular,12,OAK,24,KC,20,KC,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0
1586,2014,Regular,12,MIN,21,GB,24,GB,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0
1587,2014,Regular,12,HOU,13,CIN,22,CIN,0,0,0,0,0,0,0,0,1,0,0,0,1,1.0,0
1588,2014,Regular,12,HOU,13,CIN,22,HOU,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0
1589,2014,Regular,12,CHI,21,TB,13,TB,1,0,1,0,0,0,0,0,0,0,0,0,0,3.0,0
1590,2014,Regular,12,CHI,21,TB,13,CHI,3,0,2,0,0,0,0,0,2,0,0,0,0,5.0,0
1591,2014,Regular,12,NYG,28,DAL,31,NYG,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0,0
1592,2014,Regular,12,BUF,38,NYJ,3,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
1593,2014,Regular,12,SD,27,STL,24,SD,1,0,1,1,0,0,0,0,2,0,0,0,0,1.0,0
1594,2014,Regular,12,SF,17,WAS,13,SF,1,0,1,0,0,0,0,0,0,0,0,0,0,5.0,0
1595,2014,Regular,12,IND,23,JAC,3,JAC,5,0,3,0,0,0,0,0,0,0,0,0,0,5.0,0
1596,2014,Regular,12,NE,34,DET,9,NE,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0
1597,2014,Regular,12,NO,27,BAL,34,NO,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0
1598,2014,Regular,12,OAK,24,KC,20,OAK,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
1599,2014,Regular,12,BUF,38,NYJ,3,BUF,0,0,0,0,0,0,0,0,1,0,1,1,0,7.0,0
1600,2014,Regular,12,SD,27,STL,24,STL,2,0,2,0,0,0,0,0,1,1,0,0,0,3.0,0
1601,2014,Regular,12,SEA,19,ARI,3,SEA,2,0,0,0,0,0,0,0,1,0,0,1,0,3.0,0
1602,2014,Regular,12,NYG,28,DAL,31,DAL,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0
1603,2014,Regular,12,SEA,19,ARI,3,ARI,0,1,0,0,0,0,0,0,0,0,0,0,0,7.0,0
1604,2014,Regular,12,NE,34,DET,9,DET,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0
1605,2014,Regular,12,MIN,21,GB,24,MIN,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
1606,2014,Regular,13,DAL,10,PHI,33,PHI,1,0,1,0,0,0,0,0,2,0,0,0,0,4.0,0
1607,2014,Regular,13,TB,13,CIN,14,TB,0,0,0,0,0,0,0,0,3,0,0,0,0,2.0,0
1608,2014,Regular,13,BUF,26,CLE,10,CLE,0,1,0,0,0,0,0,0,2,0,0,0,0,1.0,0
1609,2014,Regular,13,KC,16,DEN,29,DEN,1,0,2,0,0,0,0,0,1,0,0,0,0,6.0,0
1610,2014,Regular,13,TB,13,CIN,14,CIN,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0
1611,2014,Regular,13,BAL,33,SD,34,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
1612,2014,Regular,13,HOU,45,TEN,21,HOU,1,0,1,0,0,0,0,0,3,0,0,0,0,3.0,0
1613,2014,Regular,13,ATL,29,ARI,18,ARI,0,0,0,0,0,0,0,0,1,1,0,0,0,1.0,0
1614,2014,Regular,13,SF,3,SEA,19,SF,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0
1615,2014,Regular,13,NYJ,13,MIA,16,NYJ,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0
1616,2014,Regular,13,BAL,33,SD,34,BAL,1,0,1,0,0,0,0,0,1,0,0,0,0,2.0,0
1617,2014,Regular,13,BUF,26,CLE,10,BUF,1,0,1,1,0,0,0,0,2,0,0,0,0,2.0,0
1618,2014,Regular,13,STL,52,OAK,0,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
1619,2014,Regular,13,SF,3,SEA,19,SEA,1,0,1,0,0,0,0,0,2,0,0,0,0,4.0,0
1620,2014,Regular,13,IND,49,WAS,27,WAS,2,0,2,0,0,0,0,0,1,0,0,0,0,1.0,0
1621,2014,Regular,13,MIN,31,CAR,13,MIN,0,0,0,0,0,0,0,0,1,0,2,2,0,4.0,0
1622,2014,Regular,13,KC,16,DEN,29,KC,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0
1623,2014,Regular,13,DAL,10,PHI,33,DAL,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0
1624,2014,Regular,13,DET,34,CHI,17,DET,0,0,0,0,0,0,0,0,2,0,0,0,0,3.0,0
1625,2014,Regular,13,JAC,25,NYG,24,NYG,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0
1626,2014,Regular,13,DET,34,CHI,17,CHI,2,0,1,0,0,0,0,0,0,0,0,0,0,2.0,0
1627,2014,Regular,13,IND,49,WAS,27,IND,4,0,1,1,0,0,0,0,0,0,0,0,0,6.0,0
1628,2014,Regular,13,NYJ,13,MIA,16,MIA,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0
1629,2014,Regular,13,GB,26,NE,21,NE,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0
1630,2014,Regular,13,HOU,45,TEN,21,TEN,1,0,1,1,0,0,0,0,0,0,0,0,0,0.0,0
1631,2014,Regular,13,JAC,25,NYG,24,JAC,3,0,3,2,0,0,0,0,0,0,0,0,0,4.0,0
1632,2014,Regular,13,PIT,32,NO,35,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
1633,2014,Regular,13,STL,52,OAK,0,STL,3,0,2,0,0,0,0,0,3,1,0,0,0,6.0,0
1634,2014,Regular,13,PIT,32,NO,35,NO,0,0,0,0,0,0,0,0,2,0,0,0,0,1.0,0
1635,2014,Regular,13,ATL,29,ARI,18,ATL,1,0,1,0,0,0,0,0,2,0,0,0,0,0.0,0
1636,2014,Regular,13,GB,26,NE,21,GB,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
1637,2014,Regular,13,MIN,31,CAR,13,CAR,2,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0
1638,2014,Regular,14,JAC,13,HOU,27,JAC,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
1639,2014,Regular,14,SD,14,NE,23,SD,1,0,1,1,0,0,0,0,1,0,0,0,0,1.0,0
1640,2014,Regular,14,CHI,28,DAL,41,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
1641,2014,Regular,14,MIA,13,BAL,28,BAL,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0
1642,2014,Regular,14,DEN,24,BUF,17,BUF,1,0,1,0,0,0,0,0,2,0,0,0,0,0.0,0
1643,2014,Regular,14,DET,34,TB,17,TB,2,0,1,0,0,0,0,0,0,0,0,0,0,4.0,0
1644,2014,Regular,14,GB,43,ATL,37,ATL,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1
1645,2014,Regular,14,ARI,17,KC,14,KC,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
1646,2014,Regular,14,MIN,30,NYJ,24,MIN,2,0,1,0,0,0,0,0,1,1,0,0,0,3.0,0
1647,2014,Regular,14,CLE,24,IND,25,IND,0,0,0,0,0,0,0,0,2,0,0,0,0,1.0,0
1648,2014,Regular,14,CIN,21,PIT,42,PIT,2,0,2,0,0,0,0,0,0,0,0,0,0,3.0,0
1649,2014,Regular,14,GB,43,ATL,37,GB,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0
1650,2014,Regular,14,NO,10,CAR,41,CAR,1,0,1,0,0,0,0,0,1,0,0,0,0,2.0,0
1651,2014,Regular,14,WAS,0,STL,24,WAS,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0
1652,2014,Regular,14,OAK,24,SF,13,OAK,0,0,0,0,0,0,0,0,2,0,0,0,0,5.0,0
1653,2014,Regular,14,CLE,24,IND,25,CLE,4,0,2,1,0,0,0,0,2,1,0,0,0,3.0,0
1654,2014,Regular,14,MIA,13,BAL,28,MIA,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0
1655,2014,Regular,14,PHI,14,SEA,24,PHI,1,0,2,0,0,0,0,0,0,0,0,0,0,2.0,0
1656,2014,Regular,14,DET,34,TB,17,DET,0,0,1,0,0,0,0,0,2,0,0,0,0,6.0,0
1657,2014,Regular,14,OAK,24,SF,13,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
1658,2014,Regular,14,TEN,7,NYG,36,NYG,2,0,1,1,0,0,0,0,2,0,0,0,0,8.0,0
1659,2014,Regular,14,JAC,13,HOU,27,HOU,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0,0
1660,2014,Regular,14,WAS,0,STL,24,STL,2,0,0,0,0,0,1,1,2,0,0,0,0,7.0,0
1661,2014,Regular,14,CHI,28,DAL,41,DAL,1,0,1,0,0,0,0,0,1,0,0,0,0,0.0,1
1662,2014,Regular,14,MIN,30,NYJ,24,NYJ,2,0,1,0,0,0,0,0,1,0,0,0,1,3.0,0
1663,2014,Regular,14,PHI,14,SEA,24,SEA,1,0,1,0,0,0,0,0,1,0,0,0,0,3.0,0
1664,2014,Regular,14,ARI,17,KC,14,ARI,1,0,1,0,0,0,0,0,1,0,0,0,0,5.0,0
1665,2014,Regular,14,TEN,7,NYG,36,TEN,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0
1666,2014,Regular,14,SD,14,NE,23,NE,1,0,0,0,0,0,0,0,1,0,0,1,0,4.0,0
1667,2014,Regular,14,NO,10,CAR,41,NO,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
1668,2014,Regular,14,DEN,24,BUF,17,DEN,2,0,1,0,0,0,0,0,2,0,0,0,0,4.0,0
1669,2014,Regular,14,CIN,21,PIT,42,CIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
1670,2014,Regular,15,SD,10,DEN,22,SD,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
1671,2014,Regular,15,SD,10,DEN,22,DEN,0,1,0,0,0,0,0,0,2,0,0,0,0,0.0,0
1672,2014,Regular,15,KC,31,OAK,13,OAK,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0
1673,2014,Regular,15,TEN,11,NYJ,16,NYJ,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0
1674,2014,Regular,15,CAR,19,TB,17,CAR,4,0,2,0,0,0,0,0,1,0,0,0,0,3.0,0
1675,2014,Regular,15,BUF,21,GB,13,GB,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0
1676,2014,Regular,15,CHI,15,NO,31,CHI,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0,0
1677,2014,Regular,15,DET,16,MIN,14,DET,1,1,0,0,0,0,0,0,2,0,0,0,0,4.0,0
1678,2014,Regular,15,TEN,11,NYJ,16,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0
1679,2014,Regular,15,ATL,20,PIT,27,PIT,1,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0
1680,2014,Regular,15,PHI,27,DAL,38,DAL,1,0,2,0,0,0,0,0,2,0,0,0,0,4.0,0
1681,2014,Regular,15,NYG,24,WAS,13,NYG,3,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0
1682,2014,Regular,15,NYG,24,WAS,13,WAS,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0
1683,2014,Regular,15,PHI,27,DAL,38,PHI,1,0,1,0,0,0,0,0,0,0,0,0,0,3.0,0
1684,2014,Regular,15,DET,16,MIN,14,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
1685,2014,Regular,15,CLE,0,CIN,30,CIN,0,0,0,0,0,0,0,0,2,0,0,0,0,3.0,0
1686,2014,Regular,15,BAL,20,JAC,12,BAL,0,0,0,0,0,0,0,0,1,0,1,1,0,8.0,0
1687,2014,Regular,15,IND,17,HOU,10,IND,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0
1688,2014,Regular,15,STL,6,ARI,12,ARI,1,0,1,0,0,0,0,0,1,0,0,0,0,2.0,0
1689,2014,Regular,15,BUF,21,GB,13,BUF,1,1,0,0,0,0,1,1,2,0,0,0,1,1.0,0
1690,2014,Regular,15,BAL,20,JAC,12,JAC,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0
1691,2014,Regular,15,NE,41,MIA,13,NE,2,1,0,0,0,0,0,0,2,0,1,0,0,4.0,0
1692,2014,Regular,15,NE,41,MIA,13,MIA,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0
1693,2014,Regular,15,CLE,0,CIN,30,CLE,2,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0
1694,2014,Regular,15,KC,31,OAK,13,KC,0,0,1,0,0,0,1,1,0,0,0,0,0,4.0,0
1695,2014,Regular,15,ATL,20,PIT,27,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
1696,2014,Regular,15,CAR,19,TB,17,TB,2,0,1,0,0,0,0,0,0,0,0,0,0,3.0,0
1697,2014,Regular,15,IND,17,HOU,10,HOU,1,0,1,0,0,0,0,0,1,1,0,0,0,2.0,0
1698,2014,Regular,15,SEA,17,SF,7,SF,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,0
1699,2014,Regular,15,STL,6,ARI,12,STL,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
1700,2014,Regular,15,SEA,17,SF,7,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0
1701,2014,Regular,15,CHI,15,NO,31,NO,1,0,0,0,0,0,0,0,3,0,0,0,0,7.0,0
1702,2014,Regular,16,MIA,37,MIN,35,MIA,0,0,0,0,0,0,0,0,1,0,0,1,1,4.0,0
1703,2014,Regular,16,WAS,27,PHI,24,PHI,1,0,1,0,0,0,0,0,1,0,0,0,0,2.0,0
1704,2014,Regular,16,STL,27,NYG,37,STL,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0
1705,2014,Regular,16,STL,27,NYG,37,NYG,1,0,2,0,0,0,0,0,1,0,0,0,0,2.0,0
1706,2014,Regular,16,CAR,17,CLE,13,CLE,2,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0
1707,2014,Regular,16,DAL,42,IND,7,DAL,1,0,1,0,0,0,0,0,2,0,0,0,0,2.0,0
1708,2014,Regular,16,JAC,21,TEN,13,TEN,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0
1709,2014,Regular,16,OAK,26,BUF,24,OAK,1,0,0,0,0,0,0,0,2,0,0,0,0,2.0,0
1710,2014,Regular,16,JAC,21,TEN,13,JAC,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0
1711,2014,Regular,16,NO,14,ATL,30,NO,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
1712,2014,Regular,16,TB,3,GB,20,GB,1,0,0,0,0,0,0,0,1,0,0,0,0,7.0,0
1713,2014,Regular,16,MIA,37,MIN,35,MIN,0,0,1,0,0,0,0,0,1,0,0,0,0,2.0,0
1714,2014,Regular,16,CHI,14,DET,20,CHI,1,1,1,0,0,0,0,0,2,0,0,0,0,4.0,0
1715,2014,Regular,16,SF,35,SD,38,SD,3,0,3,1,0,0,0,0,0,0,0,0,0,2.0,0
1716,2014,Regular,16,OAK,26,BUF,24,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
1717,2014,Regular,16,WAS,27,PHI,24,WAS,1,0,1,0,0,0,0,0,1,0,0,0,0,3.0,0
1718,2014,Regular,16,PIT,20,KC,12,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
1719,2014,Regular,16,NO,14,ATL,30,ATL,3,0,2,1,0,0,0,0,2,0,0,0,0,5.0,0
1720,2014,Regular,16,DAL,42,IND,7,IND,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0
