Unnamed: 0,season_year,season_type,week,team,full_name,position,receiving_rec,receiving_tar,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yac,receiving_yds,fumbles_total,fumble_rec_tds,kicking_rec_tds,kickret_tds,puntret_tds,rushing_att,rushing_yds,rushing_tds,rushing_loss_yards,rushing_twoptm,team_score,opp_score,opp_team,h/a,total_points,rec_percentage,score_percentage,yds_per_rec,yds_per_rush,DK points
2388,2015,Preseason,3,DAL,Lucky Whitehead,WR,2,2,1,0,0,7,13,0,0,0,0,0,0,0,0,0,0,14,28,MIN,1,6,1.0,0.428571428571,6.5,,9.3
2389,2015,Preseason,3,DAL,Terrance Williams,WR,1,2,1,0,0,43,60,0,0,0,0,0,0,0,0,0,0,14,28,MIN,1,6,0.5,0.428571428571,60.0,,13.0
2390,2015,Preseason,3,MIN,Jarius Wright,WR,1,1,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,28,14,DAL,0,0,1.0,0.0,7.0,,1.7
2391,2015,Preseason,3,MIN,Mike Wallace,WR,3,3,0,0,0,7,50,0,0,0,0,0,0,0,0,0,0,28,14,DAL,0,0,1.0,0.0,16.6666666667,,8.0
2392,2015,Preseason,3,MIN,Stefon Diggs,WR,3,5,0,0,0,5,49,0,0,0,0,0,0,0,0,0,0,28,14,DAL,0,0,0.6,0.0,16.3333333333,,7.9
2393,2015,Preseason,3,DEN,Cody Latimer,WR,1,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,19,12,SF,1,0,0.2,0.0,4.0,,1.4
2394,2015,Preseason,3,DEN,Demaryius Thomas,WR,3,5,0,0,0,23,30,0,0,0,0,0,0,0,0,0,0,19,12,SF,1,0,0.6,0.0,10.0,,6.0
2395,2015,Preseason,3,DEN,Isaiah Burse,WR,1,3,0,0,0,1,13,1,0,0,0,0,0,0,0,0,0,19,12,SF,1,0,0.333333333333,0.0,13.0,,1.3
2396,2015,Preseason,3,DEN,Jordan Norwood,WR,4,4,0,0,0,13,38,0,0,0,0,0,0,0,0,0,0,19,12,SF,1,0,1.0,0.0,9.5,,7.8
2397,2015,Preseason,3,DEN,Jordan Taylor,WR,4,5,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,19,12,SF,1,0,0.8,0.0,2.25,,4.9
2398,2015,Preseason,3,SF,Bruce Ellington,WR,3,3,0,0,0,18,29,0,0,0,0,0,0,0,0,0,0,12,19,DEN,0,0,1.0,0.0,9.66666666667,,5.9
2399,2015,Preseason,3,SF,Quinton Patton,WR,1,1,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,12,19,DEN,0,0,1.0,0.0,8.0,,1.8
2400,2015,Preseason,3,SF,Torrey Smith,WR,1,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,12,19,DEN,0,0,1.0,0.0,5.0,,1.5
2401,2015,Preseason,3,GB,Jeff Janis,WR,3,3,1,0,0,21,72,0,0,0,0,0,0,0,0,0,0,26,39,PHI,1,6,1.0,0.230769230769,24.0,,16.2
2402,2015,Preseason,3,PHI,Freddie Martino,WR,1,1,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,39,26,GB,0,0,1.0,0.0,12.0,,2.2
2403,2015,Preseason,3,PHI,Jordan Matthews,WR,3,3,0,0,0,12,51,0,0,0,0,0,0,0,0,0,0,39,26,GB,0,0,1.0,0.0,17.0,,8.1
2404,2015,Preseason,3,PHI,Nelson Agholor,WR,2,4,0,1,0,10,11,0,0,0,0,0,0,0,0,0,0,39,26,GB,0,0,0.5,0.0,5.5,,3.1
2405,2015,Preseason,3,DET,Golden Tate,WR,3,3,1,0,0,29,91,0,0,0,0,0,0,0,0,0,0,22,17,JAC,0,6,1.0,0.272727272727,30.3333333333,,18.1
2406,2015,Preseason,3,DET,Jeremy Ross,WR,2,2,0,0,0,11,40,0,0,0,0,0,0,0,0,0,0,22,17,JAC,0,0,1.0,0.0,20.0,,6.0
2407,2015,Preseason,3,JAC,Allen Hurns,WR,4,4,1,0,0,13,42,0,0,0,0,0,0,0,0,0,0,17,22,DET,1,6,1.0,0.352941176471,10.5,,14.2
2408,2015,Preseason,3,JAC,Allen Robinson,WR,2,7,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,17,22,DET,1,0,0.285714285714,0.0,7.0,,3.4
2409,2015,Preseason,3,JAC,Bryan Walters,WR,5,6,0,0,0,8,46,0,0,0,0,0,0,0,0,0,0,17,22,DET,1,0,0.833333333333,0.0,9.2,,9.6
2410,2015,Preseason,3,JAC,Rashad Greene,WR,3,3,0,0,0,7,25,0,0,0,0,0,0,0,0,0,0,17,22,DET,1,0,1.0,0.0,8.33333333333,,5.5
2411,2015,Preseason,3,KC,Albert Wilson,WR,1,1,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,34,10,TEN,1,0,1.0,0.0,16.0,,2.6
2412,2015,Preseason,3,KC,Chris Conley,WR,3,6,0,0,0,10,30,0,0,0,0,0,0,0,0,0,0,34,10,TEN,1,0,0.5,0.0,10.0,,6.0
2413,2015,Preseason,3,KC,Jeremy Maclin,WR,7,8,1,0,0,33,65,0,0,0,0,0,0,0,0,0,0,34,10,TEN,1,6,0.875,0.176470588235,9.28571428571,,19.5
2414,2015,Preseason,3,TEN,Kendall Wright,WR,3,3,0,0,0,22,60,0,0,0,0,0,0,0,0,0,0,10,34,KC,0,0,1.0,0.0,20.0,,9.0
2415,2015,Preseason,3,ATL,Eric Weems,WR,1,1,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,9,13,MIA,0,0,1.0,0.0,15.0,,2.5
2416,2015,Preseason,3,ATL,Justin Hardy,WR,2,5,0,0,0,14,20,0,0,0,0,0,0,0,0,0,0,9,13,MIA,0,0,0.4,0.0,10.0,,4.0
2417,2015,Preseason,3,ATL,Nick Williams,WR,4,7,0,0,0,25,43,1,0,0,0,0,0,0,0,0,0,9,13,MIA,0,0,0.571428571429,0.0,10.75,,7.3
2418,2015,Preseason,3,MIA,Jarvis Landry,WR,5,6,0,0,0,58,84,0,0,0,0,0,0,0,0,0,0,13,9,ATL,1,0,0.833333333333,0.0,16.8,,13.4
2419,2015,Preseason,3,MIA,Kenny Stills,WR,2,3,0,0,0,3,26,0,0,0,0,0,0,0,0,0,0,13,9,ATL,1,0,0.666666666667,0.0,13.0,,4.6
2420,2015,Preseason,3,MIA,LaRon Byrd,WR,1,1,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,13,9,ATL,1,0,1.0,0.0,17.0,,2.7
2421,2015,Preseason,3,MIA,Rishard Matthews,WR,2,5,1,0,0,2,4,0,0,0,0,0,0,0,0,0,0,13,9,ATL,1,6,0.4,0.461538461538,2.0,,8.4
2422,2015,Preseason,3,HOU,Cecil Shorts,WR,1,1,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,27,13,NO,0,0,1.0,0.0,12.0,,2.2
2423,2015,Preseason,3,HOU,DeAndre Hopkins,WR,1,1,0,0,0,5,29,0,0,0,0,0,0,0,0,0,0,27,13,NO,0,0,1.0,0.0,29.0,,3.9
2424,2015,Preseason,3,HOU,Jaelen Strong,WR,5,7,1,0,0,3,40,0,0,0,0,0,0,0,0,0,0,27,13,NO,0,6,0.714285714286,0.222222222222,8.0,,15.0
2425,2015,Preseason,3,HOU,Keith Mumphery,WR,2,4,0,0,0,14,24,0,0,0,0,0,0,0,0,0,0,27,13,NO,0,0,0.5,0.0,12.0,,4.4
2426,2015,Preseason,3,NO,Brandin Cooks,WR,2,2,0,0,0,11,19,0,0,0,0,0,0,0,0,0,0,13,27,HOU,1,0,1.0,0.0,9.5,,3.9
2427,2015,Preseason,3,NO,Brandon Coleman,WR,1,3,0,0,0,10,27,0,0,0,0,0,0,0,0,0,0,13,27,HOU,1,0,0.333333333333,0.0,27.0,,3.7
2428,2015,Preseason,3,NO,Willie Snead,WR,4,6,0,0,0,25,56,0,0,0,0,0,0,0,0,0,0,13,27,HOU,1,0,0.666666666667,0.0,14.0,,9.6
2429,2015,Preseason,3,NYG,Dwayne Harris,WR,1,3,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,18,28,NYJ,1,0,0.333333333333,0.0,9.0,,1.9
2430,2015,Preseason,3,NYG,Geremy Davis,WR,3,6,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,18,28,NYJ,1,0,0.5,0.0,6.33333333333,,4.9
2431,2015,Preseason,3,NYG,Odell Beckham,WR,5,6,0,0,0,4,31,0,0,0,0,0,0,0,0,0,0,18,28,NYJ,1,0,0.833333333333,0.0,6.2,,8.1
2432,2015,Preseason,3,NYJ,Brandon Marshall,WR,3,5,0,0,0,11,33,0,0,0,0,0,0,0,0,0,0,28,18,NYG,0,0,0.6,0.0,11.0,,6.3
2433,2015,Preseason,3,NYJ,Eric Decker,WR,3,4,1,0,0,10,52,1,0,0,0,0,0,0,0,0,0,28,18,NYG,0,6,0.75,0.214285714286,17.3333333333,,13.2
2434,2015,Preseason,3,NYJ,Quincy Enunwa,WR,1,1,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,28,18,NYG,0,0,1.0,0.0,10.0,,2.0
2435,2015,Preseason,3,ARI,Brittan Golden,WR,5,5,0,1,0,16,36,0,0,0,0,0,0,0,0,0,0,30,23,OAK,0,0,1.0,0.0,7.2,,8.6
2436,2015,Preseason,3,ARI,John Brown,WR,1,4,0,0,0,4,39,0,0,0,0,0,0,0,0,0,0,30,23,OAK,0,0,0.25,0.0,39.0,,4.9
2437,2015,Preseason,3,ARI,Larry Fitzgerald,WR,2,5,0,0,0,14,31,0,0,0,0,0,0,0,0,0,0,30,23,OAK,0,0,0.4,0.0,15.5,,5.1
2438,2015,Preseason,3,OAK,Amari Cooper,WR,4,9,0,0,0,41,62,0,0,0,0,0,0,0,0,0,0,23,30,ARI,1,0,0.444444444444,0.0,15.5,,10.2
2439,2015,Preseason,3,OAK,Brice Butler,WR,2,3,0,1,1,28,30,0,0,0,0,0,0,0,0,0,0,23,30,ARI,1,2,0.666666666667,0.0869565217391,15.0,,7.0
2440,2015,Preseason,3,OAK,Michael Crabtree,WR,1,4,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,23,30,ARI,1,0,0.25,0.0,6.0,,1.6
2441,2015,Preseason,3,OAK,Rod Streater,WR,3,7,0,0,0,5,20,0,0,0,0,0,0,0,0,0,0,23,30,ARI,1,0,0.428571428571,0.0,6.66666666667,,5.0
2442,2015,Preseason,3,OAK,Seth Roberts,WR,3,4,0,0,0,14,52,0,0,0,0,0,0,0,0,0,0,23,30,ARI,1,0,0.75,0.0,17.3333333333,,8.2
2443,2015,Preseason,3,SD,Keenan Allen,WR,2,4,0,0,0,16,27,0,0,0,0,0,0,0,0,0,0,15,16,SEA,1,0,0.5,0.0,13.5,,4.7
2444,2015,Preseason,3,SD,Steve Johnson,WR,4,6,0,0,0,36,63,0,0,0,0,0,0,0,0,0,0,15,16,SEA,1,0,0.666666666667,0.0,15.75,,10.3
2445,2015,Preseason,3,SD,Tyrell Williams,WR,3,4,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0,15,16,SEA,1,0,0.75,0.0,6.66666666667,,5.0
2446,2015,Preseason,3,SEA,Doug Baldwin,WR,1,1,0,0,0,12,8,0,0,0,0,0,0,0,0,0,0,16,15,SD,0,0,1.0,0.0,8.0,,1.8
2447,2015,Preseason,3,SEA,Jermaine Kearse,WR,1,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,16,15,SD,0,0,0.333333333333,0.0,4.0,,1.4
2448,2015,Preseason,3,SEA,Tyler Lockett,WR,1,2,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,16,15,SD,0,6,0.5,0.375,10.0,,8.0
2449,2015,Preseason,3,IND,Donte Moncrief,WR,2,3,0,0,0,6,25,1,0,0,0,0,0,0,0,0,0,24,14,STL,0,0,0.666666666667,0.0,12.5,,3.5
2450,2015,Preseason,3,IND,T.Y. Hilton,WR,3,6,0,0,0,8,44,0,0,0,0,0,0,0,0,0,0,24,14,STL,0,0,0.5,0.0,14.6666666667,,7.4
2451,2015,Preseason,3,STL,Kenny Britt,WR,2,3,0,0,0,6,21,0,0,0,0,0,0,0,0,0,0,14,24,IND,1,0,0.666666666667,0.0,10.5,,4.1
2452,2015,Preseason,3,STL,Tyler Slavin,WR,1,3,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,14,24,IND,1,0,0.333333333333,0.0,8.0,,1.8
2453,2015,Preseason,3,CLE,Andrew Hawkins,WR,1,1,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,31,7,TB,0,0,1.0,0.0,8.0,,1.8
2454,2015,Preseason,3,CLE,Shane Wynn,WR,1,1,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,31,7,TB,0,0,1.0,0.0,6.0,,1.6
2455,2015,Preseason,3,CLE,Taylor Gabriel,WR,4,4,0,0,0,7,30,0,0,0,0,0,0,0,0,0,0,31,7,TB,0,0,1.0,0.0,7.5,,7.0
2456,2015,Preseason,3,CLE,Travis Benjamin,WR,4,4,0,0,0,11,39,0,0,0,0,1,0,0,0,0,0,31,7,TB,0,6,1.0,0.193548387097,9.75,,13.9
2457,2015,Preseason,3,TB,Adam Humphries,WR,1,3,0,0,0,8,26,0,0,0,0,0,0,0,0,0,0,7,31,CLE,1,0,0.333333333333,0.0,26.0,,3.6
2458,2015,Preseason,3,TB,Donteea Dye,WR,2,2,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,7,31,CLE,1,0,1.0,0.0,5.5,,3.1
2459,2015,Preseason,3,TB,Rannell Hall,WR,2,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,7,31,CLE,1,0,0.4,0.0,8.0,,3.6
2460,2015,Preseason,3,TB,Vincent Jackson,WR,2,5,0,0,0,8,38,0,0,0,0,0,0,0,0,0,0,7,31,CLE,1,0,0.4,0.0,19.0,,5.8
2461,2015,Regular,3,ARI,John Brown,WR,3,5,0,0,0,22,62,0,0,0,0,0,0,0,0,0,0,47,7,SF,1,0,0.6,0.0,20.6666666667,,9.2
2462,2015,Regular,3,ARI,Larry Fitzgerald,WR,9,11,2,0,0,35,134,0,0,0,0,0,0,0,0,0,0,47,7,SF,1,12,0.818181818182,0.255319148936,14.8888888889,,37.4
2463,2015,Regular,3,ARI,Michael Floyd,WR,1,5,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,47,7,SF,1,0,0.2,0.0,12.0,,2.2
2464,2015,Regular,3,SF,Anquan Boldin,WR,2,4,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,7,47,ARI,0,0,0.5,0.0,8.0,,3.6
2465,2015,Regular,3,SF,Quinton Patton,WR,1,2,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,7,47,ARI,0,0,0.5,0.0,7.0,,1.7
2466,2015,Regular,3,BAL,Marlon Brown,WR,2,5,0,0,0,6,29,0,0,0,0,0,0,0,0,0,0,24,28,CIN,1,0,0.4,0.0,14.5,,4.9
2467,2015,Regular,3,BAL,Michael Campanaro,WR,2,2,0,0,0,4,11,0,0,0,0,0,1,8,0,0,0,24,28,CIN,1,0,1.0,0.0,5.5,8.0,3.9
2468,2015,Regular,3,BAL,Steve Smith,WR,13,17,2,0,0,111,186,0,0,0,0,0,0,0,0,0,0,24,28,CIN,1,12,0.764705882353,0.5,14.3076923077,,46.6
2469,2015,Regular,3,CIN,A.J. Green,WR,10,13,2,0,0,90,227,0,0,0,0,0,0,0,0,0,0,28,24,BAL,0,12,0.769230769231,0.428571428571,22.7,,47.7
2470,2015,Regular,3,CIN,Marvin Jones,WR,5,8,1,0,0,7,94,0,0,0,0,0,0,0,0,0,0,28,24,BAL,0,6,0.625,0.214285714286,18.8,,20.4
2471,2015,Regular,3,CIN,Mohamed Sanu,WR,2,4,0,0,0,19,28,0,0,0,0,0,1,6,0,0,0,28,24,BAL,0,0,0.5,0.0,14.0,6.0,5.4
2472,2015,Regular,3,CAR,Brenton Bersin,WR,1,2,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,27,22,NO,1,0,0.5,0.0,13.0,,2.3
2473,2015,Regular,3,CAR,Devin Funchess,WR,1,4,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0,27,22,NO,1,0,0.25,0.0,14.0,,2.4
2474,2015,Regular,3,CAR,Ted Ginn,WR,4,6,0,0,0,23,93,0,0,0,0,0,0,0,0,0,0,27,22,NO,1,0,0.666666666667,0.0,23.25,,13.3
2475,2015,Regular,3,NO,Brandin Cooks,WR,7,8,0,0,0,40,79,0,0,0,0,0,0,0,0,0,0,22,27,CAR,0,0,0.875,0.0,11.2857142857,,14.9
2476,2015,Regular,3,NO,Brandon Coleman,WR,1,3,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,22,27,CAR,0,0,0.333333333333,0.0,9.0,,1.9
2477,2015,Regular,3,NO,Willie Snead,WR,5,7,0,0,0,12,44,0,0,0,0,0,0,0,0,0,0,22,27,CAR,0,0,0.714285714286,0.0,8.8,,9.4
2478,2015,Regular,3,CLE,Andrew Hawkins,WR,2,6,0,0,0,7,18,0,0,0,0,0,0,0,0,0,0,20,27,OAK,1,0,0.333333333333,0.0,9.0,,3.8
2479,2015,Regular,3,CLE,Taylor Gabriel,WR,3,5,0,0,0,7,28,0,0,0,0,0,0,0,0,0,0,20,27,OAK,1,0,0.6,0.0,9.33333333333,,5.8
2480,2015,Regular,3,CLE,Travis Benjamin,WR,4,10,1,0,0,11,45,1,0,0,0,0,0,0,0,0,0,20,27,OAK,1,6,0.4,0.3,11.25,,13.5
2481,2015,Regular,3,OAK,Amari Cooper,WR,8,11,0,0,0,82,134,1,0,0,0,0,0,0,0,0,0,27,20,CLE,0,0,0.727272727273,0.0,16.75,,23.4
2482,2015,Regular,3,OAK,Andre Holmes,WR,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,27,20,CLE,0,6,1.0,0.222222222222,3.0,,7.3
2483,2015,Regular,3,OAK,Michael Crabtree,WR,4,9,0,0,0,15,36,0,0,0,0,0,0,0,0,0,0,27,20,CLE,0,0,0.444444444444,0.0,9.0,,7.6
2484,2015,Regular,3,OAK,Seth Roberts,WR,3,5,1,0,0,34,56,0,0,0,0,0,0,0,0,0,0,27,20,CLE,0,6,0.6,0.222222222222,18.6666666667,,14.6
2485,2015,Regular,3,ATL,Julio Jones,WR,12,20,2,0,0,55,164,0,0,0,0,0,0,0,0,0,0,39,28,DAL,0,12,0.6,0.307692307692,13.6666666667,,43.4
2486,2015,Regular,3,ATL,Nick Williams,WR,1,1,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,39,28,DAL,0,0,1.0,0.0,6.0,,1.6
2487,2015,Regular,3,DAL,Cole Beasley,WR,4,4,0,0,0,32,49,0,0,0,0,0,0,0,0,0,0,28,39,ATL,1,0,1.0,0.0,12.25,,8.9
2488,2015,Regular,3,DEN,Bennie Fowler,WR,4,4,0,0,0,27,50,0,0,0,0,0,0,0,0,0,0,24,12,DET,0,0,1.0,0.0,12.5,,9.0
2489,2015,Regular,3,DEN,Demaryius Thomas,WR,9,13,1,0,0,38,92,1,0,0,0,0,0,0,0,0,0,24,12,DET,0,6,0.692307692308,0.25,10.2222222222,,23.2
2490,2015,Regular,3,DEN,Emmanuel Sanders,WR,6,9,0,0,0,16,87,0,0,0,0,0,0,0,0,0,0,24,12,DET,0,0,0.666666666667,0.0,14.5,,14.7
2491,2015,Regular,3,DEN,Jordan Norwood,WR,3,3,0,0,0,24,27,0,0,0,0,0,0,0,0,0,0,24,12,DET,0,0,1.0,0.0,9.0,,5.7
2492,2015,Regular,3,DET,Golden Tate,WR,5,7,0,0,0,53,57,0,0,0,0,0,0,0,0,0,0,12,24,DEN,1,0,0.714285714286,0.0,11.4,,10.7
2493,2015,Regular,3,GB,Randall Cobb,WR,7,12,3,0,0,49,91,0,0,0,0,0,1,12,0,0,0,38,28,KC,1,18,0.583333333333,0.473684210526,13.0,12.0,35.3
2494,2015,Regular,3,KC,Chris Conley,WR,1,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,28,38,GB,0,0,1.0,0.0,16.0,,2.6
2495,2015,Regular,3,KC,De'Anthony Thomas,WR,2,2,0,0,0,9,12,0,0,0,0,0,1,-7,0,0,0,28,38,GB,0,0,1.0,0.0,6.0,-7.0,2.5
2496,2015,Regular,3,KC,Jeremy Maclin,WR,8,11,1,0,0,56,141,0,0,0,0,0,0,0,0,0,0,28,38,GB,0,6,0.727272727273,0.214285714286,17.625,,31.1
2497,2015,Regular,3,HOU,Cecil Shorts,WR,6,9,0,0,0,14,58,0,0,0,0,0,0,0,0,0,0,19,9,TB,1,0,0.666666666667,0.0,9.66666666667,,11.8
2498,2015,Regular,3,HOU,DeAndre Hopkins,WR,8,14,1,0,0,21,101,0,0,0,0,0,0,0,0,0,0,19,9,TB,1,6,0.571428571429,0.315789473684,12.625,,27.1
2499,2015,Regular,3,TB,Mike Evans,WR,7,17,0,0,0,15,101,0,0,0,0,0,0,0,0,0,0,9,19,HOU,0,0,0.411764705882,0.0,14.4285714286,,20.1
2500,2015,Regular,3,TB,Vincent Jackson,WR,2,4,0,0,0,4,40,0,0,0,0,0,0,0,0,0,0,9,19,HOU,0,0,0.5,0.0,20.0,,6.0
2501,2015,Regular,3,BUF,Chris Hogan,WR,3,4,1,0,0,4,42,0,0,0,0,0,0,0,0,0,0,41,14,MIA,0,6,0.75,0.146341463415,14.0,,13.2
2502,2015,Regular,3,BUF,Robert Woods,WR,4,5,0,0,0,24,38,0,0,0,0,0,0,0,0,0,0,41,14,MIA,0,0,0.8,0.0,9.5,,7.8
2503,2015,Regular,3,BUF,Sammy Watkins,WR,1,2,0,0,0,5,39,0,0,0,0,0,0,0,0,0,0,41,14,MIA,0,0,0.5,0.0,39.0,,4.9
2504,2015,Regular,3,MIA,DeVante Parker,WR,3,7,0,0,0,4,46,0,0,0,0,0,0,0,0,0,0,14,41,BUF,1,0,0.428571428571,0.0,15.3333333333,,7.6
2505,2015,Regular,3,MIA,Jarvis Landry,WR,8,13,0,1,1,17,67,0,0,0,0,0,1,-1,0,0,0,14,41,BUF,1,2,0.615384615385,0.142857142857,8.375,-1.0,16.6
2506,2015,Regular,3,MIA,Rishard Matthews,WR,6,10,2,0,0,34,113,0,0,0,0,0,0,0,0,0,0,14,41,BUF,1,12,0.6,0.857142857143,18.8333333333,,32.3
2507,2015,Regular,3,MIN,Adam Thielen,WR,2,4,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,31,14,SD,1,0,0.5,0.0,8.0,,3.6
2508,2015,Regular,3,MIN,Charles Johnson,WR,1,2,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,31,14,SD,1,0,0.5,0.0,9.0,,1.9
2509,2015,Regular,3,MIN,Jarius Wright,WR,3,4,0,0,0,17,28,0,0,0,0,0,0,0,0,0,0,31,14,SD,1,0,0.75,0.0,9.33333333333,,5.8
2510,2015,Regular,3,MIN,Mike Wallace,WR,3,4,0,0,0,19,49,0,0,0,0,0,0,0,0,0,0,31,14,SD,1,0,0.75,0.0,16.3333333333,,7.9
2511,2015,Regular,3,SD,Keenan Allen,WR,12,18,2,0,0,34,133,0,0,0,0,0,0,0,0,0,0,14,31,MIN,0,12,0.666666666667,0.857142857143,11.0833333333,,40.3
2512,2015,Regular,3,SD,Steve Johnson,WR,3,5,0,0,0,28,46,0,0,0,0,0,0,0,0,0,0,14,31,MIN,0,0,0.6,0.0,15.3333333333,,7.6
2513,2015,Regular,3,JAC,Allen Hurns,WR,2,4,1,0,0,41,70,0,0,0,0,0,0,0,0,0,0,17,51,NE,0,6,0.5,0.352941176471,35.0,,15.0
2514,2015,Regular,3,JAC,Allen Robinson,WR,4,9,0,0,0,13,68,0,0,0,0,0,0,0,0,0,0,17,51,NE,0,0,0.444444444444,0.0,17.0,,10.8
2515,2015,Regular,3,JAC,Bryan Walters,WR,2,3,0,0,0,3,28,0,0,0,0,0,0,0,0,0,0,17,51,NE,0,0,0.666666666667,0.0,14.0,,4.8
2516,2015,Regular,3,JAC,Marqise Lee,WR,1,2,0,0,0,14,13,0,0,0,0,0,0,0,0,0,0,17,51,NE,0,0,0.5,0.0,13.0,,2.3
2517,2015,Regular,3,NE,Danny Amendola,WR,5,5,1,0,0,25,39,0,0,0,0,0,0,0,0,0,0,51,17,JAC,1,6,1.0,0.117647058824,7.8,,14.9
2518,2015,Regular,3,NE,Julian Edelman,WR,8,11,0,0,0,48,85,0,0,0,0,0,0,0,0,0,0,51,17,JAC,1,0,0.727272727273,0.0,10.625,,16.5
2519,2015,Regular,3,NYG,Odell Beckham,WR,7,9,1,0,0,8,79,0,0,0,0,0,0,0,0,0,0,32,21,WAS,1,6,0.777777777778,0.1875,11.2857142857,,20.9
2520,2015,Regular,3,WAS,Andre Roberts,WR,1,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,21,32,NYG,0,0,0.333333333333,0.0,18.0,,2.8
2521,2015,Regular,3,WAS,Jamison Crowder,WR,6,6,0,1,1,17,45,0,0,0,0,0,0,0,0,0,0,21,32,NYG,0,2,1.0,0.0952380952381,7.5,,12.5
2522,2015,Regular,3,WAS,Pierre Garcon,WR,5,12,0,0,0,23,64,0,0,0,0,0,0,0,0,0,0,21,32,NYG,0,0,0.416666666667,0.0,12.8,,11.4
2523,2015,Regular,3,WAS,Rashad Ross,WR,2,2,0,0,0,3,27,0,0,0,1,0,0,0,0,0,0,21,32,NYG,0,6,1.0,0.285714285714,13.5,,10.7
2524,2015,Regular,3,WAS,Ryan Grant,WR,2,5,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,21,32,NYG,0,0,0.4,0.0,4.5,,2.9
2525,2015,Regular,3,NYJ,Brandon Marshall,WR,10,14,1,0,0,2,109,2,0,0,0,0,0,0,0,0,0,17,24,PHI,1,6,0.714285714286,0.352941176471,10.9,,27.9
2526,2015,Regular,3,NYJ,Devin Smith,WR,3,9,0,0,0,2,39,0,0,0,0,0,0,0,0,0,0,17,24,PHI,1,0,0.333333333333,0.0,13.0,,6.9
2527,2015,Regular,3,NYJ,Jeremy Kerley,WR,6,11,1,0,0,17,33,0,0,0,0,0,0,0,0,0,0,17,24,PHI,1,6,0.545454545455,0.352941176471,5.5,,15.3
2528,2015,Regular,3,NYJ,Quincy Enunwa,WR,5,10,0,0,0,14,50,0,0,0,0,0,0,0,0,0,0,17,24,PHI,1,0,0.5,0.0,10.0,,10.0
2529,2015,Regular,3,PHI,Jordan Matthews,WR,6,8,0,0,0,30,49,0,0,0,0,0,0,0,0,0,0,24,17,NYJ,0,0,0.75,0.0,8.16666666667,,10.9
2530,2015,Regular,3,CHI,Eddie Royal,WR,3,3,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,26,SEA,0,0,1.0,,5.66666666667,,4.7
2531,2015,Regular,3,SEA,Doug Baldwin,WR,3,3,0,0,0,5,35,0,0,0,0,0,0,0,0,0,0,26,0,CHI,1,0,1.0,0.0,11.6666666667,,6.5
2532,2015,Regular,3,SEA,Jermaine Kearse,WR,6,6,0,0,0,19,76,0,0,0,0,0,0,0,0,0,0,26,0,CHI,1,0,1.0,0.0,12.6666666667,,13.6
2533,2015,Regular,3,PIT,Antonio Brown,WR,11,13,0,0,0,34,108,0,0,0,0,0,0,0,0,0,0,12,6,STL,0,0,0.846153846154,0.0,9.81818181818,,24.8
2534,2015,Regular,3,PIT,Darrius Heyward-Bey,WR,3,3,0,1,0,17,19,0,0,0,0,0,0,0,0,0,0,12,6,STL,0,0,1.0,0.0,6.33333333333,,4.9
2535,2015,Regular,3,PIT,Markus Wheaton,WR,2,3,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,12,6,STL,0,0,0.666666666667,0.0,8.0,,3.6
