,season_year,season_type,week,home_team,home_score,away_team,away_score,team,full_name,position,receiving_rec,receiving_tar,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yac,receiving_yds,fumbles_total,fumble_rec_tds,kicking_rec_tds,kickret_tds,puntret_tds,rushing_att,rushing_yds,rushing_tds,rushing_loss_yards,rushing_twoptm
1369,2016,Regular,9,SEA,31,BUF,25,BUF,Walt Powell,WR,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
1370,2016,Regular,9,SEA,31,BUF,25,SEA,Doug Baldwin,WR,6,6,0,0,0,30,89,0,0,0,0,0,0,0,0,0,0
1371,2016,Regular,9,SEA,31,BUF,25,SEA,Jermaine Kearse,WR,2,4,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0
1372,2016,Regular,9,SEA,31,BUF,25,SEA,Paul Richardson,WR,1,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
1373,2016,Regular,9,SEA,31,BUF,25,SEA,Tyler Lockett,WR,1,2,0,0,0,5,17,0,0,0,0,0,1,13,0,0,0
1374,2016,Regular,9,SF,23,NO,41,NO,Brandin Cooks,WR,5,6,0,0,0,5,66,0,0,0,0,0,0,0,0,0,0
1375,2016,Regular,9,SF,23,NO,41,NO,Brandon Coleman,WR,2,2,0,0,0,20,25,0,0,0,0,0,0,0,0,0,0
1376,2016,Regular,9,SF,23,NO,41,NO,Michael Thomas,WR,5,8,2,0,0,19,73,0,0,0,0,0,0,0,0,0,0
1377,2016,Regular,9,SF,23,NO,41,NO,Willie Snead,WR,3,7,0,0,0,10,36,0,0,0,0,0,0,0,0,0,0
1378,2016,Regular,9,SF,23,NO,41,SF,Jeremy Kerley,WR,3,6,0,0,0,8,22,0,0,0,0,0,0,0,0,0,0
1379,2016,Regular,9,SF,23,NO,41,SF,Quinton Patton,WR,6,9,0,0,0,61,106,0,0,0,0,0,0,0,0,0,0
1380,2016,Regular,9,SF,23,NO,41,SF,Torrey Smith,WR,2,3,0,0,0,6,18,0,0,0,0,0,0,0,0,0,0
1381,2016,Regular,9,TB,28,ATL,43,ATL,Julio Jones,WR,8,11,1,1,0,29,111,0,0,0,0,0,0,0,0,0,0
1382,2016,Regular,9,TB,28,ATL,43,ATL,Mohamed Sanu,WR,5,7,0,0,0,22,74,0,0,0,0,0,0,0,0,0,0
1383,2016,Regular,9,TB,28,ATL,43,ATL,Taylor Gabriel,WR,5,5,0,0,0,12,52,0,0,0,0,0,2,24,1,0,0
1384,2016,Regular,9,TB,28,ATL,43,TB,Adam Humphries,WR,5,7,1,0,0,25,46,0,0,0,0,0,0,0,0,0,0
1385,2016,Regular,9,TB,28,ATL,43,TB,Cecil Shorts,WR,1,4,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0
1386,2016,Regular,9,TB,28,ATL,43,TB,Freddie Martino,WR,1,2,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0
1387,2016,Regular,9,TB,28,ATL,43,TB,Mike Evans,WR,11,17,2,0,0,47,150,0,0,0,0,0,0,0,0,0,0
1388,2016,Regular,10,ARI,23,SF,20,ARI,J.J. Nelson,WR,2,6,0,0,0,8,29,1,0,0,0,0,0,0,0,0,0
1389,2016,Regular,10,ARI,23,SF,20,ARI,John Brown,WR,2,4,0,0,0,1,30,0,0,0,0,0,1,10,0,0,0
1390,2016,Regular,10,ARI,23,SF,20,ARI,Larry Fitzgerald,WR,12,18,0,0,0,42,133,0,0,0,0,0,0,0,0,0,0
1391,2016,Regular,10,ARI,23,SF,20,ARI,Michael Floyd,WR,5,6,0,0,0,3,101,0,0,0,0,0,0,0,0,0,0
1392,2016,Regular,10,ARI,23,SF,20,SF,Jeremy Kerley,WR,7,7,1,0,0,1,71,1,0,0,0,0,0,0,0,0,0
1393,2016,Regular,10,ARI,23,SF,20,SF,Quinton Patton,WR,3,9,0,0,0,18,52,0,0,0,0,0,0,0,0,0,0
1394,2016,Regular,10,ARI,23,SF,20,SF,Rod Streater,WR,1,2,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0
1395,2016,Regular,10,ARI,23,SF,20,SF,Torrey Smith,WR,2,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0
1396,2016,Regular,10,BAL,28,CLE,7,BAL,Breshad Perriman,WR,3,4,1,0,0,30,64,0,0,0,0,0,0,0,0,0,0
1397,2016,Regular,10,BAL,28,CLE,7,BAL,Kamar Aiken,WR,2,4,0,0,0,7,15,0,0,0,0,0,0,0,0,0,0
1398,2016,Regular,10,BAL,28,CLE,7,BAL,Mike Wallace,WR,4,5,0,0,0,37,59,0,0,0,0,0,0,0,0,0,0
1399,2016,Regular,10,BAL,28,CLE,7,BAL,Steve Smith,WR,5,7,1,0,0,10,60,0,0,0,0,0,0,0,0,0,0
1400,2016,Regular,10,BAL,28,CLE,7,CLE,Corey Coleman,WR,3,5,0,0,0,7,17,0,0,0,0,0,0,0,0,0,0
1401,2016,Regular,10,BAL,28,CLE,7,CLE,Terrelle Pryor,WR,5,9,0,0,0,9,48,0,0,0,0,0,0,0,0,0,0
1402,2016,Regular,10,CAR,17,KC,20,CAR,Corey Brown,WR,1,1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0
1403,2016,Regular,10,CAR,17,KC,20,CAR,Devin Funchess,WR,3,4,1,0,0,4,56,0,0,0,0,0,0,0,0,0,0
1404,2016,Regular,10,CAR,17,KC,20,CAR,Kelvin Benjamin,WR,7,12,0,0,0,28,84,1,0,0,0,0,0,0,0,0,0
1405,2016,Regular,10,CAR,17,KC,20,CAR,Ted Ginn,WR,5,8,0,0,0,0,44,0,0,0,0,0,1,1,0,0,0
1406,2016,Regular,10,CAR,17,KC,20,KC,Albert Wilson,WR,4,7,0,0,0,19,25,0,0,0,0,0,0,0,0,0,0
1407,2016,Regular,10,CAR,17,KC,20,KC,Chris Conley,WR,1,3,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0
1408,2016,Regular,10,CAR,17,KC,20,KC,Tyreek Hill,WR,10,13,0,0,0,58,89,2,0,0,0,0,1,12,0,0,0
1409,2016,Regular,10,JAC,21,HOU,24,HOU,Braxton Miller,WR,1,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0
1410,2016,Regular,10,JAC,21,HOU,24,HOU,DeAndre Hopkins,WR,5,13,0,0,0,18,48,0,0,0,0,0,0,0,0,0,0
1411,2016,Regular,10,JAC,21,HOU,24,JAC,Allen Hurns,WR,2,7,0,0,0,6,13,0,0,0,0,0,0,0,0,0,0
1412,2016,Regular,10,JAC,21,HOU,24,JAC,Allen Robinson,WR,9,13,1,1,1,21,107,0,0,0,0,0,0,0,0,0,0
1413,2016,Regular,10,JAC,21,HOU,24,JAC,Marqise Lee,WR,4,6,0,0,0,3,50,0,0,0,0,0,1,6,0,0,0
1414,2016,Regular,10,NE,24,SEA,31,NE,Danny Amendola,WR,1,1,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0
1415,2016,Regular,10,NE,24,SEA,31,NE,Julian Edelman,WR,7,9,0,0,0,35,99,1,0,0,0,0,0,0,0,0,0
1416,2016,Regular,10,NE,24,SEA,31,NE,Malcolm Mitchell,WR,1,2,0,0,0,6,13,0,0,0,0,0,0,0,0,0,0
1417,2016,Regular,10,NE,24,SEA,31,SEA,Doug Baldwin,WR,6,8,3,1,0,3,59,0,0,0,0,0,0,0,0,0,0
1418,2016,Regular,10,NE,24,SEA,31,SEA,Jermaine Kearse,WR,2,7,0,0,0,14,26,0,0,0,0,0,0,0,0,0,0
1419,2016,Regular,10,NE,24,SEA,31,SEA,Paul Richardson,WR,2,3,0,0,0,18,52,0,0,0,0,0,0,0,0,0,0
1420,2016,Regular,10,NE,24,SEA,31,SEA,Tyler Lockett,WR,3,6,0,0,0,12,72,0,0,0,0,0,0,0,0,0,0
1421,2016,Regular,10,NO,23,DEN,25,DEN,Demaryius Thomas,WR,8,11,1,0,0,20,87,0,0,0,0,0,0,0,0,0,0
1422,2016,Regular,10,NO,23,DEN,25,DEN,Emmanuel Sanders,WR,5,9,0,0,0,20,54,0,0,0,0,0,0,0,0,0,0
1423,2016,Regular,10,NO,23,DEN,25,DEN,Jordan Norwood,WR,3,3,0,0,0,5,18,0,0,0,0,0,0,0,0,0,0
1424,2016,Regular,10,NO,23,DEN,25,DEN,Jordan Taylor,WR,2,2,1,0,0,2,32,0,0,0,0,0,0,0,0,0,0
1425,2016,Regular,10,NO,23,DEN,25,NO,Brandin Cooks,WR,3,5,1,0,0,5,98,0,0,0,0,0,0,0,0,0,0
1426,2016,Regular,10,NO,23,DEN,25,NO,Brandon Coleman,WR,1,1,0,0,0,2,19,0,0,0,0,0,0,0,0,0,0
1427,2016,Regular,10,NO,23,DEN,25,NO,Michael Thomas,WR,4,6,0,0,0,13,40,2,0,0,0,0,0,0,0,0,0
1428,2016,Regular,10,NO,23,DEN,25,NO,Willie Snead,WR,5,7,2,0,0,17,47,0,0,0,0,0,0,0,0,0,0
1429,2016,Regular,10,NYG,21,CIN,20,CIN,A.J. Green,WR,7,11,1,0,0,17,68,0,0,0,0,0,0,0,0,0,0
1430,2016,Regular,10,NYG,21,CIN,20,CIN,Brandon LaFell,WR,1,2,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0
1431,2016,Regular,10,NYG,21,CIN,20,CIN,Tyler Boyd,WR,2,4,0,0,0,17,12,0,0,0,0,0,0,0,0,0,0
1432,2016,Regular,10,NYG,21,CIN,20,NYG,Odell Beckham,WR,10,11,1,0,0,22,97,0,0,0,0,0,0,0,0,0,0
1433,2016,Regular,10,NYG,21,CIN,20,NYG,Roger Lewis,WR,1,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1434,2016,Regular,10,NYG,21,CIN,20,NYG,Sterling Shepard,WR,5,7,1,0,0,9,42,0,0,0,0,0,0,0,0,0,0
1435,2016,Regular,10,NYG,21,CIN,20,NYG,Tavarres King,WR,1,2,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0
1436,2016,Regular,10,NYJ,6,LA,9,LA,Brian Quick,WR,2,4,0,0,0,3,16,0,0,0,0,0,0,0,0,0,0
1437,2016,Regular,10,NYJ,6,LA,9,LA,Kenny Britt,WR,7,10,0,0,0,24,109,0,0,0,0,0,0,0,0,0,0
1438,2016,Regular,10,NYJ,6,LA,9,LA,Pharoh Cooper,WR,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
1439,2016,Regular,10,NYJ,6,LA,9,LA,Tavon Austin,WR,2,7,0,0,0,25,19,0,0,0,0,0,2,10,0,0,0
1440,2016,Regular,10,NYJ,6,LA,9,NYJ,Brandon Marshall,WR,4,6,0,0,0,9,15,0,0,0,0,0,0,0,0,0,0
1441,2016,Regular,10,NYJ,6,LA,9,NYJ,Charone Peake,WR,2,2,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0
1442,2016,Regular,10,NYJ,6,LA,9,NYJ,Quincy Enunwa,WR,1,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
1443,2016,Regular,10,NYJ,6,LA,9,NYJ,Robby Anderson,WR,3,6,0,0,0,29,69,0,0,0,0,0,0,0,0,0,0
1444,2016,Regular,10,PHI,24,ATL,15,ATL,Aldrick Robinson,WR,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
1445,2016,Regular,10,PHI,24,ATL,15,ATL,Julio Jones,WR,10,16,0,0,0,28,135,0,0,0,0,0,0,0,0,0,0
1446,2016,Regular,10,PHI,24,ATL,15,ATL,Mohamed Sanu,WR,2,2,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1447,2016,Regular,10,PHI,24,ATL,15,ATL,Taylor Gabriel,WR,1,5,1,0,0,55,76,0,0,0,0,0,0,0,0,0,0
1448,2016,Regular,10,PHI,24,ATL,15,PHI,Jordan Matthews,WR,6,10,0,0,0,16,73,0,0,0,0,0,0,0,0,0,0
1449,2016,Regular,10,PHI,24,ATL,15,PHI,Nelson Agholor,WR,2,5,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0
1450,2016,Regular,10,PIT,30,DAL,35,DAL,Cole Beasley,WR,5,9,0,0,0,8,33,0,0,0,0,0,0,0,0,0,0
1451,2016,Regular,10,PIT,30,DAL,35,DAL,Dez Bryant,WR,6,9,1,2,0,15,116,0,0,0,0,0,0,0,0,0,0
1452,2016,Regular,10,PIT,30,DAL,35,DAL,Lucky Whitehead,WR,1,1,0,0,0,6,5,0,0,0,0,0,0,0,0,0,0
1453,2016,Regular,10,PIT,30,DAL,35,DAL,Terrance Williams,WR,1,1,0,0,0,7,5,0,0,0,0,0,0,0,0,0,0
1454,2016,Regular,10,PIT,30,DAL,35,PIT,Antonio Brown,WR,14,18,1,1,0,82,154,0,0,0,0,0,1,-10,0,0,0
1455,2016,Regular,10,PIT,30,DAL,35,PIT,Cobi Hamilton,WR,1,1,0,0,0,4,39,0,0,0,0,0,0,0,0,0,0
1456,2016,Regular,10,PIT,30,DAL,35,PIT,Eli Rogers,WR,4,5,1,0,0,12,42,0,0,0,0,0,0,0,0,0,0
1457,2016,Regular,10,SD,24,MIA,31,MIA,DeVante Parker,WR,5,8,0,0,0,55,103,0,0,0,0,0,0,0,0,0,0
1458,2016,Regular,10,SD,24,MIA,31,MIA,Jarvis Landry,WR,6,6,0,0,0,18,53,0,0,0,0,0,0,0,0,0,0
1459,2016,Regular,10,SD,24,MIA,31,MIA,Kenny Stills,WR,2,3,1,0,0,0,47,0,0,0,0,0,0,0,0,0,0
1460,2016,Regular,10,SD,24,MIA,31,SD,Dontrelle Inman,WR,5,9,0,0,0,19,43,0,0,0,0,0,0,0,0,0,0
1461,2016,Regular,10,SD,24,MIA,31,SD,Griff Whalen,WR,1,1,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0
1462,2016,Regular,10,SD,24,MIA,31,SD,Tyrell Williams,WR,5,11,1,0,0,56,125,0,0,0,0,0,0,0,0,0,0
1463,2016,Regular,10,TB,36,CHI,10,CHI,Alshon Jeffery,WR,4,9,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0
1464,2016,Regular,10,TB,36,CHI,10,CHI,Cameron Meredith,WR,1,2,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0
1465,2016,Regular,10,TB,36,CHI,10,CHI,Eddie Royal,WR,1,2,0,0,0,23,24,0,0,0,0,0,0,0,0,0,0
1466,2016,Regular,10,TB,36,CHI,10,TB,Adam Humphries,WR,5,8,0,0,0,19,46,0,0,0,0,0,1,2,0,0,0
1467,2016,Regular,10,TB,36,CHI,10,TB,Cecil Shorts,WR,2,5,0,0,0,6,38,0,0,0,0,0,0,0,0,0,0
1468,2016,Regular,10,TB,36,CHI,10,TB,Freddie Martino,WR,1,1,1,0,0,6,43,0,0,0,0,0,0,0,0,0,0
1469,2016,Regular,10,TB,36,CHI,10,TB,Mike Evans,WR,4,5,0,0,0,1,66,0,0,0,0,0,0,0,0,0,0
1470,2016,Regular,10,TEN,47,GB,25,GB,Davante Adams,WR,6,9,0,0,0,76,156,0,0,0,0,0,0,0,0,0,0
1471,2016,Regular,10,TEN,47,GB,25,GB,Geronimo Allison,WR,1,2,0,0,0,7,17,0,0,0,0,0,0,0,0,0,0
1472,2016,Regular,10,TEN,47,GB,25,GB,Jordy Nelson,WR,12,18,1,0,0,41,126,0,0,0,0,0,0,0,0,0,0
1473,2016,Regular,10,TEN,47,GB,25,GB,Randall Cobb,WR,4,8,0,0,0,14,31,0,0,0,0,0,0,0,0,0,0
1474,2016,Regular,10,TEN,47,GB,25,GB,Ty Montgomery,WR,2,2,0,0,0,16,11,0,0,0,0,0,3,9,0,0,0
1475,2016,Regular,10,TEN,47,GB,25,TEN,Kendall Wright,WR,2,3,1,0,0,8,8,0,0,0,0,0,0,0,0,0,0
1476,2016,Regular,10,TEN,47,GB,25,TEN,Rishard Matthews,WR,3,5,1,1,0,2,63,0,0,0,0,0,0,0,0,0,0
1477,2016,Regular,10,TEN,47,GB,25,TEN,Tajae Sharpe,WR,3,4,1,0,0,14,68,0,0,0,0,0,0,0,0,0,0
1478,2016,Regular,10,WAS,26,MIN,20,MIN,Adam Thielen,WR,3,4,1,0,0,16,21,0,0,0,0,0,1,11,0,0,0
1479,2016,Regular,10,WAS,26,MIN,20,MIN,Cordarrelle Patterson,WR,3,4,0,0,0,14,17,0,0,0,0,0,0,0,0,0,0
1480,2016,Regular,10,WAS,26,MIN,20,MIN,Jarius Wright,WR,1,1,0,0,0,10,9,0,0,0,0,0,0,0,0,0,0
1481,2016,Regular,10,WAS,26,MIN,20,MIN,Stefon Diggs,WR,13,15,0,0,0,69,164,0,0,0,0,0,0,0,0,0,0
1482,2016,Regular,10,WAS,26,MIN,20,WAS,Jamison Crowder,WR,4,6,1,0,0,7,37,0,0,0,0,0,1,7,0,0,0
1483,2016,Regular,10,WAS,26,MIN,20,WAS,Maurice Harris,WR,3,3,0,0,0,4,28,0,0,0,0,0,0,0,0,0,0
1484,2016,Regular,10,WAS,26,MIN,20,WAS,Pierre Garcon,WR,6,10,0,0,0,32,81,0,0,0,0,0,0,0,0,0,0
1485,2015,Preseason,0,MIN,14,PIT,3,MIN,Adam Thielen,WR,3,4,0,0,0,13,28,0,0,0,0,0,0,0,0,0,0
1486,2015,Preseason,0,MIN,14,PIT,3,MIN,Charles Johnson,WR,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1487,2015,Preseason,0,MIN,14,PIT,3,MIN,Cordarrelle Patterson,WR,1,2,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0
1488,2015,Preseason,0,MIN,14,PIT,3,MIN,Jarius Wright,WR,2,2,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0
1489,2015,Preseason,0,MIN,14,PIT,3,MIN,Stefon Diggs,WR,2,2,0,0,0,8,14,0,0,0,0,0,0,0,0,0,0
1490,2015,Preseason,0,MIN,14,PIT,3,PIT,Sammie Coates,WR,1,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
1491,2015,Preseason,1,ARI,19,KC,34,ARI,J.J. Nelson,WR,2,4,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0
1492,2015,Preseason,1,ARI,19,KC,34,ARI,Jaron Brown,WR,1,4,0,0,0,0,12,0,0,0,0,0,1,8,0,0,0
1493,2015,Preseason,1,ARI,19,KC,34,ARI,John Brown,WR,1,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
1494,2015,Preseason,1,ARI,19,KC,34,ARI,Ryan Spadola,WR,1,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
1495,2015,Preseason,1,ARI,19,KC,34,KC,Albert Wilson,WR,2,2,0,0,0,-3,15,0,0,0,0,0,0,0,0,0,0
1496,2015,Preseason,1,ARI,19,KC,34,KC,De'Anthony Thomas,WR,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
1497,2015,Preseason,1,ARI,19,KC,34,KC,Jeremy Maclin,WR,1,2,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
1498,2015,Preseason,1,ATL,31,TEN,24,ATL,Eric Weems,WR,1,1,0,0,0,3,14,0,0,0,0,0,0,0,0,0,0
1499,2015,Preseason,1,ATL,31,TEN,24,ATL,Julio Jones,WR,4,4,1,0,0,20,61,0,0,0,0,0,0,0,0,0,0
1500,2015,Preseason,1,ATL,31,TEN,24,ATL,Justin Hardy,WR,3,6,0,0,0,14,41,0,0,0,0,0,0,0,0,0,0
1501,2015,Preseason,1,ATL,31,TEN,24,TEN,Dorial Green-Beckham,WR,1,2,0,0,0,4,32,0,0,0,0,0,0,0,0,0,0
1502,2015,Preseason,1,ATL,31,TEN,24,TEN,Harry Douglas,WR,3,3,0,0,0,8,46,1,0,0,0,0,0,0,0,0,0
1503,2015,Preseason,1,ATL,31,TEN,24,TEN,Justin Hunter,WR,1,2,0,0,0,-1,13,0,0,0,0,0,0,0,0,0,0
1504,2015,Preseason,1,ATL,31,TEN,24,TEN,Kendall Wright,WR,1,1,0,0,0,12,9,0,0,0,0,0,0,0,0,0,0
1505,2015,Preseason,1,BAL,30,NO,27,BAL,Jeremy Butler,WR,1,3,0,0,0,13,14,0,0,0,0,0,0,0,0,0,0
1506,2015,Preseason,1,BAL,30,NO,27,BAL,Steve Smith,WR,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
1507,2015,Preseason,1,BAL,30,NO,27,NO,Brandin Cooks,WR,1,3,1,0,0,30,28,0,0,0,0,0,0,0,0,0,0
1508,2015,Preseason,1,BAL,30,NO,27,NO,Willie Snead,WR,2,2,0,0,0,8,30,0,0,0,0,0,0,0,0,0,0
1509,2015,Preseason,1,BUF,24,CAR,25,BUF,Chris Hogan,WR,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
1510,2015,Preseason,1,BUF,24,CAR,25,BUF,Deonte Thompson,WR,2,4,1,0,0,5,61,0,0,0,0,0,0,0,0,0,0
1511,2015,Preseason,1,BUF,24,CAR,25,BUF,Marquise Goodwin,WR,1,3,0,0,0,23,29,0,0,0,0,0,1,2,0,0,0
1512,2015,Preseason,1,BUF,24,CAR,25,BUF,Robert Woods,WR,2,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
1513,2015,Preseason,1,BUF,24,CAR,25,BUF,Sammy Watkins,WR,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
1514,2015,Preseason,1,BUF,24,CAR,25,CAR,Brenton Bersin,WR,1,2,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0
1515,2015,Preseason,1,BUF,24,CAR,25,CAR,Devin Funchess,WR,2,4,0,0,0,4,53,0,0,0,0,0,0,0,0,0,0
1516,2015,Preseason,1,BUF,24,CAR,25,CAR,Kelvin Benjamin,WR,3,5,1,0,0,9,36,0,0,0,0,0,0,0,0,0,0
1517,2015,Preseason,1,BUF,24,CAR,25,CAR,Ted Ginn,WR,1,1,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
1518,2015,Preseason,1,CHI,27,MIA,10,CHI,Cameron Meredith,WR,4,6,0,0,0,30,47,0,0,0,0,0,0,0,0,0,0
1519,2015,Preseason,1,CHI,27,MIA,10,CHI,Eddie Royal,WR,2,3,0,0,0,8,19,0,0,0,0,0,0,0,0,0,0
1520,2015,Preseason,1,CHI,27,MIA,10,CHI,Josh Bellamy,WR,3,7,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0
1521,2015,Preseason,1,CHI,27,MIA,10,CHI,Marquess Wilson,WR,1,1,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0
1522,2015,Preseason,1,CHI,27,MIA,10,MIA,Cobi Hamilton,WR,4,9,0,0,0,10,49,0,0,0,0,0,0,0,0,0,0
1523,2015,Preseason,1,CHI,27,MIA,10,MIA,Jarvis Landry,WR,2,2,1,0,0,7,11,0,0,0,0,0,0,0,0,0,0
1524,2015,Preseason,1,CHI,27,MIA,10,MIA,LaRon Byrd,WR,1,1,0,0,0,2,34,0,0,0,0,0,0,0,0,0,0
1525,2015,Preseason,1,CHI,27,MIA,10,MIA,Rishard Matthews,WR,1,2,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0
1526,2015,Preseason,1,CIN,23,NYG,10,CIN,A.J. Green,WR,1,1,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0
1527,2015,Preseason,1,CIN,23,NYG,10,CIN,Brandon Tate,WR,1,2,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0
1528,2015,Preseason,1,CIN,23,NYG,10,CIN,Marvin Jones,WR,1,2,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0
1529,2015,Preseason,1,CIN,23,NYG,10,CIN,Mohamed Sanu,WR,1,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0
1530,2015,Preseason,1,CIN,23,NYG,10,NYG,Dwayne Harris,WR,1,3,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0
1531,2015,Preseason,1,CIN,23,NYG,10,NYG,Geremy Davis,WR,1,2,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0
1532,2015,Preseason,1,CLE,17,WAS,20,CLE,Taylor Gabriel,WR,1,1,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0
1533,2015,Preseason,1,CLE,17,WAS,20,CLE,Travis Benjamin,WR,2,2,1,0,0,3,10,0,0,0,0,0,0,0,0,0,0
1534,2015,Preseason,1,CLE,17,WAS,20,WAS,Andre Roberts,WR,4,4,0,0,0,20,71,1,0,0,0,0,0,0,0,0,0
1535,2015,Preseason,1,CLE,17,WAS,20,WAS,Rashad Ross,WR,5,7,0,0,0,17,68,0,0,0,0,0,0,0,0,0,0
1536,2015,Preseason,1,CLE,17,WAS,20,WAS,Ryan Grant,WR,3,3,0,0,0,11,36,0,0,0,0,0,0,0,0,0,0
1537,2015,Preseason,1,DET,23,NYJ,3,DET,Golden Tate,WR,2,2,1,0,0,36,57,0,0,0,0,0,0,0,0,0,0
1538,2015,Preseason,1,DET,23,NYJ,3,NYJ,Brandon Marshall,WR,1,1,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0
1539,2015,Preseason,1,DET,23,NYJ,3,NYJ,Eric Decker,WR,1,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
1540,2015,Preseason,1,DET,23,NYJ,3,NYJ,Walt Powell,WR,2,2,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0
1541,2015,Preseason,1,HOU,23,SF,10,HOU,Cecil Shorts,WR,1,1,1,0,0,42,58,0,0,0,0,0,0,0,0,0,0
1542,2015,Preseason,1,HOU,23,SF,10,HOU,Jaelen Strong,WR,1,1,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0
1543,2015,Preseason,1,HOU,23,SF,10,HOU,Keith Mumphery,WR,1,2,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0
1544,2015,Preseason,1,HOU,23,SF,10,SF,Anquan Boldin,WR,1,1,0,0,0,9,14,0,0,0,0,0,0,0,0,0,0
1545,2015,Preseason,1,JAC,23,PIT,21,JAC,Allen Hurns,WR,1,2,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0
1546,2015,Preseason,1,JAC,23,PIT,21,JAC,Allen Robinson,WR,2,2,0,0,0,12,25,0,0,0,0,0,0,0,0,0,0
1547,2015,Preseason,1,JAC,23,PIT,21,JAC,Arrelious Benn,WR,1,1,0,0,0,4,27,0,0,0,0,0,0,0,0,0,0
1548,2015,Preseason,1,JAC,23,PIT,21,JAC,Bryan Walters,WR,2,3,0,0,0,9,20,0,0,0,0,0,0,0,0,0,0
1549,2015,Preseason,1,JAC,23,PIT,21,PIT,Antonio Brown,WR,1,1,0,0,0,-3,6,0,0,0,0,0,0,0,0,0,0
1550,2015,Preseason,1,JAC,23,PIT,21,PIT,Darrius Heyward-Bey,WR,3,4,0,0,0,12,30,0,0,0,0,0,1,4,0,0,0
1551,2015,Preseason,1,JAC,23,PIT,21,PIT,Martavis Bryant,WR,3,5,1,0,0,12,55,0,0,0,0,0,0,0,0,0,0
1552,2015,Preseason,1,JAC,23,PIT,21,PIT,Sammie Coates,WR,5,11,0,0,0,1,52,0,0,0,0,0,0,0,0,0,0
1553,2015,Preseason,1,MIN,26,TB,16,MIN,Adam Thielen,WR,2,2,1,0,0,50,54,0,0,0,0,0,0,0,0,0,0
1554,2015,Preseason,1,MIN,26,TB,16,MIN,Cordarrelle Patterson,WR,2,2,1,0,0,10,29,0,0,0,0,0,0,0,0,0,0
1555,2015,Preseason,1,MIN,26,TB,16,MIN,Jarius Wright,WR,2,2,0,0,0,29,50,0,0,0,0,0,0,0,0,0,0
1556,2015,Preseason,1,MIN,26,TB,16,MIN,Mike Wallace,WR,1,2,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0
