Date, Vis Team, Home Team, Vis Spread, Home Spread, Over Under
2016-10-20, Bears, Packers, +7.5, -7.5, +46.5
2016-10-23, Giants, Rams, -2.5, +2.5, +44.5
2016-10-23, Vikings, Eagles, -3.0, +3.0, +39.5
2016-10-23, Saints, Chiefs, +6.5, -6.5, +51.0
2016-10-23, Redskins, Lions, -1.0, +1.0, +49.5
2016-10-23, Browns, Bengals, +11.0, -11.0, +46.0
2016-10-23, Bills, Dolphins, -2.5, +2.5, +45.0
2016-10-23, Raiders, Jaguars, +2.5, -2.5, +48.0
2016-10-23, Chargers, Falcons, +5.5, -5.5, +53.0
2016-10-23, Buccaneers, 49ers, +1.0, -1.0, +45.0
2016-10-23, Colts, Titans, +4.0, -4.0, +48.5
2016-10-23, Patriots, Steelers, -7.0, +7.0, +49.0
2016-10-23, Ravens, Jets, +1.5, -1.5, +39.5
2016-10-23, Seahawks, Cardinals, +2.0, -2.0, +43.0
2016-10-24, Texans, Broncos, +8.0, -8.0, +40.0
