Date, Vis Team, Home Team, Vis Spread, Home Spread, Over Under
10/6/14, Seahawks, Redskins,-7,7,45.5
10/9/14, Colts, Texans,-3,3,46
10/12/14, Broncos, Jets,-9.5,9.5,47
10/12/14, Steelers, Browns,1.5,-1.5,46.5
10/12/14, Bears, Falcons,3.5,-3.5,55.5
10/12/14, Packers, Dolphins,-2,2,46.5
10/12/14, Ravens, Buccaneers,-3.5,3.5,43.5
10/12/14, Chargers, Raiders,-7,7,44
10/12/14, Giants, Eagles,1.5,-1.5,51
10/12/14, Panthers, Bengals,7,-7,44
10/12/14, Patriots, Bills,-1,1,44.5
10/12/14, Cowboys, Seahawks,9.5,-9.5,47
10/12/14, Lions, Vikings,1,-1,43.5
10/12/14, Jaguars, Titans,4,-4,42
10/12/14, Redskins, Cardinals,6,-6,46.5
10/13/14, 49ers, Rams,-3.5,3.5,44
10/16/14, Jets, Patriots,9.5,-9.5,44.5
10/19/14, Bengals, Colts,3,-3,50.5
10/19/14, Titans, Redskins,5.5,-5.5,46
10/19/14, Dolphins, Bears,3,-3,47.5
10/19/14, Browns, Jaguars,-4,4,44.5
10/19/14, Panthers, Packers,6.5,-6.5,49
10/19/14, Falcons, Ravens,6.5,-6.5,49
10/19/14, Vikings, Bills,6.5,-6.5,43.5
10/19/14, Chiefs, Chargers,3,-3,45.5
10/19/14, Cardinals, Raiders,-3.5,3.5,46.5
10/19/14, Saints, Lions,1.5,-1.5,46.5
10/19/14, Giants, Cowboys,5,-5,47
10/19/14, Seahawks, Rams,-6.5,6.5,43.5
10/19/14, 49ers, Broncos,6.5,-6.5,47.5
10/20/14, Texans, Steelers,3,-3,44
10/23/14, Chargers, Broncos,9,-9,50.5
10/26/14, Lions, Falcons,-3.5,3.5,45
10/26/14, Vikings, Buccaneers,2.5,-2.5,43
10/26/14, Bears, Patriots,6,-6,51.5
10/26/14, Rams, Chiefs,7,-7,44
10/26/14, Seahawks, Panthers,-5.5,5.5,44.5
10/26/14, Bills, Jets,3,-3,40
10/26/14, Dolphins, Jaguars,-6.5,6.5,42
10/26/14, Ravens, Bengals,-3,3,44.5
10/26/14, Eagles, Cardinals,1,-1,49
10/26/14, Raiders, Browns,6,-6,44
10/26/14, Packers, Saints,2,-2,55
10/26/14, Colts, Steelers,-4,4,48
10/26/14, Texans, Titans,-3.5,3.5,42.5
10/27/14, Redskins, Cowboys,9.5,-9.5,49
10/30/14, Saints, Panthers,-3,3,49
11/2/14, Chargers, Dolphins,2.5,-2.5,45
11/2/14, Jaguars, Bengals,10,-10,43.5
11/2/14, Buccaneers, Browns,6.5,-6.5,43.5
11/2/14, Eagles, Texans,-1.5,1.5,48
11/2/14, Jets, Chiefs,9,-9,41.5
11/2/14, Rams, 49ers,10,-10,44.5
11/2/14, Broncos, Patriots,-3,3,52.5
11/2/14, Raiders, Seahawks,13.5,-13.5,43.5
11/2/14, Ravens, Steelers,2,-2,47.5
11/2/14, Redskins, Vikings,1,-1,44
11/2/14, Cardinals, Cowboys,1,-1,44.5
11/3/14, Colts, Giants,-3,3,50.5
11/6/14, Browns, Bengals,6.5,-6.5,45
11/9/14, Chiefs, Bills,1,-1,41.5
11/9/14, 49ers, Saints,6,-6,49
11/9/14, Falcons, Buccaneers,-3,3,47.5
11/9/14, Broncos, Raiders,-11.5,11.5,51
11/9/14, Rams, Cardinals,7,-7,43.5
11/9/14, Bears, Packers,8.5,-8.5,53
11/9/14, Dolphins, Lions,3,-3,42.5
11/9/14, Titans, Ravens,10,-10,45
11/9/14, Steelers, Jets,-3.5,3.5,46.5
11/9/14, Giants, Seahawks,9.5,-9.5,45
11/9/14, Cowboys, Jaguars,-7,7,45.5
11/10/14, Panthers, Eagles,7,-7,48.5
11/13/14, Bills, Dolphins,4,-4,41
11/16/14, Texans, Browns,4,-4,42
11/16/14, Seahawks, Chiefs,1,-1,43.5
11/16/14, Bengals, Saints,8,-8,51
11/16/14, Buccaneers, Redskins,6.5,-6.5,46
11/16/14, Broncos, Rams,-8,8,50
11/16/14, 49ers, Giants,-3.5,3.5,44.5
11/16/14, Raiders, Chargers,10.5,-10.5,46
11/16/14, Patriots, Colts,3,-3,58
11/16/14, Vikings, Bears,2,-2,46.5
11/16/14, Lions, Cardinals,1,-1,41.5
11/16/14, Eagles, Packers,5,-5,55.5
11/16/14, Falcons, Panthers,-2.5,2.5,47
11/17/14, Steelers, Titans,-7,7,46.5
11/20/14, Chiefs, Raiders,-7,7,43
11/23/14, Browns, Falcons,2.5,-2.5,48.5
11/23/14, Packers, Vikings,-7.5,7.5,50
11/23/14, Bengals, Texans,3,-3,44.5
11/23/14, Jets, Bills,4,-4,39
11/23/14, Buccaneers, Bears,4,-4,47
11/23/14, Cardinals, Seahawks,7,-7,42
11/23/14, Rams, Chargers,5,-5,43.5
11/23/14, Dolphins, Broncos,6.5,-6.5,47
11/23/14, Redskins, 49ers,9.5,-9.5,44
11/23/14, Cowboys, Giants,-5,5,49
11/23/14, Lions, Patriots,7,-7,47.5
11/23/14, Jaguars, Colts,13,-13,49
11/23/14, Titans, Eagles,11,-11,49.5
11/24/14, Ravens, Saints,2.5,-2.5,50.5
11/24/14, Jets, Bills,3,-3,42.5
11/27/14, Bears, Lions,7,-7,45.5
11/27/14, Seahawks, 49ers,1,-1,40
11/27/14, Eagles, Cowboys,3,-3,56
11/30/14, Redskins, Colts,7.5,-7.5,49.5
11/30/14, Titans, Texans,7,-7,42.5
11/30/14, Bengals, Buccaneers,-6,6,44
11/30/14, Raiders, Rams,6,-6,43
11/30/14, Panthers, Vikings,2.5,-2.5,42
11/30/14, Cardinals, Falcons,-1.5,1.5,45
11/30/14, Patriots, Packers,3,-3,58
11/30/14, Broncos, Chiefs,1,-1,49
11/30/14, Giants, Jaguars,-3,3,44
11/30/14, Browns, Bills,3,-3,41.5
11/30/14, Chargers, Ravens,6.5,-6.5,45.5
11/30/14, Saints, Steelers,3.5,-3.5,54
12/1/14, Dolphins, Jets,-6.5,6.5,41.5
12/4/14, Cowboys, Bears,-4,4,51
12/7/14, Steelers, Bengals,3,-3,47.5
12/7/14, Colts, Browns,-3,3,49.5
12/7/14, Texans, Jaguars,-7,7,42.5
12/7/14, Giants, Titans,-3,3,47
12/7/14, Panthers, Saints,8.5,-8.5,50
12/7/14, Buccaneers, Lions,10,-10,41.5
12/7/14, Rams, Redskins,-3,3,44.5
12/7/14, 49ers, Raiders,-8,8,41
12/7/14, Seahawks, Eagles,-1,1,48
12/7/14, Patriots, Chargers,-3.5,3.5,52.5
12/7/14, Bills, Broncos,9,-9,47.5
12/7/14, Chiefs, Cardinals,-2.5,2.5,41
12/7/14, Ravens, Dolphins,3,-3,45
12/7/14, Jets, Vikings,4,-4,40.5
12/8/14, Falcons, Packers,13.5,-13.5,54.5
12/11/14, Cardinals, Rams,6,-6,40
12/14/14, Raiders, Chiefs,11,-11,42
12/14/14, Jaguars, Ravens,14,-14,44.5
12/14/14, Texans, Colts,7,-7,49
12/14/14, Bengals, Browns,1.5,-1.5,43.5
12/14/14, Buccaneers, Panthers,3.5,-3.5,41
12/14/14, Redskins, Giants,6.5,-6.5,46.5
12/14/14, Vikings, Lions,9.5,-9.5,42.5
12/14/14, Jets, Titans,-3.5,3.5,42
12/14/14, 49ers, Seahawks,9.5,-9.5,38.5
12/14/14, Cowboys, Eagles,3.5,-3.5,54.5
12/14/14, Dolphins, Patriots,9.5,-9.5,49
12/14/14, Broncos, Chargers,-4,4,49.5
12/14/14, Packers, Bills,-3.5,3.5,49.5
12/14/14, Steelers, Falcons,-3,3,54.5
12/15/14, Saints, Bears,-3,3,53.5
12/18/14, Titans, Jaguars,4.5,-4.5,39
12/20/14, Chargers, 49ers,1,-1,40
12/20/14, Eagles, Redskins,-7,7,50.5
12/21/14, Vikings, Dolphins,5.5,-5.5,42
12/21/14, Packers, Buccaneers,-11,11,49
12/21/14, Patriots, Jets,-9.5,9.5,47
12/21/14, Chiefs, Steelers,2.5,-2.5,49
12/21/14, Ravens, Texans,-6.5,6.5,42
12/21/14, Giants, Rams,6.5,-6.5,43.5
12/21/14, Bills, Raiders,-7,7,42.5
12/21/14, Seahawks, Cardinals,-9,9,37
12/21/14, Colts, Cowboys,3,-3,53
12/21/14, Lions, Bears,-10,10,44.5
12/21/14, Falcons, Saints,6,-6,55.5
12/21/14, Browns, Panthers,6,-6,40.5
12/22/14, Broncos, Bengals,-3.5,3.5,47.5
12/28/14, Lions, Packers,9,-9,46.5
12/28/14, Jaguars, Texans,7.5,-7.5,38
12/28/14, Colts, Titans,-7.5,7.5,46
12/28/14, Browns, Ravens,14,-14,39.5
12/28/14, Jets, Dolphins,7,-7,41
12/28/14, Panthers, Falcons,2.5,-2.5,48
12/28/14, Bears, Vikings,7,-7,47
12/28/14, Chargers, Chiefs,3,-3,42
12/28/14, Eagles, Giants,1,-1,51.5
12/28/14, Saints, Buccaneers,-6,6,46
12/28/14, Cowboys, Redskins,-6,6,48
12/28/14, Rams, Seahawks,11,-11,41.5
12/28/14, Cardinals, 49ers,6,-6,37.5
12/28/14, Bengals, Steelers,3,-3,48
12/28/14, Raiders, Broncos,16,-16,48.5
12/28/14, Bills, Patriots,4.5,-4.5,44
1/3/15, Cardinals, Panthers,6,-6,38
1/3/15, Ravens, Steelers,3,-3,47
1/4/15, Lions, Cowboys,6,-6,48
1/4/15, Bengals, Colts,3.5,-3.5,47.5
1/10/15, Ravens, Patriots,7,-7,47.5
1/10/15, Panthers, Seahawks,13.5,-13.5,40.5
1/11/15, Colts, Broncos,9.5,-9.5,53.5
1/11/15, Cowboys, Packers,6,-6,52.5
1/18/15, Packers, Seahawks,8.5,-8.5,44.5
1/18/15, Colts, Patriots,7,-7,51.5
2/1/15, Patriots, Seahawks,1,-1,47
