Date, Vis Team, Home Team, Vis Spread, Home Spread, Over Under
12/1/13, Giants, Redskins,-1.5,1.5,46
12/2/13, Saints, Seahawks,6,-6,46.5
12/5/13, Texans, Jaguars,-3,3,43.5
12/8/13, Giants, Chargers,3,-3,47.5
12/8/13, Chiefs, Redskins,-3,3,45
12/8/13, Vikings, Ravens,7,-7,43
12/8/13, Raiders, Jets,3,-3,40.5
12/8/13, Colts, Bengals,6,-6,44.5
12/8/13, Lions, Eagles,2.5,-2.5,54
12/8/13, Dolphins, Steelers,3,-3,41.5
12/8/13, Bills, Buccaneers,3,-3,43
12/8/13, Titans, Broncos,12,-12,50
12/8/13, Rams, Cardinals,7,-7,42.5
12/8/13, Seahawks, 49ers,2.5,-2.5,41
12/8/13, Panthers, Saints,3,-3,45.5
12/8/13, Browns, Patriots,11,-11,46
12/8/13, Falcons, Packers,3.5,-3.5,44.5
12/9/13, Cowboys, Bears,1,-1,49
12/12/13, Chargers, Broncos,10.5,-10.5,54
12/15/13, Redskins, Falcons,4.5,-4.5,51
12/15/13, 49ers, Buccaneers,-4.5,4.5,42
12/15/13, Cardinals, Titans,-3,3,42
12/15/13, Seahawks, Giants,-7,7,41.5
12/15/13, Texans, Colts,6,-6,46
12/15/13, Bills, Jaguars,-2.5,2.5,44
12/15/13, Patriots, Dolphins,-2.5,2.5,46
12/15/13, Eagles, Vikings,-4,4,52
12/15/13, Chiefs, Raiders,-3.5,3.5,41
12/15/13, Bengals, Steelers,-3,3,40.5
12/15/13, Saints, Rams,-5.5,5.5,47
12/15/13, Jets, Panthers,11,-11,41
12/15/13, Bears, Browns,-2,2,44.5
12/15/13, Packers, Cowboys,7,-7,48
12/16/13, Ravens, Lions,6,-6,48
12/22/13, Dolphins, Bills,-2.5,2.5,43
12/22/13, Saints, Panthers,3,-3,46.5
12/22/13, Buccaneers, Rams,6,-6,42.5
12/22/13, Bears, Eagles,3,-3,56
12/22/13, Browns, Jets,1.5,-1.5,40.5
12/22/13, Broncos, Texans,-10,10,52
12/22/13, Titans, Jaguars,-5.5,5.5,44
12/22/13, Cardinals, Seahawks,10,-10,43.5
12/22/13, Raiders, Chargers,10,-10,50.5
12/22/13, Colts, Chiefs,6.5,-6.5,44
12/22/13, Cowboys, Redskins,-3,3,53
12/22/13, Vikings, Bengals,7.5,-7.5,48
12/22/13, Giants, Lions,9.5,-9.5,49
12/22/13, Patriots, Ravens,2.5,-2.5,45
12/22/13, Steelers, Packers,3,-3,45
12/23/13, Falcons, 49ers,12,-12,45
12/29/13, Texans, Titans,7,-7,44
12/29/13, Browns, Steelers,7,-7,44
12/29/13, Redskins, Giants,3.5,-3.5,46
12/29/13, Ravens, Bengals,6,-6,44.5
12/29/13, Jets, Dolphins,6.5,-6.5,41
12/29/13, Lions, Vikings,3,-3,52
12/29/13, Bills, Patriots,8.5,-8.5,47
12/29/13, Buccaneers, Saints,12.5,-12.5,47
12/29/13, Broncos, Raiders,-12,12,53.5
12/29/13, Rams, Seahawks,10,-10,43
12/29/13, Eagles, Cowboys,-2.5,2.5,56
12/29/13, Jaguars, Colts,11.5,-11.5,45.5
12/29/13, Chiefs, Chargers,9.5,-9.5,45
12/29/13, 49ers, Cardinals,-1.5,1.5,43
12/29/13, Panthers, Falcons,-7,7,45.5
12/29/13, Packers, Bears,-3,3,53
1/4/14, Chiefs, Colts,2.5,-2.5,46.5
1/4/14, Saints, Eagles,2.5,-2.5,55
1/4/14, Cardinals, Panthers,5.5,-5.5,38.5
1/5/14, Chargers, Bengals,7,-7,46.5
1/5/14, 49ers, Packers,-2.5,2.5,48.5
1/11/14, Colts, Patriots,7.5,-7.5,0
1/11/14, Saints, Seahawks,8.5,-8.5,48.5
1/12/14, Chargers, Broncos,10,-10,55
1/12/14, 49ers, Panthers,0,0,44
1/19/14, 49ers, Seahawks,4,-4,40.5
1/19/14, Patriots, Broncos,7,-7,0
2/2/14, Seahawks, Broncos,0,0,47
