Date, Vis Team, Home Team, Vis Spread, Home Spread, Over Under
2016-09-29, Dolphins, Bengals, +7.5, -7.5, +46.5
2016-10-02, Colts, Jaguars, -1.0, +1.0, +48.5
2016-10-02, Browns, Redskins, +7.0, -7.0, +47.5
2016-10-02, Titans, Texans, +4.0, -4.0, +40.5
2016-10-02, Raiders, Ravens, +3.5, -3.5, +45.0
2016-10-02, Broncos, Buccaneers, -3.5, +3.5, +43.0
2016-10-02, Rams, Cardinals, +9.5, -9.5, +43.5
2016-10-02, Chiefs, Steelers, +3.0, -3.0, +48.0
2016-10-02, Lions, Bears, -3.5, +3.5, +47.5
2016-10-02, Cowboys, 49ers, -1.0, +1.0, +44.5
2016-10-02, Panthers, Falcons, -3.0, +3.0, +48.5
2016-10-02, Saints, Chargers, +3.5, -3.5, +54.0
2016-10-02, Seahawks, Jets, -1.0, +1.0, +40.0
2016-10-02, Bills, Patriots, +3.5, -3.5, +41.0
2016-10-03, Giants, Vikings, +4.0, -4.0, +42.5
