team,spread,o/u,season_year,week
OAK,7.0,47.5,2011,10
DEN,3.0,42.5,2011,10
JAC,-3.0,37.5,2011,10
BUF,5.0,48.5,2011,10
HOU,-3.5,45.5,2011,10
TEN,3.5,47.0,2011,10
WAS,4.0,38.0,2011,10
NO,1.0,50.0,2011,10
STL,3.0,36.0,2011,10
NYG,4.5,42.5,2011,10
NE,2.5,47.0,2011,10
PIT,-4.0,40.5,2011,10
BAL,-6.5,39.0,2011,10
DET,3.0,42.5,2011,10
ARI,13.5,47.5,2011,10
MIN,12.5,49.5,2011,10
NYJ,-6.0,39.0,2011,11
TEN,6.0,44.0,2011,11
BUF,3.0,43.5,2011,11
CIN,7.0,40.5,2011,11
JAC,2.5,34.5,2011,11
CAR,7.0,47.5,2011,11
DAL,-7.0,42.5,2011,11
ARI,9.5,41.0,2011,11
SEA,3.0,40.5,2011,11
SD,4.5,45.0,2011,11
PHI,5.5,45.0,2011,11
OAK,2.0,46.0,2011,11
TB,14.0,48.0,2011,11
KC,17.0,47.0,2011,11
GB,-5.5,55.0,2011,12
MIA,7.0,44.5,2011,12
SF,3.5,40.0,2011,12
BUF,9.0,42.0,2011,12
CHI,3.0,41.0,2011,12
CLE,7.0,37.5,2011,12
HOU,-6.0,37.5,2011,12
CAR,-3.5,46.5,2011,12
TB,3.0,43.0,2011,12
WAS,3.0,37.5,2011,12
DEN,4.5,42.0,2011,12
MIN,9.5,44.0,2011,12
PIT,-10.5,41.0,2011,12
ARI,2.5,39.5,2011,12
NE,-3.0,50.5,2011,12
NYG,7.5,51.0,2011,12
PHI,-3.0,43.5,2011,13
TEN,1.0,43.0,2011,13
OAK,3.5,43.0,2011,13
BAL,-7.0,38.0,2011,13
NYJ,-2.5,38.5,2011,13
ATL,-1.0,38.0,2011,13
CAR,-1.0,46.5,2011,13
STL,13.5,38.0,2011,13
DAL,-4.5,47.0,2011,13
IND,20.5,48.5,2011,13
KC,7.0,37.0,2011,13
CIN,7.0,42.5,2011,13
DET,9.0,53.5,2011,13
GB,-6.5,53.5,2011,13
DEN,1.0,37.5,2011,13
SD,-3.0,39.5,2011,13
CLE,14.0,40.0,2011,14
IND,16.5,41.5,2011,14
HOU,3.0,38.5,2011,14
OAK,12.5,51.5,2011,14
KC,10.5,36.5,2011,14
NE,-8.0,47.5,2011,14
ATL,-3.0,47.0,2011,14
SF,-4.0,39.5,2011,14
CHI,3.5,35.5,2011,14
NYG,4.5,50.5,2011,14
NO,-3.5,50.0,2011,14
PHI,3.0,45.0,2011,14
BUF,7.0,48.0,2011,14
MIN,10.0,46.5,2011,14
TB,-3.0,40.5,2011,14
STL,9.5,38.0,2011,14
JAC,13.5,42.5,2011,15
DAL,-7.0,47.0,2011,15
GB,-11.5,46.0,2011,15
DET,-2.5,47.5,2011,15
NE,-7.0,47.5,2011,15
NYJ,3.0,44.0,2011,15
CLE,6.0,37.0,2011,15
BAL,-1.0,44.0,2011,15
CAR,5.0,45.0,2011,15
TEN,-6.5,41.5,2011,15
WAS,6.0,45.5,2011,15
NO,-7.0,53.0,2011,15
SEA,3.5,35.0,2011,15
CIN,-7.0,38.5,2011,15
MIA,1.0,42.0,2011,15
PIT,2.5,38.0,2011,15
HOU,-6.5,40.5,2011,16
OAK,2.5,41.5,2011,16
DEN,-2.5,43.0,2011,16
JAC,7.0,40.0,2011,16
ARI,4.5,41.0,2011,16
MIA,9.0,49.5,2011,16
NYG,3.0,46.5,2011,16
MIN,7.0,44.0,2011,16
PHI,-1.5,49.5,2011,16
TB,7.5,47.5,2011,16
CLE,12.5,38.0,2011,16
SD,2.5,52.5,2011,16
SF,-1.0,37.5,2011,16
STL,12.5,34.5,2011,16
CHI,11.0,42.5,2011,16
ATL,6.5,52.0,2011,16
WAS,9.0,45.5,2011,17
TEN,-1.0,39.5,2011,17
BAL,-1.0,37.5,2011,17
IND,3.5,37.0,2011,17
NYJ,3.0,39.5,2011,17
BUF,10.5,49.5,2011,17
SD,3.0,48.5,2011,17
KC,3.0,37.0,2011,17
SEA,3.0,40.5,2011,17
TB,10.0,45.5,2011,17
SF,-10.5,35.0,2011,17
CHI,1.0,41.0,2011,17
DET,-4.5,41.5,2011,17
DAL,3.0,47.5,2011,17
CAR,7.5,54.5,2011,17
PIT,-6.5,33.5,2011,17
GB,-4.5,47.5,2011,1
BAL,-1.0,36.5,2011,1
TB,-1.0,43.0,2011,1
CHI,1.0,40.5,2011,1
KC,-4.0,39.5,2011,1
HOU,-9.0,43.5,2011,1
STL,4.0,44.0,2011,1
CLE,-7.0,36.5,2011,1
JAC,1.0,38.0,2011,1
WAS,1.0,40.5,2011,1
ARI,-7.0,37.5,2011,1
SF,-5.5,38.0,2011,1
SD,-9.0,43.5,2011,1
NYJ,-6.0,41.0,2011,1
MIA,7.0,46.5,2011,1
DEN,-3.0,41.5,2011,1
NO,-5.0,46.5,2011,2
DET,-9.0,45.0,2011,2
WAS,-4.5,44.5,2011,2
TEN,5.0,38.5,2011,2
PIT,-14.0,39.5,2011,2
CAR,10.0,45.0,2011,2
MIN,-1.0,41.0,2011,2
ATL,2.5,49.5,2011,2
IND,1.0,39.0,2011,2
SF,3.0,41.0,2011,2
NYJ,-9.0,38.5,2011,2
BUF,-4.0,41.0,2011,2
MIA,3.0,47.0,2011,2
NE,-6.5,53.5,2011,2
DEN,-3.5,40.5,2011,2
NYG,-7.0,44.0,2011,2
CIN,-1.5,39.0,2011,3
BUF,7.0,54.0,2011,3
NO,-3.5,51.0,2011,3
CLE,1.5,41.5,2011,3
TEN,-7.0,43.5,2011,3
MIN,3.0,44.5,2011,3
CAR,-3.5,43.0,2011,3
SD,-14.5,44.5,2011,3
SEA,3.0,43.0,2011,3
CHI,4.0,45.0,2011,3
IND,10.5,39.0,2011,3
OAK,3.0,41.0,2011,3
TB,-1.5,45.0,2011,3
STL,5.5,41.5,2011,3
PHI,-9.0,46.5,2011,3
DAL,-3.5,44.5,2011,3
CHI,-7.0,42.5,2011,4
CIN,3.0,43.0,2011,4
CLE,-1.0,37.5,2011,4
JAC,9.0,45.0,2011,4
KC,3.0,40.0,2011,4
ARI,1.0,44.5,2011,4
SEA,6.0,39.0,2011,4
GB,-12.5,46.0,2011,4
OAK,6.0,55.0,2011,4
SD,-7.0,44.5,2011,4
BAL,-4.5,43.0,2011,4
HOU,-3.5,46.0,2011,4
DAL,-2.5,46.0,2011,4
STL,3.0,44.0,2011,4
PHI,-10.0,43.5,2011,4
TB,-10.5,40.5,2011,4
MIN,-3.5,45.0,2011,5
BUF,3.0,52.5,2011,5
CAR,6.5,51.0,2011,5
JAC,2.5,36.5,2011,5
NYG,-10.0,43.5,2011,5
DEN,3.5,47.0,2011,5
ATL,6.0,53.0,2011,5
NE,-7.5,50.0,2011,5
HOU,-5.0,48.5,2011,5
IND,-1.0,38.0,2011,5
PIT,-3.5,40.0,2011,5
SF,-2.5,41.0,2011,5
DET,-5.5,47.0,2011,5
PIT,-12.5,40.0,2011,6
WAS,3.0,46.5,2011,6
CIN,-5.0,40.0,2011,6
NYG,-3.0,49.5,2011,6
BAL,-7.0,44.0,2011,6
OAK,-7.0,44.5,2011,6
NE,-7.0,54.5,2011,6
TB,6.0,49.5,2011,6
GB,-14.0,47.0,2011,6
ATL,-3.5,49.5,2011,6
DET,-5.5,45.0,2011,6
CHI,-2.5,41.5,2011,6
NYJ,-7.0,41.5,2011,6
CAR,-2.5,44.5,2011,7
CLE,-3.5,41.0,2011,7
TEN,-3.0,44.0,2011,7
DET,-4.5,47.0,2011,7
OAK,-3.5,42.0,2011,7
ARI,4.0,45.5,2011,7
NO,-14.0,49.0,2011,7
TB,1.0,44.0,2011,7
DAL,-14.0,43.0,2011,7
MIN,10.0,46.5,2011,7
NYJ,1.0,43.5,2011,7
MIA,1.0,41.5,2011,7
JAC,10.0,38.5,2011,7
CAR,-3.5,47.0,2011,8
NYG,-9.5,42.5,2011,8
BUF,-4.0,46.5,2011,8
PIT,3.0,51.5,2011,8
SF,-9.0,38.5,2011,8
PHI,-3.0,48.5,2011,8
TEN,-9.0,43.5,2011,8
SEA,1.5,38.0,2011,8
HOU,-10.0,41.0,2011,8
BAL,-11.0,43.0,2011,8
STL,13.5,48.5,2011,8
DEN,3.0,43.0,2011,8
KC,3.5,44.5,2011,8
IND,6.5,44.5,2011,9
NO,-9.0,50.5,2011,9
HOU,-10.5,41.5,2011,9
BUF,-2.5,45.0,2011,9
WAS,4.5,37.5,2011,9
TEN,-3.0,41.5,2011,9
NE,-9.5,51.5,2011,9
PIT,-3.5,42.0,2011,9
DAL,-11.0,45.5,2011,9
OAK,-7.0,41.5,2011,9
KC,-5.0,40.5,2011,9
SD,5.5,50.0,2011,9
ARI,-1.0,41.5,2011,9
PHI,-8.0,47.0,2011,9
SD,-7.0,47.5,2011,10
KC,-3.0,42.5,2011,10
IND,3.0,37.5,2011,10
DAL,-5.0,48.5,2011,10
TB,3.5,45.5,2011,10
CAR,-3.5,47.0,2011,10
MIA,-4.0,38.0,2011,10
ATL,-1.0,50.0,2011,10
CLE,-3.0,36.0,2011,10
SF,-4.5,42.5,2011,10
NYJ,-2.5,47.0,2011,10
CIN,4.0,40.5,2011,10
SEA,6.5,39.0,2011,10
CHI,-3.0,42.5,2011,10
PHI,-13.5,47.5,2011,10
GB,-12.5,49.5,2011,10
DEN,6.0,39.0,2011,11
ATL,-6.0,44.0,2011,11
MIA,-3.0,43.5,2011,11
BAL,-7.0,40.5,2011,11
CLE,-2.5,34.5,2011,11
DET,-7.0,47.5,2011,11
WAS,7.0,42.5,2011,11
SF,-9.5,41.0,2011,11
STL,-3.0,40.5,2011,11
CHI,-4.5,45.0,2011,11
NYG,-5.5,45.0,2011,11
MIN,-2.0,46.0,2011,11
GB,-14.0,48.0,2011,11
NE,-17.0,47.0,2011,11
DET,5.5,55.0,2011,12
DAL,-7.0,44.5,2011,12
BAL,-3.5,40.0,2011,12
NYJ,-9.0,42.0,2011,12
OAK,-3.0,41.0,2011,12
CIN,-7.0,37.5,2011,12
JAC,6.0,37.5,2011,12
IND,3.5,46.5,2011,12
TEN,-3.0,43.0,2011,12
SEA,-3.0,37.5,2011,12
SD,-4.5,42.0,2011,12
ATL,-9.5,44.0,2011,12
KC,10.5,41.0,2011,12
STL,-2.5,39.5,2011,12
PHI,3.0,50.5,2011,12
NO,-7.5,51.0,2011,12
SEA,3.0,43.5,2011,13
BUF,-1.0,43.0,2011,13
MIA,-3.5,43.0,2011,13
CLE,7.0,38.0,2011,13
WAS,2.5,38.5,2011,13
HOU,1.0,38.0,2011,13
TB,1.0,46.5,2011,13
SF,-13.5,38.0,2011,13
ARI,4.5,47.0,2011,13
NE,-20.5,48.5,2011,13
CHI,-7.0,37.0,2011,13
PIT,-7.0,42.5,2011,13
NO,-9.0,53.5,2011,13
NYG,6.5,53.5,2011,13
MIN,-1.0,37.5,2011,13
JAC,3.0,39.5,2011,13
PIT,-14.0,40.0,2011,14
BAL,-16.5,41.5,2011,14
CIN,-3.0,38.5,2011,14
GB,-12.5,51.5,2011,14
NYJ,-10.5,36.5,2011,14
WAS,8.0,47.5,2011,14
CAR,3.0,47.0,2011,14
ARI,4.0,39.5,2011,14
DEN,-3.5,35.5,2011,14
DAL,-4.5,50.5,2011,14
TEN,3.5,50.0,2011,14
MIA,-3.0,45.0,2011,14
SD,-7.0,48.0,2011,14
DET,-10.0,46.5,2011,14
JAC,3.0,40.5,2011,14
SEA,-9.5,38.0,2011,14
ATL,-13.5,42.5,2011,15
TB,7.0,47.0,2011,15
KC,11.5,46.0,2011,15
OAK,2.5,47.5,2011,15
DEN,7.0,47.5,2011,15
PHI,-3.0,44.0,2011,15
ARI,-6.0,37.0,2011,15
SD,1.0,44.0,2011,15
HOU,-5.0,45.0,2011,15
IND,6.5,41.5,2011,15
NYG,-6.0,45.5,2011,15
MIN,7.0,53.0,2011,15
CHI,-3.5,35.0,2011,15
STL,7.0,38.5,2011,15
BUF,-1.0,42.0,2011,15
SF,-2.5,38.0,2011,15
IND,6.5,40.5,2011,16
KC,-2.5,41.5,2011,16
BUF,2.5,43.0,2011,16
TEN,-7.0,40.0,2011,16
CIN,-4.5,41.0,2011,16
NE,-9.0,49.5,2011,16
NYJ,-3.0,46.5,2011,16
WAS,-7.0,44.0,2011,16
DAL,1.5,49.5,2011,16
CAR,-7.5,47.5,2011,16
BAL,-12.5,38.0,2011,16
DET,-2.5,52.5,2011,16
SEA,1.0,37.5,2011,16
PIT,-12.5,34.5,2011,16
GB,-11.0,42.5,2011,16
NO,-6.5,52.0,2011,16
PHI,-9.0,45.5,2011,17
HOU,1.0,39.5,2011,17
CIN,1.0,37.5,2011,17
JAC,-3.5,37.0,2011,17
MIA,-3.0,39.5,2011,17
NE,-10.5,49.5,2011,17
OAK,-3.0,48.5,2011,17
DEN,-3.0,37.0,2011,17
ARI,-3.0,40.5,2011,17
ATL,-10.0,45.5,2011,17
STL,10.5,35.0,2011,17
MIN,-1.0,41.0,2011,17
GB,4.5,41.5,2011,17
NYG,-3.0,47.5,2011,17
NO,-7.5,54.5,2011,17
CLE,6.5,33.5,2011,17
