Date, Vis Team, Home Team, Vis Spread, Home Spread, Over Under
2016-11-03, Falcons, Buccaneers, -4.5, +4.5, +49.5
2016-11-06, Jets, Dolphins, +4.0, -4.0, +44.5
2016-11-06, Steelers, Ravens, -3.0, +3.0, +46.0
2016-11-06, Saints, 49ers, -4.5, +4.5, +53.5
2016-11-06, Panthers, Rams, -3.0, +3.0, +44.0
2016-11-06, Colts, Packers, +7.0, -7.0, +52.5
2016-11-06, Titans, Chargers, +3.5, -3.5, +47.0
2016-11-06, Broncos, Raiders, +1.0, -1.0, +44.5
2016-11-06, Eagles, Giants, +3.0, -3.0, +43.0
2016-11-06, Cowboys, Browns, -7.0, +7.0, +49.0
2016-11-06, Lions, Vikings, +6.0, -6.0, +42.5
2016-11-06, Jaguars, Chiefs, +7.0, -7.0, +43.0
2016-11-07, Bills, Seahawks, +6.0, -6.0, +43.0
