Date, Vis Team, Home Team, Vis Spread, Home Spread, Over Under
12/24/11, Browns, Ravens,12.5,-12.5,38
12/24/11, Chargers, Lions,2.5,-2.5,52.5
12/24/11, 49ers, Seahawks,-1,1,37.5
12/24/11, Rams, Steelers,12.5,-12.5,34.5
12/25/11, Bears, Packers,11,-11,42.5
12/26/11, Falcons, Saints,6.5,-6.5,52
1/1/12, Redskins, Eagles,9,-9,45.5
1/1/12, Titans, Texans,-1,1,39.5
1/1/12, Ravens, Bengals,-1,1,37.5
1/1/12, Colts, Jaguars,3.5,-3.5,37
1/1/12, Jets, Dolphins,3,-3,39.5
1/1/12, Bills, Patriots,10.5,-10.5,49.5
1/1/12, Chargers, Raiders,3,-3,48.5
1/1/12, Chiefs, Broncos,3,-3,37
1/1/12, Seahawks, Cardinals,3,-3,40.5
1/1/12, Buccaneers, Falcons,10,-10,45.5
1/1/12, 49ers, Rams,-10.5,10.5,35
1/1/12, Bears, Vikings,1,-1,41
1/1/12, Lions, Packers,-4.5,4.5,41.5
1/1/12, Cowboys, Giants,3,-3,47.5
1/1/12, Panthers, Saints,7.5,-7.5,54.5
1/1/12, Steelers, Browns,-6.5,6.5,33.5
1/7/12, Bengals, Texans,3.5,-3.5,38.5
1/7/12, Lions, Saints,10.5,-10.5,59
1/8/12, Steelers, Broncos,-9,9,33.5
1/8/12, Falcons, Giants,3,-3,47.5
1/14/12, Saints, 49ers,-3.5,3.5,47
1/14/12, Broncos, Patriots,13.5,-13.5,50.5
1/15/12, Texans, Ravens,9,-9,36.5
1/15/12, Giants, Packers,9,-9,52.5
1/22/12, 49ers, Packers,9,-9,0
1/22/12, Giants, 49ers,2.5,-2.5,42
1/22/12, Ravens, Patriots,7,-7,50.5
1/22/12, Texans, Patriots,11,-11,0
2/5/12, Giants, Patriots,3,-3,53.5
