Date, Vis Team, Home Team, Vis Spread, Home Spread, Over Under
2016-11-10, Browns, Ravens, +9.0, -9.0, +44.0
2016-11-13, Texans, Jaguars, +2.5, -2.5, +42.5
2016-11-13, Falcons, Eagles, +1.0, -1.0, +49.0
2016-11-13, Vikings, Redskins, +2.0, -2.0, +42.5
2016-11-13, Packers, Titans, -3.0, +3.0, +49.0
2016-11-13, Dolphins, Chargers, +4.5, -4.5, +48.5
2016-11-13, 49ers, Cardinals, +13.5, -13.5, +47.0
2016-11-13, Cowboys, Steelers, +3.0, -3.0, +50.5
2016-11-13, Chiefs, Panthers, +3.0, -3.0, +44.0
2016-11-13, Broncos, Saints, +3.0, -3.0, +49.5
2016-11-13, Rams, Jets, -1.0, +1.0, +39.0
2016-11-13, Seahawks, Patriots, +7.5, -7.5, +49.0
2016-11-13, Bears, Buccaneers, -2.5, +2.5, +45.0
2016-11-14, Bengals, Giants, -1.0, +1.0, +48.5
