team,spread,o/u,season_year,week
SF,-7.0,46.5,2012,2
ATL,-3.0,52.0,2012,2
CAR,-2.5,49.5,2012,3
CHI,-7.5,43.0,2012,3
DAL,-8.0,45.5,2012,3
MIN,6.5,42.5,2012,3
TEN,3.5,47.5,2012,3
WAS,-3.0,49.5,2012,3
MIA,1.0,41.0,2012,3
NO,-9.0,52.5,2012,3
CLE,3.0,44.5,2012,3
ARI,3.0,42.0,2012,3
SD,-3.0,47.5,2012,3
DEN,1.5,44.5,2012,3
OAK,4.0,45.5,2012,3
BAL,-2.5,49.5,2012,3
IND,-3.0,43.0,2012,3
SEA,3.0,45.0,2012,3
BAL,-11.5,43.5,2012,4
ATL,-7.0,48.5,2012,4
NYJ,4.0,41.0,2012,4
KC,1.0,44.5,2012,4
STL,3.0,39.0,2012,4
ARI,-4.5,40.5,2012,4
DEN,-7.0,49.0,2012,4
JAC,1.0,44.5,2012,4
GB,-7.0,53.5,2012,4
TB,-2.5,47.5,2012,4
PHI,-2.0,47.5,2012,4
BUF,4.0,49.5,2012,4
HOU,-11.0,44.5,2012,4
DET,-4.0,49.0,2012,4
DAL,-3.0,41.5,2012,4
STL,1.5,39.5,2012,5
WAS,3.0,50.5,2012,5
PIT,-3.5,43.5,2012,5
IND,7.0,48.0,2012,5
NYG,-7.5,43.5,2012,5
MIN,-5.5,44.0,2012,5
CIN,-3.0,45.5,2012,5
KC,6.5,46.0,2012,5
CAR,-3.0,42.5,2012,5
JAC,5.5,40.5,2012,5
NE,-6.5,52.0,2012,5
SF,-10.0,45.5,2012,5
NO,-3.5,52.5,2012,5
NYJ,8.0,41.0,2012,5
TEN,6.0,43.5,2012,6
CLE,2.5,43.0,2012,6
ATL,-9.5,48.5,2012,6
BAL,-3.5,44.5,2012,6
PHI,-3.5,48.0,2012,6
MIA,-4.5,37.5,2012,6
SEA,3.5,44.0,2012,6
ARI,-4.0,44.0,2012,6
SF,-6.5,46.0,2012,6
HOU,-3.5,47.5,2012,6
TB,-4.0,40.5,2012,6
NYJ,-3.5,44.0,2012,6
WAS,1.0,0.0,2012,6
SD,-1.0,49.0,2012,6
SF,-7.0,37.5,2012,7
BUF,-3.5,46.5,2012,7
MIN,-7.0,40.5,2012,7
IND,-1.0,45.5,2012,7
HOU,-7.0,48.0,2012,7
STL,4.5,45.5,2012,7
CAR,1.0,45.5,2012,7
NYG,-6.5,51.0,2012,7
TB,1.0,49.5,2012,7
NE,-10.5,47.0,2012,7
OAK,-6.0,43.5,2012,7
CIN,1.0,45.5,2012,7
CHI,-6.0,47.0,2012,7
MIN,-6.5,42.5,2012,8
STL,7.0,46.5,2012,8
TEN,-3.5,47.0,2012,8
CLE,3.0,41.0,2012,8
PHI,-1.0,42.5,2012,8
DET,-1.0,43.0,2012,8
NYJ,-1.5,39.0,2012,8
CHI,-9.0,42.5,2012,8
DAL,2.5,48.0,2012,8
DEN,-6.0,54.5,2012,8
PIT,-4.0,44.5,2012,8
KC,-1.5,41.5,2012,8
GB,-14.0,46.0,2012,8
ARI,7.0,38.5,2012,8
SD,-9.0,42.5,2012,9
CIN,4.0,48.0,2012,9
GB,-10.0,43.5,2012,9
IND,1.0,43.0,2012,9
CLE,3.5,42.5,2012,9
HOU,-10.5,48.0,2012,9
WAS,-3.0,48.0,2012,9
JAC,5.5,44.5,2012,9
TEN,3.5,43.5,2012,9
SEA,-4.0,39.0,2012,9
OAK,-1.0,47.0,2012,9
NYG,-3.5,47.5,2012,9
ATL,-3.5,47.5,2012,9
NO,-3.0,52.0,2012,9
JAC,3.0,42.5,2012,10
NE,-13.0,53.0,2012,10
CIN,4.0,48.5,2012,10
TB,-3.0,47.0,2012,10
CAR,3.5,47.0,2012,10
MIA,-6.0,44.0,2012,10
BAL,-9.0,47.5,2012,10
NO,1.0,53.0,2012,10
MIN,3.0,46.5,2012,10
SEA,-6.0,39.0,2012,10
PHI,1.0,44.5,2012,10
SF,-12.5,38.5,2012,10
CHI,-1.0,40.0,2012,10
PIT,-11.5,41.0,2012,10
BUF,-1.0,45.0,2012,11
DET,3.0,52.5,2012,11
ATL,-9.5,44.0,2012,11
CAR,1.0,48.0,2012,11
DAL,-7.5,43.5,2012,11
STL,-3.5,39.0,2012,11
NE,-10.0,54.0,2012,11
HOU,-15.5,40.5,2012,11
KC,3.5,43.0,2012,11
OAK,4.5,55.0,2012,11
DEN,-9.0,48.0,2012,11
PIT,3.5,40.0,2012,11
WAS,-3.5,44.0,2012,11
SF,-5.0,35.5,2012,11
DET,3.0,50.0,2012,12
DAL,-3.5,48.0,2012,12
NYJ,7.0,48.5,2012,12
CIN,-9.5,51.0,2012,12
IND,-3.0,51.0,2012,12
KC,10.0,43.0,2012,12
JAC,3.5,45.0,2012,12
TB,1.0,51.0,2012,12
MIA,2.5,37.5,2012,12
SD,1.0,47.5,2012,12
ARI,-1.0,37.0,2012,12
NYG,-3.0,51.0,2012,12
NO,1.0,49.0,2012,12
CLE,1.0,34.0,2012,12
CHI,-7.0,38.5,2012,12
PHI,3.0,40.5,2012,12
ATL,-3.5,55.5,2012,13
CHI,-3.5,37.5,2012,13
GB,-7.5,47.0,2012,13
STL,7.5,40.5,2012,13
NYJ,-6.0,36.5,2012,13
KC,4.0,39.0,2012,13
DET,-6.0,50.5,2012,13
BUF,-6.0,42.5,2012,13
MIA,7.5,51.0,2012,13
TEN,6.5,47.5,2012,13
DEN,-9.0,50.5,2012,13
SD,1.0,46.5,2012,13
DAL,-10.5,43.0,2012,13
BAL,-7.5,36.0,2012,13
OAK,2.5,37.5,2012,13
WAS,3.0,51.0,2012,13
OAK,10.0,48.0,2012,14
WAS,-1.0,47.5,2012,14
CLE,-7.0,38.0,2012,14
IND,-5.0,46.5,2012,14
JAC,3.0,38.5,2012,14
MIN,3.0,39.5,2012,14
CAR,3.5,47.5,2012,14
BUF,-3.0,42.5,2012,14
CIN,-3.5,46.0,2012,14
SF,-10.5,38.5,2012,14
NYG,-5.0,53.0,2012,14
SEA,-9.5,35.5,2012,14
GB,-6.5,48.5,2012,14
TB,-9.0,48.0,2012,14
PIT,-9.0,39.5,2012,14
NE,-3.5,51.0,2012,14
PHI,4.5,44.5,2012,15
ATL,-1.0,49.5,2012,15
NO,-4.0,54.0,2012,15
STL,-2.5,39.0,2012,15
MIA,-9.0,38.0,2012,15
HOU,-10.0,48.0,2012,15
SD,-3.0,45.0,2012,15
BUF,5.0,43.5,2012,15
ARI,6.5,43.5,2012,15
DAL,1.0,45.0,2012,15
OAK,-3.5,43.5,2012,15
NE,-4.5,47.0,2012,15
BAL,3.0,48.0,2012,15
CHI,1.0,43.5,2012,15
CLE,-3.0,40.0,2012,15
TEN,-1.0,41.5,2012,15
DET,4.0,50.5,2012,16
GB,-12.5,45.0,2012,16
CAR,-9.0,46.5,2012,16
MIA,-4.5,41.5,2012,16
PIT,-3.5,41.5,2012,16
JAC,14.0,51.0,2012,16
KC,6.0,41.5,2012,16
DAL,-1.0,53.0,2012,16
TB,-3.0,44.0,2012,16
BAL,1.0,47.5,2012,16
HOU,-9.0,45.0,2012,16
DEN,-11.5,44.0,2012,16
ARI,6.0,37.0,2012,16
SEA,-1.0,39.0,2012,16
NYJ,-2.5,37.5,2012,16
PHI,6.0,45.5,2012,16
BUF,-3.5,39.5,2012,17
NE,-10.5,47.0,2012,17
CIN,-2.5,0.0,2012,17
TEN,-999.0,42.0,2012,17
NYG,-7.0,45.5,2012,17
WAS,-3.5,49.0,2012,17
DET,3.0,44.5,2012,17
MIN,3.0,45.5,2012,17
NO,-5.0,54.0,2012,17
DEN,-16.5,41.5,2012,17
IND,7.0,47.0,2012,17
SF,-16.5,38.0,2012,17
SEA,-11.5,42.0,2012,17
ATL,-3.5,45.5,2012,17
SD,-999.0,40.5,2012,17
PIT,-9.5,35.0,2012,17
