Date, Vis Team, Home Team, Vis Spread, Home Spread, Over Under
12/8/16, Raiders, Chiefs,3.5,-3.5,46
12/11/16, Bengals, Browns,-4.5,4.5,41.5
12/11/16, Steelers, Bills,-1.5,1.5,45
12/11/16, Cardinals, Dolphins,-2,2,44
12/11/16, Bears, Lions,7,-7,41.5
12/11/16, Vikings, Jaguars,-3,3,38.5
12/11/16, Saints, Buccaneers,2.5,-2.5,51
12/11/16, Redskins, Eagles,-2,2,48
12/11/16, Falcons, Rams,-4.5,4.5,44
12/11/16, Cowboys, Giants,-3.5,3.5,46.5
12/11/16, Chargers, Panthers,1.5,-1.5,49
12/11/16, Seahawks, Packers,-3,3,46
12/11/16, Texans, Colts,6.5,-6.5,47
12/11/16, Jets, 49ers,3,-3,43.5
12/11/16, Broncos, Titans,1,-1,43.5
12/12/16, Ravens, Patriots,6,-6,45
