Week;Year;GID;Name;Pos;Team;h/a;Oppt;DK points;DK salary
8;2015;1151;Brees, Drew;QB;nor;h;nyg;49.3;6700
8;2015;1225;Manning, Eli;QB;nyg;a;nor;41;6600
8;2015;1207;Palmer, Carson;QB;ari;a;cle;33.56;7000
8;2015;1131;Brady, Tom;QB;nwe;h;mia;33.34;8300
8;2015;1441;Carr, Derek;QB;oak;h;nyj;32.12;5300
8;2015;1254;Smith, Alex;QB;kan;h;det;27.6;5000
8;2015;1231;Rivers, Philip;QB;sdg;a;bal;27.04;6600
8;2015;1302;Flacco, Joe;QB;bal;h;sdg;25.96;5500
8;2015;1301;Ryan, Matt;QB;atl;h;tam;25.08;7100
8;2015;1426;Smith, Geno;QB;nyj;a;oak;21;5000
8;2015;1175;McCown, Josh;QB;cle;h;ari;20.24;5000
8;2015;1378;Newton, Cam;QB;car;h;ind;20.02;6800
8;2015;1263;Cutler, Jay;QB;chi;h;min;19.54;5200
8;2015;1465;Winston, Jameis;QB;tam;a;atl;19.48;5200
8;2015;1409;Luck, Andrew;QB;ind;a;car;17.74;7400
8;2015;1336;Hoyer, Brian;QB;hou;h;ten;17.3;5300
8;2015;1081;Manning, Peyton;QB;den;h;gnb;15.6;6400
8;2015;1412;Wilson, Russell;QB;sea;a;dal;14.6;6300
8;2015;1413;Foles, Nick;QB;stl;h;sfo;13.34;5100
8;2015;1410;Tannehill, Ryan;QB;mia;a;nwe;12.9;5600
8;2015;1439;Bridgewater, Teddy;QB;min;a;chi;12.58;5100
8;2015;1403;Dalton, Andy;QB;cin;a;pit;11.64;6000
8;2015;1232;Roethlisberger, Ben;QB;pit;h;cin;11.48;6700
8;2015;1340;Stafford, Matthew;QB;det;a;kan;11.18;5800
8;2015;1404;Kaepernick, Colin;QB;sfo;a;stl;9.28;5000
8;2015;1241;Cassel, Matt;QB;dal;h;sea;8.18;5000
8;2015;1252;Rodgers, Aaron;QB;gnb;a;den;6.18;7500
8;2015;1440;Mettenberger, Zach;QB;ten;a;hou;4.84;5100
8;2015;1242;Fitzpatrick, Ryan;QB;nyj;a;oak;3.04;5200
8;2015;1438;Manziel, Johnny;QB;cle;h;ari;0.58;5000
8;2015;1249;Orlovsky, Dan;QB;det;a;kan;0.4;5000
8;2015;1334;Daniel, Chase;QB;kan;h;det;0.16;5000
