Week;Year;GID;Name;Pos;Team;h/a;Oppt;DK points;DK salary
6;2016;1151;Brees, Drew;QB;nor;h;car;36.6;7900
6;2016;1435;Keenum, Case;QB;lar;a;det;33.54;5000
6;2016;1378;Newton, Cam;QB;car;a;nor;30.98;8100
6;2016;1131;Brady, Tom;QB;nwe;h;cin;30.24;7700
6;2016;1225;Manning, Eli;QB;nyg;h;bal;29.12;5900
6;2016;1466;Mariota, Marcus;QB;ten;h;cle;28.76;6100
6;2016;1340;Stafford, Matthew;QB;det;h;lar;28.2;6200
6;2016;1301;Ryan, Matt;QB;atl;a;sea;26.6;6700
6;2016;1492;Kessler, Cody;QB;cle;a;ten;24.74;5000
6;2016;1409;Luck, Andrew;QB;ind;a;hou;24.38;7100
6;2016;1403;Dalton, Andy;QB;cin;a;nwe;21.86;5500
6;2016;1400;Taylor, Tyrod;QB;buf;h;sfo;20.96;5300
6;2016;1501;Prescott, Dak;QB;dal;a;gnb;20.48;5900
6;2016;1415;Cousins, Kirk;QB;was;h;phi;18.32;5600
6;2016;1404;Kaepernick, Colin;QB;sfo;a;buf;18.08;5000
6;2016;1414;Osweiler, Brock;QB;hou;h;ind;17.36;5400
6;2016;1302;Flacco, Joe;QB;bal;a;nyg;15.28;5800
6;2016;1336;Hoyer, Brian;QB;chi;h;jac;15.08;5800
6;2016;1252;Rodgers, Aaron;QB;gnb;h;dal;14.46;7300
6;2016;1488;Siemian, Trevor;QB;den;a;sdg;13.3;5200
6;2016;1442;Bortles, Blake;QB;jac;a;chi;12.94;6300
6;2016;1207;Palmer, Carson;QB;ari;h;nyj;12.42;6000
6;2016;1441;Carr, Derek;QB;oak;h;kan;11.8;6500
6;2016;1232;Roethlisberger, Ben;QB;pit;a;mia;11.56;7500
6;2016;1412;Wilson, Russell;QB;sea;h;atl;11.5;6900
6;2016;1231;Rivers, Philip;QB;sdg;h;den;11.12;5900
6;2016;1410;Tannehill, Ryan;QB;mia;h;pit;10.38;5400
6;2016;1254;Smith, Alex;QB;kan;a;oak;8.86;5700
6;2016;1514;Wentz, Carson;QB;phi;a;was;7.36;6000
6;2016;1242;Fitzpatrick, Ryan;QB;nyj;a;ari;6.16;5200
6;2016;1421;Manuel, E.J.;QB;buf;h;sfo;1.1;5000
6;2016;1426;Smith, Geno;QB;nyj;a;ari;0.44;5000
6;2016;1290;Stanton, Drew;QB;ari;h;nyj;0.38;5000
6;2016;1467;McCarron, A.J.;QB;cin;a;nwe;0;5000
6;2016;5071;Webb, Joe;QB;car;a;nor;0;5000
6;2016;1262;Clemens, Kellen;QB;sdg;h;den;0;5000
6;2016;1430;Jones, Landry;QB;pit;a;mia;-0.1;5000
6;2016;5395;Johnson, David;RB;ari;h;nyj;37.8;8000
6;2016;2707;McCoy, LeSean;RB;buf;h;sfo;37.2;6900
6;2016;2998;Ajayi, Jay;RB;mia;h;pit;36.7;3500
6;2016;2859;Miller, Lamar;RB;hou;h;ind;35.8;6600
