Week;Year;GID;Name;Pos;Team;h/a;Oppt;DK points;DK salary
16;2014;1412;Wilson, Russell;QB;sea;a;ari;39.36;7100
16;2014;1410;Tannehill, Ryan;QB;mia;h;min;33.94;6800
16;2014;1404;Kaepernick, Colin;QB;sfo;h;sdg;31.66;5400
16;2014;1225;Manning, Eli;QB;nyg;a;stl;30.34;6400
16;2014;1231;Rivers, Philip;QB;sdg;a;sfo;30.24;6100
16;2014;1233;Romo, Tony;QB;dal;h;ind;27.52;7300
16;2014;1250;Orton, Kyle;QB;buf;a;oak;26.16;5200
16;2014;1339;Sanchez, Mark;QB;phi;a;was;26.16;6200
16;2014;1378;Newton, Cam;QB;car;h;cle;23.34;7200
16;2014;1301;Ryan, Matt;QB;atl;a;nor;20.58;7400
16;2014;1081;Manning, Peyton;QB;den;a;cin;19.44;8400
16;2014;1252;Rodgers, Aaron;QB;gnb;a;tam;18.72;9000
16;2014;1439;Bridgewater, Teddy;QB;min;a;mia;18.66;5800
16;2014;1213;Hill, Shaun;QB;stl;h;nyg;18.6;5300
16;2014;1151;Brees, Drew;QB;nor;h;atl;17.32;8300
16;2014;1254;Smith, Alex;QB;kan;a;pit;16.84;5600
16;2014;1272;Whitehurst, Charlie;QB;ten;a;jac;16.68;5300
16;2014;1441;Carr, Derek;QB;oak;h;buf;16.56;5200
16;2014;1403;Dalton, Andy;QB;cin;h;den;15.34;5900
16;2014;1350;Clausen, Jimmy;QB;chi;h;det;15.14;5000
16;2014;1442;Bortles, Blake;QB;jac;h;ten;13.6;5000
16;2014;1302;Flacco, Joe;QB;bal;a;hou;13.3;6600
16;2014;1232;Roethlisberger, Ben;QB;pit;h;kan;12.4;7400
16;2014;1426;Smith, Geno;QB;nyj;h;nwe;12.3;5000
16;2014;1131;Brady, Tom;QB;nwe;a;nyj;11.28;8000
16;2014;1336;Hoyer, Brian;QB;cle;a;car;10.26;5000
16;2014;1408;Griffin III, Robert;QB;was;h;phi;8.9;6100
16;2014;1435;Keenum, Case;QB;hou;h;bal;8.3;5200
16;2014;1060;Hasselbeck, Matt;QB;ind;a;dal;8.04;5000
16;2014;1340;Stafford, Matthew;QB;det;a;chi;7.92;7000
16;2014;1416;Lindley, Ryan;QB;ari;h;sea;7.64;5000
16;2014;1411;Weeden, Brandon;QB;dal;h;ind;5.72;5000
16;2014;1175;McCown, Josh;QB;tam;h;gnb;4.88;5500
16;2014;1409;Luck, Andrew;QB;ind;a;dal;2.36;8900
16;2014;1438;Manziel, Johnny;QB;cle;a;car;1.58;5500
16;2014;1463;Thomas, Logan;QB;ari;h;sea;0;5000
16;2014;1260;Jackson, Tarvaris;QB;sea;a;ari;0;5000
16;2014;1234;Schaub, Matt;QB;oak;h;buf;0;5000
16;2014;1227;McCown, Luke;QB;nor;h;atl;0;5000
16;2014;5071;Webb, Joe;QB;car;h;cle;0;5000
16;2014;1307;Flynn, Matt;QB;gnb;a;tam;-0.3;5000
16;2014;2924;Anderson, C.J.;RB;den;a;cin;27.8;6900
16;2014;2552;Lynch, Marshawn;RB;sea;a;ari;26.3;7000
16;2014;2859;Miller, Lamar;RB;mia;h;min;26;4400
16;2014;2467;Gore, Frank;RB;sfo;h;sdg;24.8;3600
16;2014;2873;Asiata, Matt;RB;min;a;mia;24.7;4500
16;2014;2612;Stewart, Jonathan;RB;car;h;cle;23.9;5200
16;2014;2928;Hill, Jeremy;RB;cin;h;den;22.7;5600
16;2014;2495;Bush, Reggie;RB;det;a;chi;21.8;3600
16;2014;2613;Forte, Matt;RB;chi;h;det;21.5;8700
16;2014;2707;McCoy, LeSean;RB;phi;a;was;20.6;6300
16;2014;2507;Washington, Leon;RB;ten;a;jac;20.3;3000
16;2014;2520;Jackson, Fred;RB;buf;a;oak;19.3;5500
16;2014;2889;Bernard, Giovani;RB;cin;h;den;19.1;4500
16;2014;2957;Williams, Damien;RB;mia;h;min;18.8;3000
16;2014;2896;Lacy, Eddie;RB;gnb;a;tam;17.4;7300
16;2014;2930;Freeman, Devonta;RB;atl;a;nor;17.4;3000
16;2014;2696;Foster, Arian;RB;hou;h;bal;17.1;8600
16;2014;2719;Bell, Joique;RB;det;a;chi;16.7;6000
16;2014;2840;Todman, Jordan;RB;jac;h;ten;15.6;3000
