Week;Year;GID;Name;Pos;Team;h/a;Oppt;DK points;DK salary
13;2014;1242;Fitzpatrick, Ryan;QB;hou;h;ten;42.32;5400
13;2014;1409;Luck, Andrew;QB;ind;h;was;37.8;9700
13;2014;1231;Rivers, Philip;QB;sdg;a;bal;31.22;6000
13;2014;1232;Roethlisberger, Ben;QB;pit;h;nor;31.2;7600
13;2014;1361;McCoy, Colt;QB;was;a;ind;30.88;5000
13;2014;1151;Brees, Drew;QB;nor;a;pit;30.28;8500
13;2014;1252;Rodgers, Aaron;QB;gnb;h;nwe;27.92;9400
13;2014;1340;Stafford, Matthew;QB;det;h;chi;25.6;7200
13;2014;1301;Ryan, Matt;QB;atl;h;ari;24.84;5900
13;2014;1302;Flacco, Joe;QB;bal;h;sdg;23.3;6700
13;2014;1339;Sanchez, Mark;QB;phi;a;dal;21.48;6800
13;2014;1213;Hill, Shaun;QB;stl;h;oak;21.42;5000
13;2014;1442;Bortles, Blake;QB;jac;h;nyg;18.56;5300
13;2014;1131;Brady, Tom;QB;nwe;a;gnb;17.7;8400
13;2014;1263;Cutler, Jay;QB;chi;a;det;17.1;6900
13;2014;1412;Wilson, Russell;QB;sea;a;sfo;16.94;7600
13;2014;1378;Newton, Cam;QB;car;a;min;15.66;7100
13;2014;1403;Dalton, Andy;QB;cin;a;tam;14.74;6100
13;2014;1439;Bridgewater, Teddy;QB;min;h;car;14.72;5400
13;2014;1290;Stanton, Drew;QB;ari;a;atl;14.46;5000
13;2014;1254;Smith, Alex;QB;kan;h;den;13.72;6200
13;2014;1081;Manning, Peyton;QB;den;a;kan;13.56;9500
13;2014;1225;Manning, Eli;QB;nyg;a;jac;11.88;7000
13;2014;1440;Mettenberger, Zach;QB;ten;a;hou;11.16;5800
13;2014;1438;Manziel, Johnny;QB;cle;a;buf;9.82;5000
13;2014;1410;Tannehill, Ryan;QB;mia;a;nyj;9.7;6900
13;2014;1250;Orton, Kyle;QB;buf;h;cle;9.6;5700
13;2014;1175;McCown, Josh;QB;tam;h;cin;6.6;6500
13;2014;1233;Romo, Tony;QB;dal;h;phi;5.86;7600
13;2014;1336;Hoyer, Brian;QB;cle;a;buf;5.68;5500
13;2014;1441;Carr, Derek;QB;oak;a;stl;5.02;5000
13;2014;1382;Locker, Jake;QB;ten;a;hou;4.64;5000
13;2014;1404;Kaepernick, Colin;QB;sfo;h;sea;4.54;6500
13;2014;1426;Smith, Geno;QB;nyj;h;mia;3.5;5000
13;2014;1234;Schaub, Matt;QB;oak;a;stl;0.28;5000
13;2014;1445;Davis, Austin;QB;stl;h;oak;0;5000
13;2014;1227;McCown, Luke;QB;nor;a;pit;0;5000
13;2014;1443;Savage, Tom;QB;hou;h;ten;-0.2;5000
13;2014;2888;Bell, Le'Veon;RB;pit;h;nor;42.4;8700
13;2014;2932;Mason, Tre;RB;stl;h;oak;40.4;4600
13;2014;2924;Anderson, C.J.;RB;den;a;kan;29.5;6900
13;2014;2719;Bell, Joique;RB;det;h;chi;24.7;4700
13;2014;2658;Jennings, Rashad;RB;nyg;a;jac;24.4;6700
13;2014;2707;McCoy, LeSean;RB;phi;a;dal;23.9;7400
13;2014;2831;Murray, DeMarco;RB;dal;h;phi;23.3;8400
13;2014;2696;Foster, Arian;RB;hou;h;ten;21.5;8800
13;2014;2642;Forsett, Justin;RB;bal;h;sdg;17.3;6300
13;2014;2793;Ingram, Mark;RB;nor;a;pit;17.1;6800
13;2014;2855;Herron, Dan;RB;ind;h;was;16.6;0
13;2014;2813;Helu, Roy;RB;was;a;ind;16.6;3400
13;2014;2629;Charles, Jamaal;RB;kan;h;den;15.9;8600
13;2014;2552;Lynch, Marshawn;RB;sea;a;sfo;15.1;6400
