Week;Year;GID;Name;Pos;Team;h/a;Oppt;DK points;DK salary
11;2015;1378;Newton, Cam;QB;car;h;was;31.44;6900
11;2015;1465;Winston, Jameis;QB;tam;a;phi;29.84;5000
11;2015;1207;Palmer, Carson;QB;ari;h;cin;29.58;6700
11;2015;1403;Dalton, Andy;QB;cin;a;ari;26;6600
11;2015;1412;Wilson, Russell;QB;sea;h;sfo;25.4;5900
11;2015;1301;Ryan, Matt;QB;atl;h;ind;20.9;7100
11;2015;1340;Stafford, Matthew;QB;det;h;oak;20.38;5400
11;2015;1439;Bridgewater, Teddy;QB;min;h;gnb;20.14;5000
11;2015;1252;Rodgers, Aaron;QB;gnb;a;min;19.08;7500
11;2015;1414;Osweiler, Brock;QB;den;a;chi;18.4;5000
11;2015;1466;Mariota, Marcus;QB;ten;a;jac;18.14;5300
11;2015;1242;Fitzpatrick, Ryan;QB;nyj;a;hou;17.84;5000
11;2015;1339;Sanchez, Mark;QB;phi;h;tam;16.84;5000
11;2015;1381;Gabbert, Blaine;QB;sfo;a;sea;16.76;5000
11;2015;1410;Tannehill, Ryan;QB;mia;h;dal;15.82;5100
11;2015;1399;Yates, T.J.;QB;hou;h;nyj;15.66;5000
11;2015;1060;Hasselbeck, Matt;QB;ind;a;atl;15.32;5500
11;2015;1233;Romo, Tony;QB;dal;a;mia;15.28;6000
11;2015;1131;Brady, Tom;QB;nwe;h;buf;14.08;8500
11;2015;1302;Flacco, Joe;QB;bal;h;stl;13.96;5300
11;2015;1254;Smith, Alex;QB;kan;a;sdg;13.42;5000
11;2015;1442;Bortles, Blake;QB;jac;h;ten;12.58;5900
11;2015;1263;Cutler, Jay;QB;chi;h;den;11.5;5100
11;2015;1415;Cousins, Kirk;QB;was;a;car;9.68;5300
11;2015;1400;Taylor, Tyrod;QB;buf;a;nwe;9.42;5200
11;2015;1441;Carr, Derek;QB;oak;a;det;7.56;6300
11;2015;1435;Keenum, Case;QB;stl;a;bal;7.44;5000
11;2015;1231;Rivers, Philip;QB;sdg;h;kan;6.92;6900
11;2015;1239;Anderson, Derek;QB;car;h;was;0.2;5000
11;2015;1213;Hill, Shaun;QB;min;h;gnb;0;5000
11;2015;5071;Webb, Joe;QB;car;h;was;0;5000
11;2015;5402;Rawls, Thomas;RB;sea;h;sfo;43.5;3800
11;2015;2858;Martin, Doug;RB;tam;a;phi;26.5;5300
11;2015;2889;Bernard, Giovani;RB;cin;a;ari;25.6;4500
11;2015;2707;McCoy, LeSean;RB;buf;a;nwe;24.3;5500
11;2015;2914;Ware, Spencer;RB;kan;a;sdg;23.1;3000
11;2015;2612;Stewart, Jonathan;RB;car;h;was;21.4;4400
11;2015;2535;Bradshaw, Ahmad;RB;ind;a;atl;21.2;3000
11;2015;2603;McFadden, Darren;RB;dal;a;mia;20.9;5000
11;2015;2954;White, James;RB;nwe;h;buf;18.6;3000
11;2015;2960;Blue, Alfred;RB;hou;h;nyj;18.2;3800
11;2015;2805;DiMarco, Patrick;RB;atl;h;ind;17.1;3000
11;2015;5370;Allen, Javorius;RB;bal;h;stl;16.5;3300
11;2015;2928;Hill, Jeremy;RB;cin;a;ari;16.5;5000
11;2015;2931;Sims, Charles;RB;tam;a;phi;15.9;3300
11;2015;2875;Draughn, Shaun;RB;sfo;a;sea;15.7;3800
11;2015;2484;Sproles, Darren;RB;phi;h;tam;14.9;3400
11;2015;2896;Lacy, Eddie;RB;gnb;a;min;14.6;4800
