Week;Year;GID;Name;Pos;Team;h/a;Oppt;DK points;DK salary
10;2015;1415;Cousins, Kirk;QB;was;h;nor;31.96;5200
10;2015;1232;Roethlisberger, Ben;QB;pit;h;cle;30.96;6800
10;2015;1302;Flacco, Joe;QB;bal;h;jac;26.34;5500
10;2015;1207;Palmer, Carson;QB;ari;a;sea;26.32;6900
10;2015;1225;Manning, Eli;QB;nyg;h;nwe;25.44;6700
10;2015;1252;Rodgers, Aaron;QB;gnb;h;det;25.12;7500
10;2015;1263;Cutler, Jay;QB;chi;a;stl;24.72;5100
10;2015;1131;Brady, Tom;QB;nwe;a;nyg;23.26;8600
10;2015;1441;Carr, Derek;QB;oak;h;min;22.28;5800
10;2015;1438;Manziel, Johnny;QB;cle;a;pit;21.58;5000
10;2015;1378;Newton, Cam;QB;car;a;ten;20.98;7000
10;2015;1412;Wilson, Russell;QB;sea;h;ari;17.8;5900
10;2015;1442;Bortles, Blake;QB;jac;a;bal;17.02;5600
10;2015;1340;Stafford, Matthew;QB;det;a;gnb;16.78;5400
10;2015;1242;Fitzpatrick, Ryan;QB;nyj;h;buf;16.72;5100
10;2015;1410;Tannehill, Ryan;QB;mia;a;phi;16.48;5300
10;2015;1254;Smith, Alex;QB;kan;a;den;15.46;5000
10;2015;1465;Winston, Jameis;QB;tam;h;dal;14.86;5000
10;2015;1151;Brees, Drew;QB;nor;a;was;14.36;7400
10;2015;1344;Bradford, Sam;QB;phi;h;mia;13.44;5700
10;2015;1439;Bridgewater, Teddy;QB;min;a;oak;11.9;5100
10;2015;1400;Taylor, Tyrod;QB;buf;a;nyj;11.52;5500
10;2015;1414;Osweiler, Brock;QB;den;h;kan;10.64;5000
10;2015;1403;Dalton, Andy;QB;cin;h;hou;9.88;6500
10;2015;1466;Mariota, Marcus;QB;ten;h;car;8.8;5300
10;2015;1413;Foles, Nick;QB;stl;h;chi;7;5000
10;2015;1241;Cassel, Matt;QB;dal;a;tam;6.64;5000
10;2015;1399;Yates, T.J.;QB;hou;a;cin;6.56;5000
10;2015;1339;Sanchez, Mark;QB;phi;h;mia;5.64;5000
10;2015;1336;Hoyer, Brian;QB;hou;a;cin;5.42;5400
10;2015;1430;Jones, Landry;QB;pit;h;cle;0.92;5300
10;2015;1435;Keenum, Case;QB;stl;h;chi;0;5000
10;2015;5071;Webb, Joe;QB;car;a;ten;0;5000
10;2015;1361;McCoy, Colt;QB;was;h;nor;0;5000
10;2015;1081;Manning, Peyton;QB;den;h;kan;-2.6;6200
10;2015;5371;Langford, Jeremy;RB;chi;a;stl;40.2;4800
10;2015;2553;Peterson, Adrian;RB;min;a;oak;32.6;7100
10;2015;2987;West, Charcandrick;RB;kan;a;den;31.1;4800
10;2015;3552;Jones, Matt;RB;was;h;nor;30.7;3300
10;2015;2707;McCoy, LeSean;RB;buf;a;nyj;23.9;5500
10;2015;2859;Miller, Lamar;RB;mia;a;phi;21.3;5400
10;2015;2992;Gurley, Todd;RB;stl;h;chi;17.9;7300
10;2015;2831;Murray, DeMarco;RB;phi;h;mia;17.9;6200
10;2015;2892;Ellington, Andre;RB;ari;a;sea;17.8;3700
10;2015;2721;Blount, LeGarrette;RB;nwe;a;nyg;15.7;4900
10;2015;2777;Starks, James;RB;gnb;h;det;15.6;4900
10;2015;2612;Stewart, Jonathan;RB;car;a;ten;15.1;4300
10;2015;2741;Ivory, Chris;RB;nyj;h;buf;14.5;5900
10;2015;2858;Martin, Doug;RB;tam;h;dal;14.3;5600
10;2015;3953;McCluster, Dexter;RB;ten;h;car;14.2;3300
10;2015;2871;Morris, Alfred;RB;was;h;nor;13.6;3300
10;2015;2856;Hillman, Ronnie;RB;den;h;kan;13.1;4000
10;2015;2889;Bernard, Giovani;RB;cin;h;hou;12.9;4700
10;2015;2793;Ingram, Mark;RB;nor;a;was;12.8;6400
10;2015;2899;Murray, Latavius;RB;oak;h;min;12.7;5700
10;2015;5372;Williams, Karlos;RB;buf;a;nyj;12;3800
10;2015;2754;Mathews, Ryan;RB;phi;h;mia;12;3500
10;2015;2552;Lynch, Marshawn;RB;sea;h;ari;12;6700
10;2015;2993;Yeldon, T.J.;RB;jac;a;bal;11.7;4800
10;2015;2642;Forsett, Justin;RB;bal;h;jac;10.4;6000
10;2015;2908;Juszczyk, Kyle;RB;bal;h;jac;9.7;3000
10;2015;2913;Olawale, Jamize;RB;oak;h;min;8.9;3400
10;2015;2603;McFadden, Darren;RB;dal;a;tam;8.8;4900
10;2015;2915;Thompson, Chris;RB;was;h;nor;8.7;3200
10;2015;2484;Sproles, Darren;RB;phi;h;mia;8.4;3600
10;2015;2500;Williams, DeAngelo;RB;pit;h;cle;7.9;6500
10;2015;2658;Jennings, Rashad;RB;nyg;h;nwe;7.1;3800
10;2015;2997;Johnson, Duke;RB;cle;a;pit;6.8;4000
10;2015;2986;Tukuafu, Will;RB;sea;h;ari;6.2;3000
10;2015;2645;Johnson, Chris;RB;ari;a;sea;5.8;4600
10;2015;2907;Riddick, Theo;RB;det;a;gnb;5.6;3300
10;2015;2719;Bell, Joique;RB;det;a;gnb;5.5;3200
10;2015;2881;Grimes, Jonathan;RB;hou;a;cin;5.5;3000
10;2015;2775;Spiller, C.J.;RB;nor;a;was;5.4;3000
10;2015;2931;Sims, Charles;RB;tam;h;dal;5.1;3500
10;2015;2928;Hill, Jeremy;RB;cin;h;hou;5;5300
10;2015;2998;Ajayi, Jay;RB;mia;a;phi;4.8;3000
10;2015;2932;Mason, Tre;RB;stl;h;chi;4.7;3000
10;2015;2830;Vereen, Shane;RB;nyg;h;nwe;4.6;4300
10;2015;2972;Carey, Ka'Deem;RB;chi;a;stl;4.6;3000
10;2015;2604;Hightower, Tim;RB;nor;a;was;4.6;3000
10;2015;2873;Asiata, Matt;RB;min;a;oak;4.5;3000
10;2015;2960;Blue, Alfred;RB;hou;a;cin;4.1;4000
10;2015;5370;Allen, Javorius;RB;bal;h;jac;3.3;3300
10;2015;2995;Abdullah, Ameer;RB;det;a;gnb;3.2;3400
10;2015;2647;Tolbert, Mike;RB;car;a;ten;3.1;3000
10;2015;2910;Bohanon, Tommy;RB;nyj;h;buf;2.8;3000
10;2015;5413;Fowler, Jalston;RB;ten;h;car;2.4;3000
10;2015;2954;White, James;RB;nwe;a;nyg;2.1;3000
10;2015;2791;Young, Darrel;RB;was;h;nor;2;3000
10;2015;5403;Nix, Roosevelt;RB;pit;h;cle;2;3000
10;2015;5402;Rawls, Thomas;RB;sea;h;ari;1.9;3500
10;2015;2878;Lane, Jorvorskie;RB;tam;h;dal;1.8;3000
10;2015;5395;Johnson, David;RB;ari;a;sea;1.8;3400
10;2015;2935;McKinnon, Jerick;RB;min;a;oak;1.7;3000
10;2015;2976;Darkwa, Orleans;RB;nyg;h;nwe;1.5;3200
10;2015;2879;Polk, Chris;RB;hou;a;cin;1.4;3200
10;2015;2911;Cunningham, Benny;RB;stl;h;chi;1.2;3000
10;2015;2665;Reece, Marcel;RB;oak;h;min;1;3500
10;2015;2969;Crowell, Isaiah;RB;cle;a;pit;0.9;3400
10;2015;2924;Anderson, C.J.;RB;den;h;kan;0.9;3800
10;2015;2898;Michael, Christine;RB;sea;h;ari;0.8;3000
10;2015;2840;Todman, Jordan;RB;pit;h;cle;0.8;3000
10;2015;2940;Andrews, Antonio;RB;ten;h;car;0.8;3700
10;2015;2927;Sankey, Bishop;RB;ten;h;car;0.7;3000
10;2015;2914;Ware, Spencer;RB;kan;a;den;0.4;3000
10;2015;2934;Williams, Andre;RB;nyg;h;nwe;0.2;3000
10;2015;2901;Robinson, Denard;RB;jac;a;bal;0.1;3000
10;2015;5423;Harris, Alonzo;RB;gnb;h;det;0;3000
10;2015;5414;Mostert, Raheem;RB;cle;a;pit;0;3000
10;2015;5415;Burton, Michael;RB;det;a;gnb;0;3000
10;2015;2549;Kuhn, John;RB;gnb;h;det;0;3000
10;2015;2855;Herron, Dan;RB;ind;h;-;0;3000
10;2015;2890;Burkhead, Rex;RB;cin;h;hou;0;3000
10;2015;2912;Line, Zach;RB;min;a;oak;0;3000
10;2015;2957;Williams, Damien;RB;mia;a;phi;0;3000
10;2015;2877;Johnson, Will;RB;pit;h;cle;0;3000
10;2015;5396;Murphy, Marcus;RB;nor;a;was;0;3000
10;2015;2919;Reynolds, Chase;RB;stl;h;chi;0;3000
