Date, Vis Team, Home Team, Vis Spread, Home Spread, Over Under
10/25/15, Bills, Jaguars,-4,4,41
10/25/15, Browns, Rams,6.5,-6.5,42
10/25/15, Texans, Dolphins,4.5,-4.5,44.5
10/25/15, Vikings, Lions,-2,2,44.5
10/25/15, Falcons, Titans,-6,6,46.5
10/25/15, Buccaneers, Redskins,3,-3,43
10/25/15, Raiders, Chargers,3.5,-3.5,48
10/25/15, Jets, Patriots,8.5,-8.5,48
10/25/15, Saints, Colts,4,-4,52
10/25/15, Cowboys, Giants,3,-3,44.5
10/25/15, Eagles, Panthers,3,-3,45.5
10/25/15, Steelers, Chiefs,3,-3,43
10/26/15, Ravens, Cardinals,9.5,-9.5,49
10/29/15, Dolphins, Patriots,9,-9,51.5
11/1/15, Lions, Chiefs,3.5,-3.5,45
11/1/15, Vikings, Bears,-1,1,42.5
11/1/15, Buccaneers, Falcons,7,-7,48.5
11/1/15, Giants, Saints,3.5,-3.5,49.5
11/1/15, 49ers, Rams,9,-9,39.5
11/1/15, Jets, Raiders,-3,3,44
11/1/15, Seahawks, Cowboys,-5.5,5.5,42
11/1/15, Packers, Broncos,-2.5,2.5,46.5
11/1/15, Cardinals, Browns,-6,6,46
11/1/15, Chargers, Ravens,3.5,-3.5,50
11/1/15, Bengals, Steelers,1,-1,48.5
11/1/15, Titans, Texans,4,-4,43
11/2/15, Colts, Panthers,5.5,-5.5,46
11/5/15, Browns, Bengals,11.5,-11.5,44.5
11/8/15, Raiders, Steelers,4.5,-4.5,48
11/8/15, Rams, Vikings,1,-1,40.5
11/8/15, Redskins, Patriots,14,-14,52
11/8/15, Falcons, 49ers,-7,7,43
11/8/15, Giants, Buccaneers,-2,2,49
11/8/15, Eagles, Cowboys,-3,3,44
11/8/15, Dolphins, Bills,3,-3,44
11/8/15, Packers, Panthers,-2.5,2.5,46.5
11/8/15, Broncos, Colts,-4,4,46
11/8/15, Jaguars, Jets,9,-9,42.5
11/8/15, Titans, Saints,7.5,-7.5,48
11/9/15, Bears, Chargers,4,-4,49.5
11/12/15, Bills, Jets,2,-2,41.5
11/15/15, Lions, Packers,10.5,-10.5,48.5
11/15/15, Panthers, Titans,-4,4,44
11/15/15, Saints, Redskins,-1,1,50
11/15/15, Jaguars, Ravens,4.5,-4.5,47.5
11/15/15, Chiefs, Broncos,3.5,-3.5,42
11/15/15, Patriots, Giants,-7,7,53.5
11/15/15, Cardinals, Seahawks,3,-3,43.5
11/15/15, Cowboys, Buccaneers,-1.5,1.5,43.5
11/15/15, Dolphins, Eagles,6.5,-6.5,49.5
11/15/15, Browns, Steelers,6,-6,41.5
11/15/15, Bears, Rams,6.5,-6.5,42.5
11/15/15, Vikings, Raiders,2.5,-2.5,43.5
11/16/15, Texans, Bengals,10.5,-10.5,46
11/19/15, Titans, Jaguars,3,-3,41.5
11/22/15, Redskins, Panthers,7,-7,44.5
11/22/15, Raiders, Lions,1,-1,48.5
11/22/15, Colts, Falcons,3.5,-3.5,47.5
11/22/15, Rams, Ravens,3,-3,41.5
11/22/15, Packers, Vikings,1,-1,45
11/22/15, Broncos, Bears,-2.5,2.5,42
11/22/15, Chiefs, Chargers,-3,3,45
11/22/15, 49ers, Seahawks,14,-14,39.5
11/22/15, Cowboys, Dolphins,-2,2,46
11/22/15, Buccaneers, Eagles,6.5,-6.5,45.5
11/22/15, Bengals, Cardinals,4,-4,47.5
11/22/15, Jets, Texans,-3.5,3.5,40
11/23/15, Bills, Patriots,7,-7,48
11/26/15, Eagles, Lions,3,-3,46.5
11/26/15, Panthers, Cowboys,-1,1,44.5
11/26/15, Bears, Packers,7.5,-7.5,45
11/29/15, Saints, Texans,3.5,-3.5,51
11/29/15, Vikings, Falcons,1.5,-1.5,44.5
11/29/15, Buccaneers, Colts,3,-3,46
11/29/15, Giants, Redskins,-1,1,48
11/29/15, Raiders, Titans,-1,1,45
11/29/15, Dolphins, Jets,4.5,-4.5,44
11/29/15, Chargers, Jaguars,5.5,-5.5,47
11/29/15, Steelers, Seahawks,3,-3,47
11/29/15, Rams, Bengals,10,-10,41.5
11/29/15, Cardinals, 49ers,-7.5,7.5,45.5
11/29/15, Patriots, Broncos,-2.5,2.5,43.5
11/29/15, Bills, Chiefs,4.5,-4.5,41
11/30/15, Ravens, Browns,5.5,-5.5,41
12/3/15, Packers, Lions,-3,3,47.5
12/6/15, 49ers, Bears,7,-7,42
12/6/15, Jaguars, Titans,2,-2,43.5
12/6/15, Texans, Bills,3.5,-3.5,41.5
12/6/15, Panthers, Saints,-6.5,6.5,50
12/6/15, Seahawks, Vikings,-1,1,40.5
12/6/15, Falcons, Buccaneers,1.5,-1.5,45
12/6/15, Jets, Giants,0,0,45.5
12/6/15, Chiefs, Raiders,-3,3,45
12/6/15, Cardinals, Rams,-5.5,5.5,43
12/6/15, Broncos, Chargers,-4.5,4.5,43.5
12/6/15, Ravens, Dolphins,4.5,-4.5,43.5
12/6/15, Eagles, Patriots,10,-10,48.5
12/6/15, Bengals, Browns,-10,10,44
12/6/15, Colts, Steelers,7,-7,48.5
12/7/15, Cowboys, Redskins,4.5,-4.5,43
12/10/15, Vikings, Cardinals,10,-10,46.5
12/13/15, Bills, Eagles,2.5,-2.5,47.5
12/13/15, Falcons, Panthers,7.5,-7.5,47
12/13/15, Lions, Rams,0,0,41
12/13/15, Chargers, Chiefs,10,-10,45.5
12/13/15, Saints, Buccaneers,4,-4,0
12/13/15, Titans, Jets,7,-7,43
12/13/15, Patriots, Texans,-3.5,3.5,44.5
12/13/15, Raiders, Broncos,7.5,-7.5,43.5
12/13/15, 49ers, Browns,1,-1,41
12/13/15, Steelers, Bengals,3,-3,48
12/13/15, Redskins, Bears,3,-3,44
12/13/15, Cowboys, Packers,7,-7,43.5
12/13/15, Seahawks, Ravens,-10,10,42.5
12/13/15, Colts, Jaguars,1,-1,46
12/14/15, Giants, Dolphins,1,-1,47
12/17/15, Buccaneers, Rams,0,0,41.5
12/19/15, Jets, Cowboys,-2.5,2.5,42
12/20/15, Bears, Vikings,5,-5,43
12/20/15, Falcons, Jaguars,3.5,-3.5,48
12/20/15, Bills, Redskins,0,0,44
12/20/15, Cardinals, Eagles,-3.5,3.5,50
12/20/15, Browns, Seahawks,14.5,-14.5,43
12/20/15, Packers, Raiders,-3,3,46.5
12/20/15, Broncos, Steelers,6,-6,45.5
12/20/15, Bengals, 49ers,-4,4,42
12/20/15, Chiefs, Ravens,-7.5,7.5,42.5
12/20/15, Titans, Patriots,14,-14,47
12/20/15, Panthers, Giants,-5,5,48
12/20/15, Dolphins, Chargers,1,-1,45
12/20/15, Texans, Colts,0,0,41
12/21/15, Lions, Saints,3,-3,50
12/24/15, Chargers, Raiders,4.5,-4.5,45
12/26/15, Redskins, Eagles,3.5,-3.5,0
12/27/15, Bears, Buccaneers,3,-3,47
12/27/15, Panthers, Falcons,-7,7,47.5
12/27/15, Cowboys, Bills,6.5,-6.5,44
12/27/15, Browns, Chiefs,12.5,-12.5,44
12/27/15, Patriots, Jets,-3,3,46
12/27/15, Rams, Seahawks,13.5,-13.5,41.5
12/27/15, Steelers, Ravens,-10,10,47
12/27/15, Packers, Cardinals,4.5,-4.5,49.5
12/27/15, Giants, Vikings,6.5,-6.5,46
12/27/15, 49ers, Lions,8,-8,43
12/27/15, Colts, Dolphins,1.5,-1.5,44
12/27/15, Jaguars, Saints,3,-3,51.5
12/27/15, Texans, Titans,-4,4,42
12/28/15, Bengals, Broncos,3.5,-3.5,42
1/3/16, Jets, Bills,-3,3,42.5
1/3/16, Buccaneers, Panthers,10.5,-10.5,47
1/3/16, Steelers, Browns,-10,10,47
1/3/16, Raiders, Chiefs,6.5,-6.5,44
1/3/16, Lions, Bears,1.5,-1.5,45
1/3/16, Rams, 49ers,-3,3,37
1/3/16, Seahawks, Cardinals,3.5,-3.5,47
1/3/16, Saints, Falcons,4,-4,52
1/3/16, Eagles, Giants,3,-3,52
1/3/16, Vikings, Packers,3,-3,48.5
1/3/16, Chargers, Broncos,10,-10,42
1/3/16, Patriots, Dolphins,-10,10,46.5
1/3/16, Ravens, Bengals,10,-10,41
1/3/16, Jaguars, Texans,6,-6,45.5
1/3/16, Redskins, Cowboys,3.5,-3.5,41
1/3/16, Titans, Colts,4.5,-4.5,39.5
1/9/16, Chiefs, Texans,-3,3,39
1/9/16, Steelers, Bengals,-1.5,1.5,45.5
1/10/16, Steelers, Bengals,-2.5,2.5,46
1/10/16, Seahawks, Vikings,-4.5,4.5,40
1/10/16, Packers, Redskins,1,-1,46.5
1/16/16, Chiefs, Patriots,4.5,-4.5,45
1/16/16, Packers, Cardinals,7.5,-7.5,49.5
1/17/16, Seahawks, Panthers,3,-3,44
1/17/16, Steelers, Broncos,7,-7,41
1/24/16, Cardinals, Panthers,6,-6,48.5
1/24/16, Patriots, Broncos,-3,3,45
2/7/16, Panthers, Broncos,-5.5,5.5,45
