Date, Vis Team, Home Team, Vis Spread, Home Spread, Over Under
2016-09-15, Jets, Bills, +1.0, -1.0, +40.5
2016-09-18, Titans, Lions, +5.5, -5.5, +47.5
2016-09-18, Chiefs, Texans, +1.0, -1.0, +42.0
2016-09-18, Ravens, Browns, -4.5, +4.5, +42.0
2016-09-18, Saints, Giants, +4.0, -4.0, +53.0
2016-09-18, Colts, Broncos, +6.5, -6.5, +47.5
2016-09-18, Falcons, Raiders, +4.5, -4.5, +47.5
2016-09-18, Jaguars, Chargers, +3.0, -3.0, +47.5
2016-09-18, Packers, Vikings, -1.5, +1.5, +42.0
2016-09-18, Dolphins, Patriots, +5.0, -5.0, +42.5
2016-09-18, Buccaneers, Cardinals, +7.0, -7.0, +49.0
2016-09-18, Bengals, Steelers, +3.0, -3.0, +48.5
2016-09-18, Cowboys, Redskins, +3.5, -3.5, +47.0
2016-09-18, 49ers, Panthers, +11.5, -11.5, +44.5
2016-09-18, Seahawks, Rams, -5.0, +5.0, +38.0
2016-09-19, Eagles, Bears, +3.0, -3.0, +42.5
