Date, Vis Team, Home Team, Vis Spread, Home Spread, Over Under
11/22/09, Steelers, Chiefs,-11,11,40
11/22/09, 49ers, Packers,6,-6,42
11/22/09, Seahawks, Vikings,10.5,-10.5,47
11/22/09, Redskins, Cowboys,10.5,-10.5,41.5
11/22/09, Saints, Buccaneers,-11,11,50.5
11/22/09, Cardinals, Rams,-9,9,46.5
11/22/09, Bengals, Raiders,-9,9,36
11/22/09, Eagles, Bears,-3.5,3.5,46
11/22/09, Jets, Patriots,11,-11,44.5
11/22/09, Browns, Lions,3.5,-3.5,37.5
11/22/09, Colts, Ravens,-1,1,44.5
11/22/09, Falcons, Giants,7,-7,46.5
11/22/09, Chargers, Broncos,-6,6,41.5
11/23/09, Titans, Texans,3.5,-3.5,48
11/26/09, Raiders, Cowboys,13.5,-13.5,40.5
11/26/09, Giants, Broncos,-4,4,43
11/26/09, Packers, Lions,-11.5,11.5,48
11/29/09, Browns, Bengals,13,-13,39.5
11/29/09, Dolphins, Bills,-3.5,3.5,38.5
11/29/09, Seahawks, Rams,-3.5,3.5,42.5
11/29/09, Buccaneers, Falcons,12.5,-12.5,46
11/29/09, Panthers, Jets,3.5,-3.5,41
11/29/09, Jaguars, 49ers,3.5,-3.5,42
11/29/09, Chiefs, Chargers,13,-13,45
11/29/09, Bears, Vikings,10.5,-10.5,47
11/29/09, Redskins, Eagles,10,-10,40.5
11/29/09, Colts, Texans,-3,3,47.5
11/29/09, Cardinals, Titans,3.5,-3.5,44
11/29/09, Steelers, Ravens,9,-9,35
11/30/09, Patriots, Saints,3,-3,56.5
12/3/09, Jets, Bills,-3.5,3.5,37
12/6/09, Broncos, Chiefs,-5.5,5.5,38.5
12/6/09, Texans, Jaguars,-1,1,47
12/6/09, Titans, Colts,6.5,-6.5,46.5
12/6/09, Lions, Bengals,13.5,-13.5,42
12/6/09, Buccaneers, Panthers,3.5,-3.5,40.5
12/6/09, Rams, Bears,9,-9,41
12/6/09, Chargers, Browns,-13.5,13.5,42.5
12/6/09, 49ers, Seahawks,-1,1,41
12/6/09, Cowboys, Giants,-1,1,45.5
12/6/09, Patriots, Dolphins,-5,5,46
12/6/09, Eagles, Falcons,-4,4,43.5
12/6/09, Saints, Redskins,-9,9,46.5
12/6/09, Raiders, Steelers,15,-15,37
12/6/09, Vikings, Cardinals,-3,3,48
12/7/09, Ravens, Packers,4,-4,43
12/10/09, Steelers, Browns,-9.5,9.5,34.5
12/13/09, Broncos, Colts,6.5,-6.5,43.5
12/13/09, Bills, Chiefs,-1,1,38
12/13/09, Dolphins, Jaguars,1,-1,43.5
12/13/09, Panthers, Patriots,13,-13,43.5
12/13/09, Seahawks, Texans,7,-7,44.5
12/13/09, Rams, Titans,13.5,-13.5,41
12/13/09, Redskins, Raiders,-1,1,37.5
12/13/09, Chargers, Cowboys,3.5,-3.5,48.5
12/13/09, Eagles, Giants,-1,1,43
12/13/09, Bengals, Vikings,6,-6,42
12/13/09, Packers, Bears,-3.5,3.5,42
12/13/09, Lions, Ravens,14,-14,40
12/13/09, Jets, Buccaneers,-3.5,3.5,36
12/13/09, Saints, Falcons,-10,10,50
12/14/09, Cardinals, 49ers,-4,4,44.5
12/17/09, Colts, Jaguars,-3,3,43
12/19/09, Cowboys, Saints,9,-9,53.5
12/20/09, Packers, Steelers,3,-3,41.5
12/20/09, Patriots, Bills,-7,7,41.5
12/20/09, Bears, Ravens,10.5,-10.5,39.5
12/20/09, Browns, Chiefs,1,-1,38.5
12/20/09, Bengals, Chargers,7,-7,44
12/20/09, Buccaneers, Seahawks,7,-7,39
12/20/09, Vikings, Panthers,-9,9,42.5
12/20/09, Raiders, Broncos,14,-14,37
12/20/09, Cardinals, Lions,-14,14,46.5
12/20/09, 49ers, Eagles,9,-9,41
12/20/09, Dolphins, Titans,5,-5,43
12/20/09, Texans, Rams,-14,14,43
12/20/09, Falcons, Jets,5.5,-5.5,36
12/21/09, Giants, Redskins,-2.5,2.5,44
12/25/09, Chargers, Titans,1,-1,47.5
12/27/09, Seahawks, Packers,13.5,-13.5,43
12/27/09, Chiefs, Bengals,13,-13,39
12/27/09, Texans, Dolphins,1,-1,46
12/27/09, Buccaneers, Saints,13.5,-13.5,48
12/27/09, Jaguars, Patriots,9,-9,44
12/27/09, Ravens, Steelers,3,-3,43
12/27/09, Broncos, Eagles,7,-7,42.5
12/27/09, Lions, 49ers,14,-14,41
12/27/09, Bills, Falcons,9,-9,40
12/27/09, Rams, Cardinals,16,-16,44
12/27/09, Jets, Colts,3.5,-3.5,40.5
12/27/09, Cowboys, Redskins,-7,7,42
12/27/09, Raiders, Browns,3,-3,37
12/27/09, Panthers, Giants,9,-9,42.5
12/28/09, Vikings, Bears,-9,9,41
1/3/10, Jaguars, Browns,1.5,-1.5,36
1/3/10, Eagles, Cowboys,3,-3,47
1/3/10, Patriots, Texans,9,-9,46
1/3/10, Bengals, Jets,9.5,-9.5,33.5
1/3/10, Falcons, Buccaneers,-2.5,2.5,41.5
1/3/10, Chiefs, Broncos,9.5,-9.5,38
1/3/10, Ravens, Raiders,-10,10,39
1/3/10, Titans, Seahawks,-5.5,5.5,45
1/3/10, Packers, Cardinals,3,-3,41.5
1/3/10, Redskins, Chargers,3.5,-3.5,39.5
1/3/10, Bears, Lions,-4,4,44.5
1/3/10, Giants, Vikings,9,-9,47.5
1/3/10, 49ers, Rams,-7,7,39.5
1/3/10, Steelers, Dolphins,-3,3,45
1/3/10, Colts, Bills,9,-9,33
1/3/10, Saints, Panthers,10,-10,41
1/9/10, Eagles, Cowboys,3.5,-3.5,46
1/9/10, Jets, Bengals,2.5,-2.5,34
1/10/10, Packers, Cardinals,-2.5,2.5,48
1/10/10, Ravens, Patriots,4,-4,43.5
1/16/10, Ravens, Colts,6.5,-6.5,44
1/16/10, Cardinals, Saints,7,-7,56
1/17/10, Cowboys, Vikings,2.5,-2.5,45
1/17/10, Jets, Chargers,9,-9,43
1/24/10, Vikings, Saints,3.5,-3.5,53.5
1/24/10, Jets, Colts,7.5,-7.5,40
2/7/10, Saints, Colts,4,-4,56.5
