Date, Vis Team, Home Team, Vis Spread, Home Spread, Over Under
9/10/09, Titans, Steelers,6,-6,35.5
9/13/09, Dolphins, Falcons,4,-4,44.5
9/13/09, Chiefs, Ravens,13,-13,36.5
9/13/09, Eagles, Panthers,-3,3,43.5
9/13/09, Broncos, Bengals,4.5,-4.5,41
9/13/09, Vikings, Browns,-4,4,39.5
9/13/09, Jaguars, Colts,6,-6,46
9/13/09, Lions, Saints,14,-14,49.5
9/13/09, Cowboys, Buccaneers,-4.5,4.5,39.5
9/13/09, 49ers, Cardinals,5,-5,46
9/13/09, Redskins, Giants,6.5,-6.5,37
9/13/09, Rams, Seahawks,7,-7,41
9/13/09, Bears, Packers,4.5,-4.5,47
9/13/09, Jets, Texans,4.5,-4.5,45
9/14/09, Bills, Patriots,13,-13,47
9/14/09, Chargers, Raiders,-10,10,42.5
9/20/09, Vikings, Lions,-10,10,45
9/20/09, Texans, Titans,7,-7,41
9/20/09, Panthers, Falcons,6.5,-6.5,43.5
9/20/09, Rams, Redskins,10,-10,37
9/20/09, Cardinals, Jaguars,3.5,-3.5,44
9/20/09, Seahawks, 49ers,1,-1,39
9/20/09, Browns, Broncos,3.5,-3.5,39
9/20/09, Giants, Cowboys,3,-3,45
9/20/09, Bengals, Packers,9,-9,41.5
9/20/09, Steelers, Bears,-3,3,38
9/20/09, Raiders, Chiefs,2.5,-2.5,40
9/20/09, Patriots, Jets,-3.5,3.5,45
9/20/09, Buccaneers, Bills,4,-4,41.5
9/20/09, Ravens, Chargers,1.5,-1.5,41
9/20/09, Saints, Eagles,-2.5,2.5,46
9/21/09, Colts, Dolphins,-3,3,41
9/27/09, Titans, Jets,1.5,-1.5,36.5
9/27/09, Jaguars, Texans,4.5,-4.5,47
9/27/09, Browns, Ravens,14,-14,38.5
9/27/09, Redskins, Lions,-6,6,39.5
9/27/09, Packers, Rams,-6,6,43
9/27/09, 49ers, Vikings,7,-7,39
9/27/09, Falcons, Patriots,4.5,-4.5,45.5
9/27/09, Saints, Bills,-6,6,51
9/27/09, Steelers, Bengals,-3.5,3.5,36.5
9/27/09, Broncos, Raiders,-2.5,2.5,38
9/27/09, Giants, Buccaneers,-5.5,5.5,46
9/27/09, Bears, Seahawks,-1,1,37.5
9/27/09, Dolphins, Chargers,5.5,-5.5,45
9/27/09, Colts, Cardinals,3,-3,49
9/27/09, Chiefs, Eagles,9,-9,39
9/28/09, Panthers, Cowboys,9,-9,48.5
10/4/09, Raiders, Texans,9,-9,42.5
10/4/09, Titans, Jaguars,-3,3,42
10/4/09, Ravens, Patriots,1.5,-1.5,45
10/4/09, Bengals, Browns,-6,6,37.5
10/4/09, Giants, Chiefs,-9,9,42.5
10/4/09, Lions, Bears,9.5,-9.5,42.5
10/4/09, Buccaneers, Redskins,9,-9,36.5
10/4/09, Jets, Saints,7.5,-7.5,47
10/4/09, Chargers, Steelers,6,-6,43.5
10/4/09, Bills, Dolphins,1.5,-1.5,37.5
10/4/09, Rams, 49ers,9,-9,36.5
10/4/09, Cowboys, Broncos,-3,3,43
10/4/09, Seahawks, Colts,10,-10,44
10/5/09, Packers, Vikings,4.5,-4.5,46
10/11/09, Redskins, Panthers,5,-5,38
10/11/09, Browns, Bills,5.5,-5.5,42
10/11/09, Bengals, Ravens,9.5,-9.5,42
10/11/09, Falcons, 49ers,1,-1,39.5
10/11/09, Patriots, Broncos,-3,3,41.5
10/11/09, Texans, Cardinals,5.5,-5.5,50.5
10/11/09, Colts, Titans,-3.5,3.5,44
10/11/09, Cowboys, Chiefs,-7.5,7.5,43.5
10/11/09, Raiders, Giants,15,-15,38.5
10/11/09, Steelers, Lions,-11,11,44
10/11/09, Vikings, Rams,-10,10,40.5
10/11/09, Buccaneers, Eagles,15.5,-15.5,41.5
10/11/09, Jaguars, Seahawks,2,-2,44
10/12/09, Jets, Dolphins,-3,3,36
10/18/09, Chiefs, Redskins,6.5,-6.5,36.5
10/18/09, Browns, Steelers,14,-14,38
10/18/09, Ravens, Vikings,3,-3,45.5
10/18/09, Rams, Jaguars,9.5,-9.5,42.5
10/18/09, Panthers, Buccaneers,-3,3,40.5
10/18/09, Eagles, Raiders,-14,14,40.5
10/18/09, Cardinals, Seahawks,3,-3,45.5
10/18/09, Bears, Falcons,4.5,-4.5,46
10/18/09, Texans, Bengals,3.5,-3.5,45.5
10/18/09, Giants, Saints,3.5,-3.5,47.5
10/18/09, Lions, Packers,14,-14,48.5
10/18/09, Titans, Patriots,9,-9,38
10/18/09, Bills, Jets,9.5,-9.5,35.5
10/19/09, Broncos, Chargers,3.5,-3.5,45
10/25/09, Colts, Rams,-14,14,45
10/25/09, Packers, Browns,-9,9,41.5
10/25/09, Vikings, Steelers,6,-6,46.5
10/25/09, Patriots, Buccaneers,-15.5,15.5,44.5
10/25/09, 49ers, Texans,3.5,-3.5,44
10/25/09, Jets, Raiders,-6,6,34
10/25/09, Saints, Dolphins,-6,6,47.5
10/25/09, Cardinals, Giants,7.5,-7.5,46.5
10/25/09, Bears, Bengals,-1,1,42.5
10/25/09, Falcons, Cowboys,5.5,-5.5,47.5
10/25/09, Chargers, Chiefs,-4.5,4.5,44
10/25/09, Bills, Panthers,7,-7,37
10/26/09, Eagles, Redskins,-8.5,8.5,38
11/1/09, Broncos, Ravens,4.5,-4.5,42.5
11/1/09, Browns, Bears,11.5,-11.5,40
11/1/09, Vikings, Packers,3.5,-3.5,46.5
11/1/09, 49ers, Colts,12.5,-12.5,45
11/1/09, Dolphins, Jets,3.5,-3.5,40
11/1/09, Seahawks, Cowboys,10,-10,46
11/1/09, Raiders, Chargers,16,-16,41.5
11/1/09, Jaguars, Titans,3,-3,44.5
11/1/09, Panthers, Cardinals,9.5,-9.5,43.5
11/1/09, Texans, Bills,-3.5,3.5,41.5
11/1/09, Giants, Eagles,-1,1,43
11/1/09, Rams, Lions,3.5,-3.5,43.5
11/2/09, Falcons, Saints,11,-11,55.5
11/8/09, Chiefs, Jaguars,7,-7,41.5
11/8/09, Ravens, Bengals,-3,3,44.5
11/8/09, Texans, Colts,7.5,-7.5,50
11/8/09, Packers, Buccaneers,-9.5,9.5,43
11/8/09, Cardinals, Bears,3,-3,44.5
11/8/09, Dolphins, Patriots,11,-11,47
11/8/09, Lions, Seahawks,10.5,-10.5,42
11/8/09, Titans, 49ers,4,-4,41
11/8/09, Chargers, Giants,4.5,-4.5,48.5
11/8/09, Cowboys, Eagles,3,-3,49.5
11/8/09, Redskins, Falcons,9,-9,41
11/8/09, Panthers, Saints,12,-12,51
11/9/09, Steelers, Broncos,-3,3,41
11/12/09, Bears, 49ers,3.5,-3.5,43
11/15/09, Jaguars, Jets,6.5,-6.5,41
11/15/09, Bills, Titans,7.5,-7.5,41
11/15/09, Lions, Vikings,17,-17,47
11/15/09, Saints, Rams,-14,14,50.5
11/15/09, Falcons, Panthers,-1,1,43.5
11/15/09, Buccaneers, Dolphins,10,-10,43
11/15/09, Chiefs, Raiders,3,-3,36.5
11/15/09, Seahawks, Cardinals,9,-9,46.5
11/15/09, Patriots, Colts,3,-3,48.5
11/15/09, Eagles, Chargers,1,-1,47
11/15/09, Cowboys, Packers,-3,3,47.5
11/15/09, Broncos, Redskins,-3.5,3.5,36.5
11/15/09, Bengals, Steelers,7,-7,41.5
11/16/09, Ravens, Browns,-10.5,10.5,39.5
11/19/09, Dolphins, Panthers,3.5,-3.5,41.5
11/22/09, Bills, Jaguars,8.5,-8.5,41
