Date, Vis Team, Home Team, Vis Spread, Home Spread, Over Under
2016-12-01, Cowboys, Vikings, -3.0, +3.0, +43.5
2016-12-04, Lions, Saints, +6.5, -6.5, +53.0
2016-12-04, 49ers, Bears, -1.5, +1.5, +44.0
2016-12-04, Rams, Patriots, +13.0, -13.0, +44.5
2016-12-04, Dolphins, Ravens, +3.5, -3.5, +41.5
2016-12-04, Bills, Raiders, +3.0, -3.0, +48.5
2016-12-04, Buccaneers, Chargers, +3.5, -3.5, +49.0
2016-12-04, Redskins, Cardinals, +2.5, -2.5, +48.5
2016-12-04, Giants, Steelers, +6.5, -6.5, +49.0
2016-12-04, Panthers, Seahawks, +9.0, -9.0, +43.5
2016-12-04, Broncos, Jaguars, -3.5, +3.5, +39.5
2016-12-04, Chiefs, Falcons, +4.5, -4.5, +49.5
2016-12-04, Texans, Packers, +6.5, -6.5, +44.0
2016-12-04, Eagles, Bengals, +1.5, -1.5, +42.0
2016-12-05, Colts, Jets, +1.0, -1.0, +48.5
