season_year,season_type,week,home_team,home_score,away_team,away_score,team,forced_fumble,fg_block,fumble_rec,fumble_rec_tds,kicking_rec_tds,kickret_tds,puntret_tds,puntret_tds,ints,int_tds,misc_tds,punt_block,safety,sack,xp_block
2014,Preseason,3,GB,31,OAK,21,GB,2,0,2,0,0,0,0,0,0,0,0,0,0,3.0,0
2014,Preseason,3,CLE,14,STL,33,STL,1,0,1,0,0,0,0,0,1,0,0,0,0,4.0,0
2014,Preseason,3,NE,30,CAR,7,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2014,Preseason,3,PHI,31,PIT,21,PIT,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0
2014,Preseason,3,NYJ,24,NYG,35,NYG,0,0,1,0,0,0,0,0,0,0,0,0,0,3.0,0
2014,Preseason,3,NYJ,24,NYG,35,NYJ,2,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
2014,Regular,3,MIA,15,KC,34,MIA,3,0,2,0,0,0,0,0,0,0,0,0,0,5.0,0
2014,Preseason,4,TB,10,WAS,24,WAS,2,0,1,0,0,0,0,0,0,0,0,0,0,4.0,0
2014,Preseason,4,BUF,0,DET,23,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
2014,Regular,4,WAS,14,NYG,45,NYG,2,0,2,0,0,0,0,0,4,0,0,0,0,2.0,0
2014,Preseason,4,CLE,33,CHI,13,CLE,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0
2014,Regular,4,OAK,14,MIA,38,MIA,0,0,1,1,0,0,0,0,3,0,0,0,0,2.0,0
2014,Regular,4,SF,26,PHI,21,SF,2,0,2,0,0,0,0,0,2,0,0,0,0,1.0,0
2014,Preseason,4,MIA,14,STL,13,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0
2014,Preseason,4,SD,12,ARI,9,ARI,2,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0
2014,Regular,4,HOU,23,BUF,17,BUF,1,0,1,0,0,0,0,0,2,0,0,0,0,2.0,0
2014,Regular,4,PIT,24,TB,27,PIT,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0
2014,Preseason,4,PHI,37,NYJ,7,PHI,2,0,1,0,0,0,0,0,0,0,0,0,0,2.0,0
2014,Regular,4,DAL,38,NO,17,NO,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
2014,Preseason,4,BUF,0,DET,23,DET,0,0,0,0,0,0,0,0,3,0,0,0,0,4.0,0
2014,Preseason,4,JAC,14,ATL,24,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0
2014,Preseason,4,TEN,3,MIN,19,MIN,1,0,1,0,0,0,0,0,1,0,0,0,0,3.0,0
2014,Regular,4,IND,41,TEN,17,TEN,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0
2014,Preseason,4,GB,34,KC,14,GB,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0
2014,Preseason,4,TB,10,WAS,24,TB,0,0,0,0,0,0,0,0,2,0,0,0,0,1.0,0
2014,Preseason,4,NO,13,BAL,22,BAL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
2014,Preseason,4,DAL,3,DEN,27,DAL,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
2014,Preseason,4,CIN,35,IND,7,IND,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
2014,Regular,4,OAK,14,MIA,38,OAK,3,0,2,0,0,0,0,0,1,0,0,0,0,0.0,0
2014,Preseason,4,NYG,16,NE,13,NYG,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0
2014,Preseason,4,PIT,0,CAR,10,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0
2014,Preseason,4,NO,13,BAL,22,NO,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0
2014,Regular,4,MIN,41,ATL,28,MIN,0,0,0,0,0,0,0,0,2,0,0,0,0,1.0,0
2014,Regular,4,PIT,24,TB,27,TB,2,0,1,0,0,0,0,0,0,0,0,0,0,5.0,0
2014,Preseason,4,NYG,16,NE,13,NE,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0,0
2014,Regular,4,BAL,38,CAR,10,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2014,Preseason,4,CIN,35,IND,7,CIN,0,0,0,0,0,0,1,1,1,1,0,0,0,5.0,0
2014,Regular,4,NYJ,17,DET,24,DET,1,0,1,0,0,0,0,0,1,0,0,0,0,2.0,0
2014,Regular,4,WAS,14,NYG,45,WAS,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0
2014,Regular,4,HOU,23,BUF,17,HOU,1,0,0,0,0,0,0,0,2,1,0,0,0,2.0,0
2014,Regular,4,SF,26,PHI,21,PHI,0,0,0,0,0,0,1,1,1,1,1,1,0,4.0,0
2014,Preseason,4,OAK,41,SEA,31,SEA,0,0,0,0,0,0,0,0,1,1,0,0,0,2.0,0
2014,Regular,4,NYJ,17,DET,24,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0
2014,Preseason,4,SD,12,ARI,9,SD,2,0,1,0,0,0,0,0,1,0,0,0,0,3.0,0
2014,Regular,4,SD,33,JAC,14,SD,1,0,1,0,0,0,0,0,2,0,0,0,0,3.0,0
2014,Regular,4,CHI,17,GB,38,CHI,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0
2014,Regular,4,MIN,41,ATL,28,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2014,Regular,4,IND,41,TEN,17,IND,0,0,1,0,0,0,0,0,2,0,0,0,0,3.0,0
2014,Regular,4,CHI,17,GB,38,GB,1,0,0,0,0,0,0,0,2,0,0,0,0,1.0,0
2014,Regular,4,SD,33,JAC,14,JAC,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
2014,Preseason,4,OAK,41,SEA,31,OAK,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0,0
2014,Regular,4,KC,41,NE,14,KC,2,0,1,0,0,0,0,0,2,1,0,0,0,3.0,0
2014,Regular,4,BAL,38,CAR,10,BAL,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0,0
2014,Preseason,4,GB,34,KC,14,KC,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0
2014,Regular,4,KC,41,NE,14,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
2014,Preseason,4,TEN,3,MIN,19,TEN,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
2014,Preseason,4,PHI,37,NYJ,7,NYJ,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0
2014,Preseason,4,CLE,33,CHI,13,CHI,2,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0
2014,Preseason,4,HOU,13,SF,40,HOU,0,0,0,0,0,0,0,0,1,1,0,0,0,2.0,0
2014,Regular,4,DAL,38,NO,17,DAL,2,0,2,0,0,0,0,0,1,0,0,0,0,2.0,0
2014,Preseason,4,JAC,14,ATL,24,JAC,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0
2014,Preseason,4,DAL,3,DEN,27,DEN,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0,0
2014,Preseason,4,HOU,13,SF,40,SF,0,0,0,0,0,0,0,0,2,1,0,1,1,1.0,0
2014,Preseason,4,PIT,0,CAR,10,PIT,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0
2014,Preseason,4,MIA,14,STL,13,STL,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0
2014,Regular,5,NE,43,CIN,17,NE,3,0,3,1,0,0,0,0,0,0,0,0,0,1.0,0
2014,Regular,5,PHI,34,STL,28,PHI,3,0,3,1,0,0,0,0,0,0,1,1,0,4.0,0
2014,Regular,5,NYG,30,ATL,20,NYG,1,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0
2014,Regular,5,IND,20,BAL,13,IND,1,0,2,0,0,0,0,0,1,0,0,0,0,4.0,0
2014,Regular,5,SF,22,KC,17,KC,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0
2014,Regular,5,SF,22,KC,17,SF,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0
2014,Regular,5,TEN,28,CLE,29,CLE,0,0,0,0,0,0,0,0,0,0,0,1,1,3.0,0
2014,Regular,5,TEN,28,CLE,29,TEN,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0
2014,Regular,5,CAR,31,CHI,24,CAR,3,0,2,0,0,0,1,1,2,0,0,0,0,4.0,0
2014,Regular,5,NO,37,TB,31,NO,1,0,0,0,0,0,0,0,1,0,0,0,1,1.0,0
2014,Regular,5,SD,31,NYJ,0,SD,1,0,1,0,0,0,0,0,1,0,0,0,0,2.0,0
2014,Regular,5,NYG,30,ATL,20,ATL,2,0,2,0,0,0,0,0,0,0,0,0,0,1.0,0
2014,Regular,5,WAS,17,SEA,27,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0
2014,Regular,5,WAS,17,SEA,27,SEA,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
2014,Regular,5,DAL,20,HOU,17,DAL,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0
2014,Regular,5,GB,42,MIN,10,MIN,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0
2014,Postseason,5,SEA,24,NE,28,SEA,0,0,0,0,0,0,0,0,2,0,0,0,0,1.0,0
2014,Regular,5,DET,14,BUF,17,DET,1,0,0,0,0,0,0,0,1,1,0,0,0,2.0,0
2014,Regular,5,DAL,20,HOU,17,HOU,2,0,2,0,0,0,0,0,1,0,0,0,0,1.0,0
2014,Regular,5,JAC,9,PIT,17,JAC,1,0,1,0,0,0,0,0,0,0,0,0,0,4.0,0
2014,Regular,5,DET,14,BUF,17,BUF,2,0,1,0,0,0,0,0,1,0,0,0,0,6.0,0
2014,Regular,5,DEN,41,ARI,20,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0
2014,Regular,5,GB,42,MIN,10,GB,1,0,1,0,0,0,0,0,2,1,0,0,0,6.0,0
2014,Postseason,5,SEA,24,NE,28,NE,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0
2014,Regular,5,NE,43,CIN,17,CIN,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
2014,Regular,5,SD,31,NYJ,0,NYJ,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0
2014,Regular,5,IND,20,BAL,13,BAL,3,0,2,0,0,0,0,0,2,0,0,0,0,1.0,0
2014,Regular,5,NO,37,TB,31,TB,0,0,0,0,0,0,0,0,3,1,0,0,0,0.0,0
2014,Regular,5,JAC,9,PIT,17,PIT,0,0,0,0,0,0,0,0,2,1,0,0,0,1.0,0
2014,Regular,5,CAR,31,CHI,24,CHI,3,0,2,0,0,0,0,0,1,0,0,0,0,2.0,0
2014,Regular,5,DEN,41,ARI,20,ARI,0,0,0,0,0,0,0,0,2,0,0,0,0,1.0,0
2014,Regular,5,PHI,34,STL,28,STL,1,0,2,0,0,0,0,0,1,0,0,0,0,0.0,0
2014,Regular,6,CIN,37,CAR,37,CAR,0,0,0,0,0,0,0,0,2,0,0,0,0,1.0,0
2014,Regular,6,CLE,31,PIT,10,PIT,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0
2014,Regular,6,MIA,24,GB,27,GB,0,0,1,0,0,0,0,0,2,0,0,0,0,1.0,0
2014,Regular,6,NYJ,17,DEN,31,NYJ,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
2014,Regular,6,STL,17,SF,31,STL,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0
2014,Regular,6,MIN,3,DET,17,DET,1,0,0,0,0,0,0,0,3,0,0,0,0,8.0,0
2014,Regular,6,ATL,13,CHI,27,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,1
2014,Regular,6,STL,17,SF,31,SF,1,0,0,0,0,0,0,0,1,1,0,0,0,5.0,0
2014,Regular,6,BUF,22,NE,37,NE,2,0,2,0,0,0,0,0,1,0,0,0,0,5.0,0
2014,Regular,6,HOU,28,IND,33,HOU,0,0,1,1,0,0,0,0,1,0,0,0,0,3.0,0
2014,Regular,6,TB,17,BAL,48,BAL,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,0
2014,Regular,6,CIN,37,CAR,37,CIN,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0
2014,Regular,6,HOU,28,IND,33,IND,2,0,2,0,0,0,0,0,0,0,0,0,0,5.0,0
2014,Regular,6,CLE,31,PIT,10,CLE,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0
2014,Regular,6,MIN,3,DET,17,MIN,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0
2014,Regular,6,ARI,30,WAS,20,ARI,1,0,1,0,0,0,0,0,3,1,0,0,0,2.0,0
2014,Regular,6,PHI,27,NYG,0,NYG,0,0,0,0,0,0,0,0,2,0,0,0,0,1.0,0
2014,Regular,6,NYJ,17,DEN,31,DEN,0,0,1,0,0,0,0,0,1,1,0,0,0,4.0,0
2014,Regular,6,MIA,24,GB,27,MIA,1,0,0,0,0,0,0,0,0,0,0,1,0,3.0,0
2014,Regular,6,ATL,13,CHI,27,CHI,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0,0
2014,Regular,6,ARI,30,WAS,20,WAS,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
2014,Regular,6,PHI,27,NYG,0,PHI,3,0,1,0,0,0,0,0,0,0,0,0,0,8.0,0
2014,Regular,6,SEA,23,DAL,30,DAL,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0
2014,Regular,6,TEN,16,JAC,14,JAC,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0
2014,Regular,6,OAK,28,SD,31,OAK,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
2014,Regular,6,BUF,22,NE,37,BUF,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
2014,Regular,6,SEA,23,DAL,30,SEA,0,0,2,0,0,0,0,0,0,0,1,1,0,1.0,0
2014,Regular,6,TEN,16,JAC,14,TEN,1,1,1,0,0,0,0,0,1,0,0,0,0,6.0,0
2014,Regular,6,TB,17,BAL,48,TB,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0
2014,Regular,6,OAK,28,SD,31,SD,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0
2014,Regular,7,CHI,14,MIA,27,MIA,2,0,2,0,0,0,0,0,1,0,0,0,0,3.0,0
2014,Regular,7,STL,28,SEA,26,SEA,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2014,Regular,7,JAC,24,CLE,6,JAC,1,0,2,0,0,0,0,0,1,0,0,0,0,3.0,0
2014,Regular,7,NE,27,NYJ,25,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
2014,Regular,7,BAL,29,ATL,7,ATL,0,0,1,0,0,0,0,0,2,0,0,0,0,1.0,0
2014,Regular,7,WAS,19,TEN,17,TEN,1,0,1,0,0,0,0,0,1,0,0,0,0,3.0,0
2014,Regular,7,DAL,31,NYG,21,NYG,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0
2014,Regular,7,NE,27,NYJ,25,NE,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0
2014,Regular,7,OAK,13,ARI,24,ARI,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
2014,Regular,7,PIT,30,HOU,23,HOU,1,0,1,0,0,0,0,0,0,0,0,0,0,3.0,0
2014,Regular,7,DAL,31,NYG,21,DAL,2,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0
2014,Regular,7,WAS,19,TEN,17,WAS,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0
2014,Regular,7,CHI,14,MIA,27,CHI,1,1,0,0,0,0,0,0,0,0,0,0,0,4.0,0
2014,Regular,7,DET,24,NO,23,DET,1,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0
2014,Regular,7,SD,20,KC,23,KC,1,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0
2014,Regular,7,IND,27,CIN,0,CIN,1,0,2,0,0,0,0,0,0,0,0,0,0,2.0,0
2014,Regular,7,JAC,24,CLE,6,CLE,0,0,0,0,0,0,0,0,3,0,0,0,0,2.0,0
2014,Regular,7,OAK,13,ARI,24,OAK,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0
2014,Regular,7,DET,24,NO,23,NO,0,0,0,0,0,0,0,0,2,0,0,0,0,3.0,0
2014,Regular,7,BAL,29,ATL,7,BAL,1,0,1,0,0,0,0,0,0,0,0,0,1,5.0,0
2014,Regular,7,IND,27,CIN,0,IND,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0
2014,Regular,7,SD,20,KC,23,SD,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0
2014,Regular,7,GB,38,CAR,17,CAR,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
2014,Regular,7,BUF,17,MIN,16,MIN,3,0,3,0,0,0,0,0,1,0,0,0,0,6.0,0
2014,Regular,7,DEN,42,SF,17,DEN,0,0,0,0,0,0,0,0,1,0,0,0,0,6.0,0
2014,Regular,7,PIT,30,HOU,23,PIT,2,0,2,0,0,0,0,0,1,0,0,0,0,1.0,0
2014,Regular,7,STL,28,SEA,26,STL,0,0,0,0,0,0,1,1,0,0,0,0,0,3.0,0
2014,Regular,7,BUF,17,MIN,16,BUF,0,0,0,0,0,0,0,0,2,0,0,0,0,5.0,0
2014,Regular,7,DEN,42,SF,17,SF,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
2014,Regular,7,GB,38,CAR,17,GB,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0
2014,Regular,8,ATL,21,DET,22,DET,3,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0
2014,Regular,8,ARI,24,PHI,20,PHI,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0
2014,Regular,8,DAL,17,WAS,20,DAL,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0
2014,Regular,8,KC,34,STL,7,STL,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0,0
2014,Regular,8,CAR,9,SEA,13,CAR,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0
2014,Regular,8,NO,44,GB,23,GB,1,0,1,0,0,0,0,0,0,0,0,0,0,2.0,0
2014,Regular,8,ARI,24,PHI,20,ARI,1,0,1,0,0,0,0,0,2,0,0,0,0,0.0,0
2014,Regular,8,JAC,13,MIA,27,MIA,1,1,1,0,0,0,0,0,2,2,0,0,0,4.0,0
2014,Regular,8,CIN,27,BAL,24,BAL,2,0,1,0,0,0,0,0,1,0,0,0,0,2.0,0
2014,Regular,8,CLE,23,OAK,13,OAK,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
2014,Regular,8,JAC,13,MIA,27,JAC,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0
2014,Regular,8,NE,51,CHI,23,NE,1,0,1,1,0,0,0,0,1,0,0,0,0,3.0,0
2014,Regular,8,TB,13,MIN,19,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
2014,Regular,8,CLE,23,OAK,13,CLE,2,0,2,0,0,0,0,0,1,0,0,0,0,3.0,0
2014,Regular,8,NYJ,23,BUF,43,BUF,3,0,2,0,0,0,0,0,4,0,0,0,0,4.0,0
2014,Regular,8,DAL,17,WAS,20,WAS,3,0,2,0,0,0,0,0,0,0,0,0,0,5.0,0
2014,Regular,8,PIT,51,IND,34,PIT,1,0,0,0,0,0,0,0,2,1,0,0,0,2.0,0
2014,Regular,8,NO,44,GB,23,NO,1,0,1,0,0,0,0,0,2,0,0,0,0,4.0,0
2014,Regular,8,CIN,27,BAL,24,CIN,1,0,0,0,0,0,0,0,2,0,0,0,0,1.0,0
2014,Regular,8,TEN,16,HOU,30,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0
2014,Regular,8,NE,51,CHI,23,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
2014,Regular,8,DEN,35,SD,21,SD,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2014,Regular,8,ATL,21,DET,22,ATL,1,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0
2014,Regular,8,NYJ,23,BUF,43,NYJ,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0
2014,Regular,8,DEN,35,SD,21,DEN,0,0,0,0,0,0,0,0,2,0,0,0,0,2.0,0
2014,Regular,8,TB,13,MIN,19,MIN,1,0,1,1,0,0,0,0,1,0,0,0,0,5.0,0
2014,Regular,8,KC,34,STL,7,KC,0,0,0,0,0,1,0,0,1,0,0,0,0,7.0,0
2014,Regular,8,PIT,51,IND,34,IND,2,0,2,0,0,0,0,0,0,0,0,1,0,0.0,0
2014,Regular,8,TEN,16,HOU,30,HOU,1,0,1,0,0,0,0,0,1,0,0,0,0,2.0,0
2014,Regular,8,CAR,9,SEA,13,SEA,1,0,1,0,0,0,0,0,1,0,0,0,0,3.0,0
2014,Regular,9,KC,24,NYJ,10,NYJ,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
2014,Regular,9,PIT,43,BAL,23,PIT,1,0,1,0,0,0,0,0,1,0,0,0,0,4.0,0
2014,Regular,9,MIN,29,WAS,26,MIN,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,0
2014,Regular,9,CLE,22,TB,17,CLE,0,1,0,0,0,0,0,0,2,0,0,0,0,2.0,0
2014,Regular,9,CAR,10,NO,28,NO,1,0,1,0,0,0,0,0,1,0,0,0,0,4.0,0
2014,Regular,9,CAR,10,NO,28,CAR,3,0,1,0,0,0,0,0,1,0,0,0,0,4.0,0
2014,Regular,9,SF,10,STL,13,STL,1,0,2,0,0,0,0,0,0,0,0,0,0,7.0,0
2014,Regular,9,MIA,37,SD,0,MIA,1,0,1,0,0,0,0,0,3,0,0,0,0,4.0,0
2014,Regular,9,SEA,30,OAK,24,OAK,0,0,0,0,0,0,0,0,0,0,1,1,0,1.0,0
2014,Regular,9,NE,43,DEN,21,NE,0,0,0,0,0,0,1,1,2,0,0,0,0,1.0,0
2014,Regular,9,SF,10,STL,13,SF,0,0,0,0,0,0,0,0,2,0,0,0,0,1.0,0
2014,Regular,9,CLE,22,TB,17,TB,0,0,0,0,0,0,0,0,2,0,0,0,0,3.0,0
2014,Regular,9,PIT,43,BAL,23,BAL,0,0,1,0,0,1,0,0,0,0,0,0,0,3.0,0
2014,Regular,9,NE,43,DEN,21,DEN,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0
2014,Regular,9,CIN,33,JAC,23,JAC,1,0,0,0,0,0,0,0,2,0,0,0,0,2.0,0
2014,Regular,9,DAL,17,ARI,28,ARI,0,1,0,0,0,0,0,0,2,0,0,0,0,1.0,0
2014,Regular,9,SEA,30,OAK,24,SEA,3,0,1,0,0,0,0,0,2,1,0,0,0,1.0,0
2014,Regular,9,DAL,17,ARI,28,DAL,1,0,0,0,0,0,0,0,1,1,0,0,0,2.0,0
2014,Regular,9,MIN,29,WAS,26,WAS,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
2014,Regular,9,KC,24,NYJ,10,KC,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0
2014,Regular,9,CIN,33,JAC,23,CIN,0,0,0,0,0,0,0,0,1,0,0,1,1,2.0,0
2014,Regular,9,MIA,37,SD,0,SD,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
2014,Regular,9,HOU,21,PHI,31,HOU,0,0,1,0,0,0,0,0,3,1,0,0,0,4.0,0
2014,Regular,9,HOU,21,PHI,31,PHI,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0,0
2014,Regular,9,NYG,24,IND,40,NYG,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
2014,Regular,9,NYG,24,IND,40,IND,3,0,1,0,0,0,0,0,0,0,0,0,0,3.0,0
2014,Regular,10,ARI,31,STL,14,ARI,1,0,1,1,0,0,0,0,2,1,0,0,0,6.0,0
2014,Regular,10,PHI,45,CAR,21,PHI,3,0,2,0,0,0,1,1,3,1,0,0,0,9.0,0
2014,Regular,10,JAC,17,DAL,31,JAC,1,0,1,0,0,0,0,0,0,0,0,0,0,1.0,0
2014,Regular,10,CIN,3,CLE,24,CLE,1,0,1,0,0,0,0,0,3,0,0,0,0,2.0,0
2014,Regular,10,BUF,13,KC,17,KC,2,0,2,0,0,0,0,0,0,0,0,0,0,1.0,0
2014,Regular,10,NO,24,SF,27,SF,1,0,1,0,0,0,0,0,2,0,0,0,0,2.0,0
2014,Regular,10,NYJ,20,PIT,13,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0
2014,Regular,10,CIN,3,CLE,24,CIN,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0
2014,Regular,10,SEA,38,NYG,17,NYG,3,0,1,0,0,0,0,0,2,0,0,0,0,2.0,0
2014,Regular,10,TB,17,ATL,27,TB,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
2014,Regular,10,DET,20,MIA,16,MIA,0,1,0,0,0,0,0,0,1,0,0,0,0,3.0,0
2014,Regular,10,BAL,21,TEN,7,TEN,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
2014,Regular,10,NO,24,SF,27,NO,1,0,1,0,0,0,0,0,0,0,0,0,0,4.0,0
2014,Regular,10,SEA,38,NYG,17,SEA,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0
2014,Regular,10,BUF,13,KC,17,BUF,2,0,1,0,0,0,0,0,0,0,0,0,0,6.0,0
2014,Regular,10,PHI,45,CAR,21,CAR,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
2014,Regular,10,OAK,17,DEN,41,OAK,1,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0
2014,Regular,10,GB,55,CHI,14,GB,2,0,1,0,0,0,0,0,2,1,0,0,0,4.0,0
2014,Regular,10,JAC,17,DAL,31,DAL,2,0,2,0,0,0,0,0,1,0,0,0,0,4.0,0
2014,Regular,10,ARI,31,STL,14,STL,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0
2014,Regular,10,NYJ,20,PIT,13,NYJ,1,0,2,0,0,0,0,0,2,0,0,0,0,2.0,0
2014,Regular,10,DET,20,MIA,16,DET,1,0,1,0,0,0,0,0,1,0,0,0,0,3.0,0
2014,Regular,10,GB,55,CHI,14,CHI,1,0,1,0,0,1,0,0,0,0,0,0,0,0.0,0
2014,Regular,10,BAL,21,TEN,7,BAL,2,0,1,0,0,0,0,0,1,0,0,0,0,5.0,0
2014,Regular,10,OAK,17,DEN,41,DEN,1,0,1,0,0,0,0,0,2,0,0,0,0,0.0,0
2014,Regular,10,TB,17,ATL,27,ATL,1,0,1,0,0,0,0,0,2,0,0,0,0,4.0,0
2014,Regular,11,NYG,10,SF,16,NYG,0,0,2,0,0,0,0,0,0,0,0,0,0,1.0,0
2014,Regular,11,NYG,10,SF,16,SF,1,0,0,0,0,0,0,0,5,0,0,0,0,2.0,0
2014,Regular,11,KC,24,SEA,20,KC,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0
2014,Regular,11,CHI,21,MIN,13,MIN,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0
2014,Regular,11,GB,53,PHI,20,PHI,1,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0
2014,Regular,11,TEN,24,PIT,27,TEN,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,0
2014,Regular,11,IND,20,NE,42,IND,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0
