season_year,season_type,week,home_team,home_score,away_team,away_score,team,full_name,position,receiving_rec,receiving_tar,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yac,receiving_yds,fumbles_total,fumble_rec_tds,kicking_rec_tds,kickret_tds,puntret_tds,rushing_att,rushing_yds,rushing_tds,rushing_loss_yards,rushing_twoptm
2015,Preseason,1,ATL,31,TEN,24,TEN,Dorial Green-Beckham,WR,1,2,0,0,0,4,32,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,ATL,31,TEN,24,TEN,Harry Douglas,WR,3,3,0,0,0,8,46,1,0,0,0,0,0,0,0,0,0
2015,Preseason,1,ATL,31,TEN,24,TEN,Justin Hunter,WR,1,2,0,0,0,-1,13,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,ATL,31,TEN,24,TEN,Kendall Wright,WR,1,1,0,0,0,12,9,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,BAL,30,NO,27,BAL,Darren Waller,WR,1,3,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,BAL,30,NO,27,BAL,Jeremy Butler,WR,1,3,0,0,0,13,14,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,BAL,30,NO,27,BAL,Michael Campanaro,WR,2,2,1,0,0,29,58,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,BAL,30,NO,27,BAL,Steve Smith,WR,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,BAL,30,NO,27,NO,Brandin Cooks,WR,1,3,1,0,0,30,28,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,BAL,30,NO,27,NO,Seantavius Jones,WR,1,2,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,BAL,30,NO,27,NO,Willie Snead,WR,2,2,0,0,0,8,30,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,BUF,24,CAR,25,BUF,Chris Hogan,WR,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,BUF,24,CAR,25,BUF,Deonte Thompson,WR,2,4,1,0,0,5,61,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,BUF,24,CAR,25,BUF,Marquise Goodwin,WR,1,3,0,0,0,23,29,0,0,0,0,0,1,2,0,0,0
2015,Preseason,1,BUF,24,CAR,25,BUF,Robert Woods,WR,2,2,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,BUF,24,CAR,25,BUF,Sammy Watkins,WR,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,BUF,24,CAR,25,CAR,Brenton Bersin,WR,1,2,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,BUF,24,CAR,25,CAR,Damiere Byrd,WR,3,5,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,BUF,24,CAR,25,CAR,Devin Funchess,WR,2,4,0,0,0,4,53,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,BUF,24,CAR,25,CAR,Kelvin Benjamin,WR,3,5,1,0,0,9,36,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,BUF,24,CAR,25,CAR,Marcus Lucas,WR,2,2,0,0,0,23,36,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,BUF,24,CAR,25,CAR,Ted Ginn,WR,1,1,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,CHI,27,MIA,10,CHI,Cameron Meredith,WR,4,6,0,0,0,30,47,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,CHI,27,MIA,10,CHI,Eddie Royal,WR,2,3,0,0,0,8,19,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,CHI,27,MIA,10,CHI,Josh Bellamy,WR,3,7,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,CHI,27,MIA,10,CHI,Marquess Wilson,WR,1,1,0,0,0,11,6,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,CHI,27,MIA,10,CHI,Rashad Lawrence,WR,3,7,0,0,0,11,25,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,CHI,27,MIA,10,MIA,Cobi Hamilton,WR,4,9,0,0,0,10,49,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,CHI,27,MIA,10,MIA,Jarvis Landry,WR,2,2,1,0,0,7,11,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,CHI,27,MIA,10,MIA,LaRon Byrd,WR,1,1,0,0,0,2,34,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,CHI,27,MIA,10,MIA,Matt Hazel,WR,2,5,0,0,0,7,34,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,CHI,27,MIA,10,MIA,Rishard Matthews,WR,1,2,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,CIN,23,NYG,10,CIN,A.J. Green,WR,1,1,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,CIN,23,NYG,10,CIN,Brandon Tate,WR,1,2,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,CIN,23,NYG,10,CIN,Jake Kumerow,WR,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,CIN,23,NYG,10,CIN,Mario Alford,WR,1,2,0,0,0,10,13,0,0,0,0,0,1,23,0,0,0
2015,Preseason,1,CIN,23,NYG,10,CIN,Marvin Jones,WR,1,2,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,CIN,23,NYG,10,CIN,Mohamed Sanu,WR,1,1,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,CIN,23,NYG,10,NYG,Dwayne Harris,WR,1,3,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,CIN,23,NYG,10,NYG,Geremy Davis,WR,1,2,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,CLE,17,WAS,20,CLE,Darius Jennings,WR,2,4,0,0,0,6,28,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,CLE,17,WAS,20,CLE,Shane Wynn,WR,2,4,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,CLE,17,WAS,20,CLE,Taylor Gabriel,WR,1,1,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,CLE,17,WAS,20,CLE,Travis Benjamin,WR,2,2,1,0,0,3,10,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,CLE,17,WAS,20,CLE,Vince Mayle,WR,2,3,0,0,0,5,28,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,CLE,17,WAS,20,WAS,Andre Roberts,WR,4,4,0,0,0,20,71,1,0,0,0,0,0,0,0,0,0
2015,Preseason,1,CLE,17,WAS,20,WAS,Rashad Ross,WR,5,7,0,0,0,17,68,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,CLE,17,WAS,20,WAS,Ryan Grant,WR,3,3,0,0,0,11,36,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,DET,23,NYJ,3,DET,Golden Tate,WR,2,2,1,0,0,36,57,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,DET,23,NYJ,3,DET,T.J. Jones,WR,1,1,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,DET,23,NYJ,3,NYJ,Brandon Marshall,WR,1,1,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,DET,23,NYJ,3,NYJ,Eric Decker,WR,1,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,DET,23,NYJ,3,NYJ,Shaq Evans,WR,1,1,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,DET,23,NYJ,3,NYJ,Walt Powell,WR,2,2,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,HOU,23,SF,10,HOU,Cecil Shorts,WR,1,1,1,0,0,42,58,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,HOU,23,SF,10,HOU,Jaelen Strong,WR,1,1,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,HOU,23,SF,10,HOU,Keith Mumphery,WR,1,2,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,HOU,23,SF,10,SF,Anquan Boldin,WR,1,1,0,0,0,9,14,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,HOU,23,SF,10,SF,Derek Carrier,WR,1,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,JAC,23,PIT,21,JAC,Allen Hurns,WR,1,2,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,JAC,23,PIT,21,JAC,Allen Robinson,WR,2,2,0,0,0,12,25,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,JAC,23,PIT,21,JAC,Arrelious Benn,WR,1,1,0,0,0,4,27,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,JAC,23,PIT,21,JAC,Bryan Walters,WR,2,3,0,0,0,9,20,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,JAC,23,PIT,21,JAC,Tony Washington,WR,2,3,0,0,0,7,15,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,JAC,23,PIT,21,PIT,Antonio Brown,WR,1,1,0,0,0,-3,6,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,JAC,23,PIT,21,PIT,C.J. Goodwin,WR,2,4,1,0,0,1,25,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,JAC,23,PIT,21,PIT,Darrius Heyward-Bey,WR,3,4,0,0,0,12,30,0,0,0,0,0,1,4,0,0,0
2015,Preseason,1,JAC,23,PIT,21,PIT,Martavis Bryant,WR,3,5,1,0,0,12,55,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,JAC,23,PIT,21,PIT,Sammie Coates,WR,5,11,0,0,0,1,52,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,MIN,26,TB,16,MIN,Adam Thielen,WR,2,2,1,0,0,50,54,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,MIN,26,TB,16,MIN,Cordarrelle Patterson,WR,2,2,1,0,0,10,29,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,MIN,26,TB,16,MIN,Isaac Fruechte,WR,2,2,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,MIN,26,TB,16,MIN,Jarius Wright,WR,2,2,0,0,0,29,50,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,MIN,26,TB,16,MIN,Mike Wallace,WR,1,2,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,MIN,26,TB,16,MIN,Stefon Diggs,WR,2,5,0,0,0,21,26,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,MIN,26,TB,16,TB,Adam Humphries,WR,1,3,0,0,0,7,24,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,MIN,26,TB,16,TB,Donteea Dye,WR,2,2,0,0,0,9,23,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,MIN,26,TB,16,TB,Vincent Jackson,WR,1,3,0,0,0,5,40,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,NE,11,GB,22,GB,Davante Adams,WR,3,7,0,0,0,2,17,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,NE,11,GB,22,GB,Jeff Janis,WR,2,3,1,0,0,1,31,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,NE,11,GB,22,GB,Jordy Nelson,WR,2,2,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,NE,11,GB,22,GB,Myles White,WR,1,2,0,1,0,6,10,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,NE,11,GB,22,GB,Randall Cobb,WR,1,1,0,0,0,12,16,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,NE,11,GB,22,GB,Ty Montgomery,WR,2,4,0,1,0,7,28,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,NE,11,GB,22,NE,Chris Harper,WR,7,7,0,0,0,13,48,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,NE,11,GB,22,NE,Jonathan Krause,WR,3,3,0,0,0,9,20,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,NE,11,GB,22,NE,Josh Boyce,WR,2,11,0,0,0,7,19,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,OAK,18,STL,3,OAK,Amari Cooper,WR,3,4,0,0,0,5,22,0,0,0,0,0,1,3,0,0,0
2015,Preseason,1,OAK,18,STL,3,OAK,Andre Holmes,WR,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,OAK,18,STL,3,OAK,Brice Butler,WR,6,7,1,0,0,37,57,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,OAK,18,STL,3,OAK,Michael Crabtree,WR,2,3,0,0,0,14,15,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,OAK,18,STL,3,OAK,Seth Roberts,WR,4,4,0,0,0,24,42,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,OAK,18,STL,3,STL,Bradley Marquez,WR,4,5,0,0,0,2,23,1,0,0,0,0,0,0,0,0,0
2015,Preseason,1,OAK,18,STL,3,STL,Kenny Britt,WR,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,OAK,18,STL,3,STL,Stedman Bailey,WR,3,4,0,0,0,12,24,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,OAK,18,STL,3,STL,Tavon Austin,WR,1,2,0,0,0,41,35,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,OAK,18,STL,3,STL,Tyler Slavin,WR,1,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,PHI,36,IND,10,IND,Phillip Dorsett,WR,4,8,0,0,0,11,51,1,0,0,0,0,0,0,0,0,0
2015,Preseason,1,PHI,36,IND,10,PHI,Freddie Martino,WR,1,2,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,PHI,36,IND,10,PHI,Jordan Matthews,WR,2,5,0,0,0,4,44,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,PHI,36,IND,10,PHI,Nelson Agholor,WR,3,5,1,0,0,43,57,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,PHI,36,IND,10,PHI,Rasheed Bailey,WR,2,2,0,0,0,-1,23,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,SD,17,DAL,7,DAL,Cole Beasley,WR,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,SD,17,DAL,7,DAL,Devin Street,WR,3,4,0,0,0,8,45,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,SD,17,DAL,7,DAL,Lucky Whitehead,WR,1,1,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0
2015,Preseason,1,SD,17,DAL,7,DAL,Terrance Williams,WR,2,3,0,0,0,18,28,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,SD,17,DAL,7,SD,Dontrelle Inman,WR,2,2,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,SD,17,DAL,7,SD,Keenan Allen,WR,1,2,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,SEA,20,DEN,22,DEN,Bennie Fowler,WR,3,3,0,0,0,7,67,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,SEA,20,DEN,22,DEN,Cody Latimer,WR,4,5,0,0,0,13,49,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,SEA,20,DEN,22,DEN,Jordan Norwood,WR,3,3,0,0,0,7,29,1,0,0,0,0,0,0,0,0,0
2015,Preseason,1,SEA,20,DEN,22,SEA,B.J. Daniels,WR,2,4,0,0,0,6,15,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,SEA,20,DEN,22,SEA,Chris Matthews,WR,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2015,Preseason,1,SEA,20,DEN,22,SEA,Kevin Norwood,WR,1,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,ARI,31,NO,19,ARI,Jaron Brown,WR,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,ARI,31,NO,19,ARI,John Brown,WR,4,7,1,0,0,10,46,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,ARI,31,NO,19,ARI,Larry Fitzgerald,WR,6,8,0,0,0,28,87,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,ARI,31,NO,19,ARI,Michael Floyd,WR,1,1,0,0,0,2,18,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,ARI,31,NO,19,NO,Brandin Cooks,WR,4,8,0,0,0,23,49,0,0,0,0,0,1,4,0,0,0
2015,Regular,1,ARI,31,NO,19,NO,Brandon Coleman,WR,4,7,1,0,0,15,41,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,ARI,31,NO,19,NO,Willie Snead,WR,1,3,0,0,0,44,63,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,ATL,26,PHI,24,ATL,Julio Jones,WR,9,11,2,0,0,49,141,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,ATL,26,PHI,24,ATL,Nick Williams,WR,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,ATL,26,PHI,24,PHI,Jordan Matthews,WR,10,13,0,0,0,61,102,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,ATL,26,PHI,24,PHI,Josh Huff,WR,2,3,0,0,0,16,19,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,ATL,26,PHI,24,PHI,Nelson Agholor,WR,1,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,BUF,27,IND,14,BUF,Percy Harvin,WR,5,5,1,0,0,17,79,0,0,0,0,0,1,9,0,0,0
2015,Regular,1,BUF,27,IND,14,BUF,Robert Woods,WR,2,2,0,0,0,9,27,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,BUF,27,IND,14,IND,Donte Moncrief,WR,6,11,1,0,0,10,46,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,BUF,27,IND,14,IND,Phillip Dorsett,WR,2,3,0,0,0,1,45,2,0,0,0,0,0,0,0,0,0
2015,Regular,1,BUF,27,IND,14,IND,T.Y. Hilton,WR,7,14,0,0,0,31,88,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,CHI,23,GB,31,CHI,Alshon Jeffery,WR,5,11,0,0,0,31,78,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,CHI,23,GB,31,CHI,Eddie Royal,WR,1,5,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,CHI,23,GB,31,CHI,Marquess Wilson,WR,2,2,0,0,0,39,59,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,CHI,23,GB,31,GB,Davante Adams,WR,4,8,0,0,0,19,59,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,CHI,23,GB,31,GB,Randall Cobb,WR,5,5,1,0,0,31,38,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,DAL,27,NYG,26,DAL,Cole Beasley,WR,4,6,0,0,0,41,49,1,0,0,0,0,0,0,0,0,0
2015,Regular,1,DAL,27,NYG,26,DAL,Dez Bryant,WR,5,7,0,0,0,22,48,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,DAL,27,NYG,26,DAL,Terrance Williams,WR,5,8,0,0,0,15,60,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,DAL,27,NYG,26,NYG,Odell Beckham,WR,5,8,0,0,0,12,44,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,DAL,27,NYG,26,NYG,Rueben Randle,WR,3,5,0,0,0,8,23,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,DEN,19,BAL,13,BAL,Kamar Aiken,WR,1,3,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,DEN,19,BAL,13,BAL,Marlon Brown,WR,2,2,0,0,0,4,25,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,DEN,19,BAL,13,BAL,Michael Campanaro,WR,1,2,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,DEN,19,BAL,13,BAL,Steve Smith,WR,2,7,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,DEN,19,BAL,13,DEN,Demaryius Thomas,WR,7,11,0,0,0,22,60,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,DEN,19,BAL,13,DEN,Emmanuel Sanders,WR,8,12,0,0,0,17,65,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,DEN,19,BAL,13,DEN,Jordan Norwood,WR,2,5,0,0,0,7,25,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,HOU,20,KC,27,HOU,Cecil Shorts,WR,4,8,0,0,0,33,57,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,HOU,20,KC,27,HOU,DeAndre Hopkins,WR,9,12,2,1,1,6,98,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,HOU,20,KC,27,HOU,Keith Mumphery,WR,2,3,0,0,0,0,23,1,0,0,0,0,0,0,0,0,0
2015,Regular,1,HOU,20,KC,27,KC,Albert Wilson,WR,3,3,0,0,0,20,25,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,HOU,20,KC,27,KC,Jeremy Maclin,WR,5,9,0,0,0,11,52,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,JAC,9,CAR,20,CAR,Corey Brown,WR,2,3,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,JAC,9,CAR,20,CAR,Devin Funchess,WR,1,2,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,JAC,9,CAR,20,CAR,Ted Ginn,WR,2,7,0,0,0,27,54,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,JAC,9,CAR,20,JAC,Allen Hurns,WR,5,7,0,0,0,20,60,1,0,0,0,0,0,0,0,0,0
2015,Regular,1,JAC,9,CAR,20,JAC,Allen Robinson,WR,1,6,0,0,0,5,27,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,JAC,9,CAR,20,JAC,Bryan Walters,WR,2,2,0,0,0,1,17,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,JAC,9,CAR,20,JAC,Rashad Greene,WR,7,13,1,0,0,14,28,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,NE,28,PIT,21,NE,Aaron Dobson,WR,1,1,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,NE,28,PIT,21,NE,Danny Amendola,WR,2,3,0,0,0,8,24,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,NE,28,PIT,21,NE,Julian Edelman,WR,11,12,0,0,0,36,97,0,0,0,0,0,1,9,0,0,0
2015,Regular,1,NE,28,PIT,21,PIT,Antonio Brown,WR,9,11,1,0,0,52,133,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,NE,28,PIT,21,PIT,Darrius Heyward-Bey,WR,4,7,0,0,0,10,58,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,NE,28,PIT,21,PIT,Markus Wheaton,WR,3,7,0,1,1,1,55,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,NYJ,31,CLE,10,CLE,Andrew Hawkins,WR,3,6,0,0,0,4,24,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,NYJ,31,CLE,10,CLE,Taylor Gabriel,WR,2,4,0,0,0,2,20,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,NYJ,31,CLE,10,CLE,Travis Benjamin,WR,3,3,1,0,0,44,89,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,NYJ,31,CLE,10,NYJ,Brandon Marshall,WR,6,9,1,0,0,12,62,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,NYJ,31,CLE,10,NYJ,Eric Decker,WR,2,3,1,0,0,6,37,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,OAK,13,CIN,33,CIN,A.J. Green,WR,5,8,0,0,0,22,63,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,OAK,13,CIN,33,CIN,Marvin Jones,WR,2,3,0,0,0,18,19,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,OAK,13,CIN,33,CIN,Mohamed Sanu,WR,2,3,0,0,0,37,34,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,OAK,13,CIN,33,OAK,Amari Cooper,WR,5,9,0,0,0,20,47,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,OAK,13,CIN,33,OAK,Michael Crabtree,WR,5,8,0,0,0,11,37,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,OAK,13,CIN,33,OAK,Rod Streater,WR,1,1,0,1,0,1,8,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,OAK,13,CIN,33,OAK,Seth Roberts,WR,3,6,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,SD,33,DET,28,DET,Golden Tate,WR,4,8,0,0,0,29,24,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,SD,33,DET,28,SD,Keenan Allen,WR,15,17,0,0,0,73,166,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,SD,33,DET,28,SD,Steve Johnson,WR,6,6,1,0,0,75,82,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,SF,20,MIN,3,MIN,Charles Johnson,WR,2,3,0,0,0,8,27,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,SF,20,MIN,3,MIN,Cordarrelle Patterson,WR,1,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,SF,20,MIN,3,MIN,Jarius Wright,WR,1,4,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,SF,20,MIN,3,MIN,Mike Wallace,WR,6,7,0,0,0,5,63,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,SF,20,MIN,3,SF,Anquan Boldin,WR,4,5,0,0,0,11,36,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,SF,20,MIN,3,SF,Bruce Ellington,WR,2,2,0,0,0,9,5,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,SF,20,MIN,3,SF,Torrey Smith,WR,1,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,STL,34,SEA,31,SEA,Chris Matthews,WR,1,1,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,STL,34,SEA,31,SEA,Doug Baldwin,WR,7,9,0,0,0,22,35,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,STL,34,SEA,31,SEA,Jermaine Kearse,WR,8,10,0,0,0,36,76,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,STL,34,SEA,31,SEA,Tyler Lockett,WR,4,4,0,0,0,20,34,0,0,0,0,1,0,0,0,0,0
2015,Regular,1,STL,34,SEA,31,STL,Kenny Britt,WR,2,3,0,0,0,6,37,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,STL,34,SEA,31,STL,Stedman Bailey,WR,3,4,0,0,0,15,58,0,0,0,0,0,0,0,0,0,0
2015,Regular,1,STL,34,SEA,31,STL,Tavon Austin,WR,2,5,0,0,0,-2,-2,0,0,0,0,1,4,17,1,0,0
2015,Regular,1,TB,14,TEN,42,TB,Adam Humphries,WR,2,4,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0
