season_year,season_type,week,team,full_name,position,receiving_rec,receiving_tar,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yac,receiving_yds,fumbles_total,fumble_rec_tds,kicking_rec_tds,kickret_tds,puntret_tds,rushing_att,rushing_yds,rushing_tds,rushing_loss_yards,rushing_twoptm,team_score,opp_score,opp_team,h/a,total_points,rec_percentage,score_percentage,yds_per_rec,yds_per_rush,DK points
2016,Regular,14,JAC,Marqise Lee,WR,5,8,0,0,0,45,113,0,0,0,0,0,0,0,0,0,0,16,25,MIN,1,0,0.625,0.0,22.6,,19.3
2016,Regular,14,JAC,Neal Sterling,WR,3,5,0,0,0,14,27,0,0,0,0,0,0,0,0,0,0,16,25,MIN,1,0,0.6,0.0,9.0,,5.7
2016,Regular,14,JAC,Shane Wynn,WR,1,3,0,0,0,12,19,0,0,0,0,0,0,0,0,0,0,16,25,MIN,1,0,0.333333333333,0.0,19.0,,2.9
2016,Regular,14,MIN,Adam Thielen,WR,4,5,0,0,0,42,101,0,0,0,0,0,0,0,0,0,0,25,16,JAC,0,0,0.8,0.0,25.25,,17.1
2016,Regular,14,MIN,Charles Johnson,WR,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,25,16,JAC,0,0,1.0,0.0,6.0,,1.6
2016,Regular,14,MIN,Cordarrelle Patterson,WR,3,4,0,0,0,14,18,0,0,0,0,0,0,0,0,0,0,25,16,JAC,0,0,0.75,0.0,6.0,,4.8
2016,Regular,14,MIN,Stefon Diggs,WR,3,5,0,0,0,9,55,0,0,0,0,0,0,0,0,0,0,25,16,JAC,0,0,0.6,0.0,18.3333333333,,8.5
2016,Regular,14,KC,Chris Conley,WR,2,3,0,0,0,33,70,0,0,0,0,0,0,0,0,0,0,21,13,OAK,1,0,0.666666666667,0.0,35.0,,9.0
2016,Regular,14,KC,Jeremy Maclin,WR,1,3,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,21,13,OAK,1,0,0.333333333333,0.0,16.0,,2.6
2016,Regular,14,KC,Tyreek Hill,WR,6,6,1,0,0,16,66,1,0,0,0,1,1,2,0,0,0,21,13,OAK,1,12,1.0,0.571428571429,11.0,2.0,23.8
2016,Regular,14,OAK,Amari Cooper,WR,5,10,0,0,0,12,29,0,0,0,0,0,0,0,0,0,0,13,21,KC,0,0,0.5,0.0,5.8,,7.9
2016,Regular,14,OAK,Michael Crabtree,WR,4,7,0,0,0,10,21,0,0,0,0,0,0,0,0,0,0,13,21,KC,0,0,0.571428571429,0.0,5.25,,6.1
2016,Regular,14,OAK,Seth Roberts,WR,2,9,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,13,21,KC,0,0,0.222222222222,0.0,6.0,,3.2
2016,Regular,14,ATL,Aldrick Robinson,WR,3,6,0,0,0,9,42,0,0,0,0,0,0,0,0,0,0,42,14,LA,0,0,0.5,0.0,14.0,,7.2
2016,Regular,14,ATL,Justin Hardy,WR,2,2,1,0,0,2,9,0,0,0,0,0,0,0,0,0,0,42,14,LA,0,6,1.0,0.142857142857,4.5,,8.9
2016,Regular,14,ATL,Nick Williams,WR,4,5,0,0,0,35,49,0,0,0,0,0,0,0,0,0,0,42,14,LA,0,0,0.8,0.0,12.25,,8.9
2016,Regular,14,ATL,Taylor Gabriel,WR,3,6,1,0,0,33,82,0,0,0,0,0,1,0,0,0,0,42,14,LA,0,6,0.5,0.142857142857,27.3333333333,0.0,17.2
2016,Regular,14,LA,Brian Quick,WR,1,3,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,14,42,ATL,1,0,0.333333333333,0.0,10.0,,2.0
2016,Regular,14,LA,Kenny Britt,WR,7,12,0,0,0,21,82,0,0,0,0,0,0,0,0,0,0,14,42,ATL,1,0,0.583333333333,0.0,11.7142857143,,15.2
2016,Regular,14,LA,Mike Thomas,WR,1,1,0,0,0,3,16,1,0,0,0,0,0,0,0,0,0,14,42,ATL,1,0,1.0,0.0,16.0,,1.6
2016,Regular,14,LA,Pharoh Cooper,WR,3,3,0,0,0,16,22,0,0,0,0,0,0,0,0,0,0,14,42,ATL,1,0,1.0,0.0,7.33333333333,,5.2
2016,Regular,14,LA,Tavon Austin,WR,7,11,0,0,0,19,62,0,0,0,0,0,2,27,0,0,0,14,42,ATL,1,0,0.636363636364,0.0,8.85714285714,13.5,15.9
2016,Regular,14,ARI,Brittan Golden,WR,1,1,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,23,26,MIA,0,6,1.0,0.260869565217,9.0,,7.9
2016,Regular,14,ARI,J.J. Nelson,WR,1,2,1,0,0,0,8,0,0,0,0,0,1,56,1,0,0,23,26,MIA,0,12,0.5,0.521739130435,8.0,56.0,19.4
2016,Regular,14,ARI,Larry Fitzgerald,WR,3,9,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,23,26,MIA,0,0,0.333333333333,0.0,4.0,,4.2
2016,Regular,14,ARI,Michael Floyd,WR,2,3,0,0,0,4,18,0,0,0,0,0,0,0,0,0,0,23,26,MIA,0,0,0.666666666667,0.0,9.0,,3.8
2016,Regular,14,MIA,DeVante Parker,WR,2,3,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,26,23,ARI,1,0,0.666666666667,0.0,7.0,,3.4
2016,Regular,14,MIA,Jarvis Landry,WR,4,6,0,0,0,81,103,1,0,0,0,0,0,0,0,0,0,26,23,ARI,1,0,0.666666666667,0.0,25.75,,16.3
2016,Regular,14,MIA,Kenny Stills,WR,6,7,1,0,0,12,97,0,0,0,0,0,0,0,0,0,0,26,23,ARI,1,6,0.857142857143,0.230769230769,16.1666666667,,21.7
2016,Regular,14,BAL,Breshad Perriman,WR,3,4,0,0,0,3,52,0,0,0,0,0,0,0,0,0,0,23,30,NE,0,0,0.75,0.0,17.3333333333,,8.2
2016,Regular,14,BAL,Chris Moore,WR,1,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,23,30,NE,0,0,1.0,0.0,5.0,,1.5
2016,Regular,14,BAL,Darren Waller,WR,1,3,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,23,30,NE,0,6,0.333333333333,0.260869565217,3.0,,7.3
2016,Regular,14,BAL,Kamar Aiken,WR,1,4,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,23,30,NE,0,0,0.25,0.0,10.0,,2.0
2016,Regular,14,BAL,Mike Wallace,WR,5,8,0,0,0,9,52,0,0,0,0,0,0,0,0,0,0,23,30,NE,0,0,0.625,0.0,10.4,,10.2
2016,Regular,14,BAL,Steve Smith,WR,4,6,0,0,0,9,57,0,0,0,0,0,0,0,0,0,0,23,30,NE,0,0,0.666666666667,0.0,14.25,,9.7
2016,Regular,14,NE,Chris Hogan,WR,5,7,1,0,0,71,129,0,0,0,0,0,2,7,0,0,0,30,23,BAL,1,6,0.714285714286,0.2,25.8,3.5,27.6
2016,Regular,14,NE,Julian Edelman,WR,7,15,0,0,0,20,73,0,0,0,0,0,0,0,0,0,0,30,23,BAL,1,0,0.466666666667,0.0,10.4285714286,,14.3
2016,Regular,14,NE,Malcolm Mitchell,WR,4,5,1,0,0,21,41,0,0,0,0,0,0,0,0,0,0,30,23,BAL,1,6,0.8,0.2,10.25,,14.1
2016,Regular,14,DAL,Cole Beasley,WR,4,7,0,0,0,24,41,0,0,0,0,0,0,0,0,0,0,7,10,NYG,0,0,0.571428571429,0.0,10.25,,8.1
2016,Regular,14,DAL,Dez Bryant,WR,1,9,0,0,0,3,10,1,0,0,0,0,0,0,0,0,0,7,10,NYG,0,0,0.111111111111,0.0,10.0,,1.0
2016,Regular,14,DAL,Terrance Williams,WR,5,6,1,0,0,9,76,0,0,0,0,0,0,0,0,0,0,7,10,NYG,0,6,0.833333333333,0.857142857143,15.2,,18.6
2016,Regular,14,NYG,Odell Beckham,WR,4,9,1,0,0,68,94,1,0,0,0,0,0,0,0,0,0,10,7,DAL,1,6,0.444444444444,0.6,23.5,,18.4
2016,Regular,14,NYG,Sterling Shepard,WR,3,4,0,0,0,29,39,0,0,0,0,0,0,0,0,0,0,10,7,DAL,1,0,0.75,0.0,13.0,,6.9
2016,Regular,14,PHI,Jordan Matthews,WR,8,10,0,0,0,21,79,0,0,0,0,0,0,0,0,0,0,22,27,WAS,1,0,0.8,0.0,9.875,,15.9
2016,Regular,14,PHI,Nelson Agholor,WR,2,4,0,0,0,16,22,0,0,0,0,0,0,0,0,0,0,22,27,WAS,1,0,0.5,0.0,11.0,,4.2
2016,Regular,14,PHI,Paul Turner,WR,1,2,0,0,0,9,16,0,0,0,0,0,0,0,0,0,0,22,27,WAS,1,0,0.5,0.0,16.0,,2.6
2016,Regular,14,WAS,DeSean Jackson,WR,3,4,1,0,0,32,102,0,0,0,0,0,0,0,0,0,0,27,22,PHI,0,6,0.75,0.222222222222,34.0,,22.2
2016,Regular,14,WAS,Jamison Crowder,WR,2,5,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,27,22,PHI,0,0,0.4,0.0,18.5,,5.7
2016,Regular,14,WAS,Pierre Garcon,WR,5,6,1,0,0,3,59,0,0,0,0,0,0,0,0,0,0,27,22,PHI,0,6,0.833333333333,0.222222222222,11.8,,16.9
2016,Regular,14,NYJ,Brandon Marshall,WR,3,5,0,0,0,5,33,0,0,0,0,0,0,0,0,0,0,23,17,SF,0,0,0.6,0.0,11.0,,6.3
2016,Regular,14,NYJ,Charone Peake,WR,1,2,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,23,17,SF,0,0,0.5,0.0,10.0,,2.0
2016,Regular,14,NYJ,Quincy Enunwa,WR,3,7,0,0,0,13,29,0,0,0,0,0,0,0,0,0,0,23,17,SF,0,0,0.428571428571,0.0,9.66666666667,,5.9
2016,Regular,14,NYJ,Robby Anderson,WR,6,11,0,0,0,8,99,0,0,0,0,0,2,12,0,0,0,23,17,SF,0,0,0.545454545455,0.0,16.5,6.0,17.1
2016,Regular,14,SF,Chris Harper,WR,1,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,17,23,NYJ,1,0,0.2,0.0,8.0,,1.8
2016,Regular,14,SF,Jeremy Kerley,WR,5,8,0,0,0,36,50,0,0,0,0,0,0,0,0,0,0,17,23,NYJ,1,0,0.625,0.0,10.0,,10.0
2016,Regular,14,SF,Quinton Patton,WR,4,6,0,0,0,19,31,0,0,0,0,0,0,0,0,0,0,17,23,NYJ,1,0,0.666666666667,0.0,7.75,,7.1
2016,Regular,14,SF,Rod Streater,WR,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,17,23,NYJ,1,0,1.0,0.0,7.0,,1.7
2016,Regular,14,NO,Brandin Cooks,WR,5,10,0,0,0,7,61,0,0,0,0,0,0,0,0,0,0,11,16,TB,0,0,0.5,0.0,12.2,,11.1
2016,Regular,14,NO,Brandon Coleman,WR,5,8,0,0,0,10,47,0,0,0,0,0,0,0,0,0,0,11,16,TB,0,0,0.625,0.0,9.4,,9.7
2016,Regular,14,NO,Willie Snead,WR,6,8,0,0,0,23,85,0,0,0,0,0,0,0,0,0,0,11,16,TB,0,0,0.75,0.0,14.1666666667,,14.5
2016,Regular,14,TB,Josh Huff,WR,1,2,0,0,0,0,17,0,0,0,0,0,1,5,0,0,0,16,11,NO,1,0,0.5,0.0,17.0,5.0,3.2
2016,Regular,14,TB,Mike Evans,WR,4,8,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,16,11,NO,1,0,0.5,0.0,10.5,,8.2
2016,Regular,14,TB,Russell Shepard,WR,1,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,16,11,NO,1,0,0.333333333333,0.0,17.0,,2.7
2016,Regular,14,DEN,Bennie Fowler,WR,1,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,10,13,TEN,0,0,0.25,0.0,5.0,,1.5
2016,Regular,14,DEN,Cody Latimer,WR,1,2,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,10,13,TEN,0,0,0.5,0.0,16.0,,2.6
2016,Regular,14,DEN,Demaryius Thomas,WR,10,16,0,0,0,22,126,0,0,0,0,0,0,0,0,0,0,10,13,TEN,0,0,0.625,0.0,12.6,,25.6
2016,Regular,14,DEN,Emmanuel Sanders,WR,11,14,1,0,0,33,100,0,0,0,0,0,0,0,0,0,0,10,13,TEN,0,6,0.785714285714,0.6,9.09090909091,,30.0
2016,Regular,14,DEN,Jordan Taylor,WR,3,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,10,13,TEN,0,0,0.75,0.0,6.0,,4.8
2016,Regular,14,TEN,Harry Douglas,WR,1,2,0,0,0,18,10,0,0,0,0,0,0,0,0,0,0,13,10,DEN,1,0,0.5,0.0,10.0,,2.0
2016,Regular,14,TEN,Rishard Matthews,WR,1,3,0,0,0,4,26,0,0,0,0,0,0,0,0,0,0,13,10,DEN,1,0,0.333333333333,0.0,26.0,,3.6
2016,Regular,15,ARI,Brittan Golden,WR,2,2,0,0,0,4,23,1,0,0,0,0,0,0,0,0,0,41,48,NO,1,0,1.0,0.0,11.5,,3.3
2016,Regular,15,ARI,J.J. Nelson,WR,5,11,1,0,0,19,38,0,0,0,0,0,0,0,0,0,0,41,48,NO,1,6,0.454545454545,0.146341463415,7.6,,14.8
2016,Regular,15,ARI,John Brown,WR,5,6,1,0,0,16,81,0,0,0,0,0,0,0,0,0,0,41,48,NO,1,6,0.833333333333,0.146341463415,16.2,,19.1
2016,Regular,15,ARI,Larry Fitzgerald,WR,7,9,0,0,0,23,57,1,0,0,0,0,0,0,0,0,0,41,48,NO,1,0,0.777777777778,0.0,8.14285714286,,11.7
2016,Regular,15,NO,Brandin Cooks,WR,7,8,2,0,0,84,186,0,0,0,0,0,0,0,0,0,0,48,41,ARI,0,12,0.875,0.25,26.5714285714,,40.6
2016,Regular,15,NO,Michael Thomas,WR,7,10,1,0,0,13,52,0,0,0,0,0,0,0,0,0,0,48,41,ARI,0,6,0.7,0.125,7.42857142857,,18.2
2016,Regular,15,NO,Willie Snead,WR,8,11,0,0,0,23,76,0,0,0,0,0,0,0,0,0,0,48,41,ARI,0,0,0.727272727273,0.0,9.5,,15.6
2016,Regular,15,ATL,Aldrick Robinson,WR,4,5,0,0,0,54,111,0,0,0,0,0,0,0,0,0,0,41,13,SF,1,0,0.8,0.0,27.75,,18.1
2016,Regular,15,ATL,Justin Hardy,WR,1,2,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,41,13,SF,1,0,0.5,0.0,16.0,,2.6
2016,Regular,15,ATL,Mohamed Sanu,WR,3,3,0,0,0,22,44,0,0,0,0,0,0,0,0,0,0,41,13,SF,1,0,1.0,0.0,14.6666666667,,7.4
2016,Regular,15,ATL,Taylor Gabriel,WR,3,6,1,0,0,33,60,0,0,0,0,0,0,0,0,0,0,41,13,SF,1,6,0.5,0.146341463415,20.0,,15.0
2016,Regular,15,SF,Aaron Burbridge,WR,2,3,0,0,0,17,29,0,0,0,0,0,0,0,0,0,0,13,41,ATL,0,0,0.666666666667,0.0,14.5,,4.9
2016,Regular,15,SF,Chris Harper,WR,3,3,0,0,0,15,26,0,0,0,0,0,0,0,0,0,0,13,41,ATL,0,0,1.0,0.0,8.66666666667,,5.6
2016,Regular,15,SF,Jeremy Kerley,WR,5,8,0,0,0,17,28,0,0,0,0,0,0,0,0,0,0,13,41,ATL,0,0,0.625,0.0,5.6,,7.8
2016,Regular,15,SF,Quinton Patton,WR,2,2,0,0,0,-4,3,0,0,0,0,0,0,0,0,0,0,13,41,ATL,0,0,1.0,0.0,1.5,,2.3
2016,Regular,15,SF,Rod Streater,WR,2,3,1,0,0,0,11,0,0,0,0,0,0,0,0,0,0,13,41,ATL,0,6,0.666666666667,0.461538461538,5.5,,9.1
2016,Regular,15,BAL,Darren Waller,WR,1,2,0,0,0,7,11,0,0,0,0,0,0,0,0,0,0,27,26,PHI,1,0,0.5,0.0,11.0,,2.1
2016,Regular,15,BAL,Kamar Aiken,WR,2,2,1,0,0,1,19,0,0,0,0,0,0,0,0,0,0,27,26,PHI,1,6,1.0,0.222222222222,9.5,,9.9
2016,Regular,15,BAL,Mike Wallace,WR,2,5,0,0,0,41,60,0,0,0,0,0,0,0,0,0,0,27,26,PHI,1,0,0.4,0.0,30.0,,8.0
2016,Regular,15,BAL,Steve Smith,WR,2,7,1,0,0,3,40,0,0,0,0,0,0,0,0,0,0,27,26,PHI,1,6,0.285714285714,0.222222222222,20.0,,12.0
2016,Regular,15,PHI,Byron Marshall,WR,2,3,0,0,0,13,6,0,0,0,0,0,9,22,0,0,0,26,27,BAL,0,0,0.666666666667,0.0,3.0,2.44444444444,4.8
2016,Regular,15,PHI,Dorial Green-Beckham,WR,1,3,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,26,27,BAL,0,0,0.333333333333,0.0,11.0,,2.1
2016,Regular,15,PHI,Jordan Matthews,WR,6,11,0,1,0,20,27,0,0,0,0,0,0,0,0,0,0,26,27,BAL,0,0,0.545454545455,0.0,4.5,,8.7
2016,Regular,15,PHI,Nelson Agholor,WR,1,4,0,0,0,4,9,0,0,0,0,0,1,1,0,0,0,26,27,BAL,0,0,0.25,0.0,9.0,1.0,2.0
2016,Regular,15,BUF,Justin Hunter,WR,1,3,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,33,13,CLE,1,0,0.333333333333,0.0,16.0,,2.6
2016,Regular,15,BUF,Marquise Goodwin,WR,3,4,0,0,0,4,43,0,0,0,0,0,0,0,0,0,0,33,13,CLE,1,0,0.75,0.0,14.3333333333,,7.3
2016,Regular,15,BUF,Robert Woods,WR,1,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,33,13,CLE,1,0,0.5,0.0,5.0,,1.5
2016,Regular,15,BUF,Sammy Watkins,WR,1,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,33,13,CLE,1,0,0.25,0.0,10.0,,2.0
2016,Regular,15,CLE,Andrew Hawkins,WR,1,1,0,0,0,3,33,0,0,0,0,0,0,0,0,0,0,13,33,BUF,0,0,1.0,0.0,33.0,,4.3
2016,Regular,15,CLE,Corey Coleman,WR,3,4,0,0,0,16,24,0,0,0,0,0,0,0,0,0,0,13,33,BUF,0,0,0.75,0.0,8.0,,5.4
2016,Regular,15,CLE,Seth DeValve,WR,1,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,13,33,BUF,0,0,1.0,0.0,6.0,,1.6
2016,Regular,15,CHI,Alshon Jeffery,WR,6,9,1,0,0,17,89,0,0,0,0,0,0,0,0,0,0,27,30,GB,1,6,0.666666666667,0.222222222222,14.8333333333,,20.9
2016,Regular,15,CHI,Cameron Meredith,WR,9,13,0,0,0,48,104,0,0,0,0,0,0,0,0,0,0,27,30,GB,1,0,0.692307692308,0.0,11.5555555556,,22.4
2016,Regular,15,CHI,Daniel Brown,WR,1,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,27,30,GB,1,0,0.5,0.0,8.0,,1.8
2016,Regular,15,CHI,Deonte Thompson,WR,8,10,0,0,0,8,110,0,0,0,0,0,0,0,0,0,0,27,30,GB,1,0,0.8,0.0,13.75,,22.0
2016,Regular,15,CHI,Josh Bellamy,WR,1,3,1,0,0,10,10,0,0,0,0,0,0,0,0,0,0,27,30,GB,1,6,0.333333333333,0.222222222222,10.0,,8.0
2016,Regular,15,GB,Davante Adams,WR,2,6,0,0,0,14,25,0,0,0,0,0,0,0,0,0,0,30,27,CHI,0,0,0.333333333333,0.0,12.5,,4.5
2016,Regular,15,GB,Geronimo Allison,WR,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,30,27,CHI,0,0,1.0,0.0,7.0,,1.7
2016,Regular,15,GB,Jordy Nelson,WR,7,10,0,0,0,9,124,0,0,0,0,0,0,0,0,0,0,30,27,CHI,0,0,0.7,0.0,17.7142857143,,22.4
2016,Regular,15,GB,Ty Montgomery,WR,2,3,0,0,0,3,1,0,0,0,0,0,16,162,2,0,0,30,27,CHI,0,12,0.666666666667,0.4,0.5,10.125,33.3
2016,Regular,15,CIN,Brandon LaFell,WR,7,9,0,0,0,23,91,0,0,0,0,0,0,0,0,0,0,20,24,PIT,1,0,0.777777777778,0.0,13.0,,16.1
2016,Regular,15,CIN,Cody Core,WR,2,3,0,0,0,15,13,0,0,0,0,0,0,0,0,0,0,20,24,PIT,1,0,0.666666666667,0.0,6.5,,3.3
2016,Regular,15,CIN,James Wright,WR,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,20,24,PIT,1,0,1.0,0.0,5.0,,1.5
2016,Regular,15,CIN,Tyler Boyd,WR,2,3,0,0,0,9,13,0,0,0,0,0,0,0,0,0,0,20,24,PIT,1,0,0.666666666667,0.0,6.5,,3.3
2016,Regular,15,PIT,Antonio Brown,WR,3,5,0,1,0,13,58,0,0,0,0,0,0,0,0,0,0,24,20,CIN,0,0,0.6,0.0,19.3333333333,,8.8
2016,Regular,15,PIT,Cobi Hamilton,WR,1,2,0,0,0,1,21,0,0,0,0,0,0,0,0,0,0,24,20,CIN,0,0,0.5,0.0,21.0,,3.1
2016,Regular,15,PIT,Eli Rogers,WR,5,6,1,0,0,7,75,0,0,0,0,0,0,0,0,0,0,24,20,CIN,0,6,0.833333333333,0.25,15.0,,18.5
2016,Regular,15,PIT,Sammie Coates,WR,1,4,0,0,0,0,10,0,0,0,0,0,2,9,0,0,0,24,20,CIN,0,0,0.25,0.0,10.0,4.5,2.9
2016,Regular,15,DAL,Brice Butler,WR,1,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,26,20,TB,1,0,1.0,0.0,21.0,,3.1
2016,Regular,15,DAL,Cole Beasley,WR,4,5,0,0,0,22,48,0,0,0,0,0,0,0,0,0,0,26,20,TB,1,0,0.8,0.0,12.0,,8.8
2016,Regular,15,DAL,Dez Bryant,WR,8,10,0,0,0,20,82,0,0,0,0,0,0,0,0,0,0,26,20,TB,1,0,0.8,0.0,10.25,,16.2
2016,Regular,15,DAL,Terrance Williams,WR,3,4,0,0,0,16,30,0,0,0,0,0,0,0,0,0,0,26,20,TB,1,0,0.75,0.0,10.0,,6.0
2016,Regular,15,TB,Adam Humphries,WR,2,5,1,0,0,1,49,0,0,0,0,0,0,0,0,0,0,20,26,DAL,0,6,0.4,0.3,24.5,,12.9
2016,Regular,15,TB,Freddie Martino,WR,1,1,0,0,0,7,25,0,0,0,0,0,0,0,0,0,0,20,26,DAL,0,0,1.0,0.0,25.0,,3.5
2016,Regular,15,TB,Mike Evans,WR,4,8,0,0,0,5,59,0,0,0,0,0,0,0,0,0,0,20,26,DAL,0,0,0.5,0.0,14.75,,9.9
2016,Regular,15,TB,Russell Shepard,WR,1,3,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,20,26,DAL,0,0,0.333333333333,0.0,19.0,,2.9
2016,Regular,15,DEN,Demaryius Thomas,WR,7,11,0,0,0,28,91,0,0,0,0,0,0,0,0,0,0,3,16,NE,1,0,0.636363636364,0.0,13.0,,16.1
2016,Regular,15,DEN,Emmanuel Sanders,WR,3,6,0,0,0,11,48,0,0,0,0,0,0,0,0,0,0,3,16,NE,1,0,0.5,0.0,16.0,,7.8
2016,Regular,15,DEN,Jordan Norwood,WR,1,1,0,0,0,2,12,2,0,0,0,0,0,0,0,0,0,3,16,NE,1,0,1.0,0.0,12.0,,0.2
2016,Regular,15,DEN,Jordan Taylor,WR,1,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,16,NE,1,0,1.0,0.0,15.0,,2.5
2016,Regular,15,NE,Chris Hogan,WR,1,2,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,16,3,DEN,0,0,0.5,0.0,18.0,,2.8
2016,Regular,15,NE,Julian Edelman,WR,6,12,0,0,0,26,75,0,0,0,0,0,0,0,0,0,0,16,3,DEN,0,0,0.5,0.0,12.5,,13.5
2016,Regular,15,NE,Malcolm Mitchell,WR,1,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,16,3,DEN,0,0,1.0,0.0,14.0,,2.4
2016,Regular,15,HOU,DeAndre Hopkins,WR,8,17,0,0,0,9,87,0,0,0,0,0,0,0,0,0,0,21,20,JAC,1,0,0.470588235294,0.0,10.875,,16.7
2016,Regular,15,HOU,Keith Mumphery,WR,1,2,0,0,0,3,11,0,0,0,0,0,0,0,0,0,0,21,20,JAC,1,0,0.5,0.0,11.0,,2.1
2016,Regular,15,HOU,Wendall Williams,WR,2,3,0,0,0,9,34,0,0,0,0,0,0,0,0,0,0,21,20,JAC,1,0,0.666666666667,0.0,17.0,,5.4
2016,Regular,15,HOU,Will Fuller,WR,4,8,0,0,0,21,42,1,0,0,0,0,1,-3,0,0,0,21,20,JAC,1,0,0.5,0.0,10.5,-3.0,6.9
2016,Regular,15,JAC,Allen Robinson,WR,2,8,0,0,0,2,15,0,0,0,0,0,0,0,0,0,0,20,21,HOU,0,0,0.25,0.0,7.5,,3.5
2016,Regular,15,JAC,Bryan Walters,WR,2,5,0,0,0,1,26,0,0,0,0,0,0,0,0,0,0,20,21,HOU,0,0,0.4,0.0,13.0,,4.6
2016,Regular,15,JAC,Neal Sterling,WR,1,1,0,0,0,5,14,0,0,0,0,0,0,0,0,0,0,20,21,HOU,0,0,1.0,0.0,14.0,,2.4
2016,Regular,15,KC,Chris Conley,WR,2,4,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,17,19,TEN,1,0,0.5,0.0,5.5,,3.1
2016,Regular,15,KC,Jeremy Maclin,WR,6,8,0,0,0,18,82,0,0,0,0,0,0,0,0,0,0,17,19,TEN,1,0,0.75,0.0,13.6666666667,,14.2
2016,Regular,15,TEN,Kendall Wright,WR,2,2,0,0,0,6,19,0,0,0,0,0,0,0,0,0,0,19,17,KC,0,0,1.0,0.0,9.5,,3.9
2016,Regular,15,TEN,Rishard Matthews,WR,4,10,0,0,0,22,105,1,0,0,0,0,0,0,0,0,0,19,17,KC,0,0,0.4,0.0,26.25,,16.5
2016,Regular,15,TEN,Tajae Sharpe,WR,2,4,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,19,17,KC,0,0,0.5,0.0,5.0,,3.0
2016,Regular,15,IND,Chester Rogers,WR,3,5,0,0,0,8,24,0,0,0,0,0,0,0,0,0,0,34,6,MIN,0,0,0.6,0.0,8.0,,5.4
2016,Regular,15,IND,Phillip Dorsett,WR,1,1,1,0,0,13,50,0,0,0,0,0,0,0,0,0,0,34,6,MIN,0,6,1.0,0.176470588235,50.0,,12.0
2016,Regular,15,IND,T.Y. Hilton,WR,3,7,0,0,0,4,45,0,0,0,0,0,0,0,0,0,0,34,6,MIN,0,0,0.428571428571,0.0,15.0,,7.5
2016,Regular,15,MIN,Charles Johnson,WR,5,5,0,0,0,23,50,0,0,0,0,0,0,0,0,0,0,6,34,IND,1,0,1.0,0.0,10.0,,10.0
2016,Regular,15,MIN,Cordarrelle Patterson,WR,5,8,0,0,0,35,49,0,0,0,0,0,0,0,0,0,0,6,34,IND,1,0,0.625,0.0,9.8,,9.9
2016,Regular,15,MIN,Jarius Wright,WR,1,2,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,6,34,IND,1,0,0.5,0.0,2.0,,1.2
2016,Regular,15,MIN,Stefon Diggs,WR,2,5,0,0,0,7,13,0,0,0,0,0,0,0,0,0,0,6,34,IND,1,0,0.4,0.0,6.5,,3.3
2016,Regular,15,DET,Anquan Boldin,WR,3,4,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,6,17,NYG,0,0,0.75,0.0,4.33333333333,,4.3
2016,Regular,15,DET,Golden Tate,WR,8,13,0,0,0,40,122,0,0,0,0,0,0,0,0,0,0,6,17,NYG,0,0,0.615384615385,0.0,15.25,,23.2
