season_year,season_type,week,team,full_name,position,receiving_rec,receiving_tar,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yac,receiving_yds,fumbles_total,fumble_rec_tds,kicking_rec_tds,puntret_tds,kickret_tds,rushing_att,rushing_yds,rushing_tds,rushing_loss_yards,rushing_twoptm,team_score,opp_score,opp_team,h/a,total_points,rec_percentage,score_percentage,yds_per_rec,yds_per_rush,DK points
2016,Regular,17,CLE,Gary Barnidge,TE,5,5,1,0,0,23,40,0,0,0,0,0,0,0,0,0,0,24,27,PIT,0,6,1.0,0.25,8.0,,15.0
2016,Regular,17,PIT,Jesse James,TE,2,3,0,0,0,5,16,0,0,0,0,0,0,0,0,0,0,27,24,CLE,1,0,0.666666666667,0.0,8.0,,3.6
2016,Regular,17,KC,Travis Kelce,TE,1,2,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,37,27,SD,0,0,0.5,0.0,8.0,,1.8
2016,Regular,17,SD,Antonio Gates,TE,5,8,1,0,0,36,55,0,0,0,0,0,0,0,0,0,0,27,37,KC,1,6,0.625,0.222222222222,11.0,,16.5
2016,Regular,17,SD,Hunter Henry,TE,4,5,1,0,0,3,43,0,0,0,0,0,0,0,0,0,0,27,37,KC,1,6,0.8,0.222222222222,10.75,,14.3
2016,Regular,17,SEA,Brandon Williams,TE,1,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,25,23,SF,0,0,1.0,0.0,20.0,,3.0
2016,Regular,17,SEA,Jimmy Graham,TE,4,7,0,0,0,12,64,0,0,0,0,0,0,0,0,0,0,25,23,SF,0,0,0.571428571429,0.0,16.0,,10.4
2016,Regular,17,SEA,Luke Willson,TE,3,3,1,0,0,5,26,0,0,0,0,0,0,0,0,0,0,25,23,SF,0,6,1.0,0.24,8.66666666667,,11.6
2016,Regular,17,SF,Garrett Celek,TE,1,1,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,23,25,SEA,1,6,1.0,0.260869565217,9.0,,7.9
2016,Regular,17,CAR,Greg Olsen,TE,3,4,0,1,0,9,22,0,0,0,0,0,0,0,0,0,0,16,17,TB,0,0,0.75,0.0,7.33333333333,,5.2
2016,Regular,17,TB,Luke Stocker,TE,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,17,16,CAR,1,0,1.0,0.0,1.0,,1.1
2016,Regular,17,HOU,C.J. Fiedorowicz,TE,2,7,1,0,0,2,12,0,0,0,0,0,0,0,0,0,0,17,24,TEN,0,6,0.285714285714,0.352941176471,6.0,,9.2
2016,Regular,17,HOU,Ryan Griffin,TE,2,4,0,0,0,2,10,0,0,0,0,0,0,0,0,0,0,17,24,TEN,0,0,0.5,0.0,5.0,,3.0
2016,Regular,17,TEN,Delanie Walker,TE,5,8,0,0,0,10,35,0,0,0,0,0,0,0,0,0,0,24,17,HOU,1,0,0.625,0.0,7.0,,8.5
2016,Regular,17,NYG,Will Tye,TE,4,5,0,0,0,38,47,0,0,0,0,0,0,0,0,0,0,19,10,WAS,0,0,0.8,0.0,11.75,,8.7
2016,Regular,17,WAS,Jordan Reed,TE,5,6,1,0,0,15,40,1,0,0,0,0,0,0,0,0,0,10,19,NYG,1,6,0.833333333333,0.6,8.0,,14.0
2016,Regular,17,WAS,Vernon Davis,TE,2,3,0,0,0,3,49,0,0,0,0,0,0,0,0,0,0,10,19,NYG,1,0,0.666666666667,0.0,24.5,,6.9
2015,Preseason,0,MIN,Kyle Rudolph,TE,1,1,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,14,3,PIT,1,0,1.0,0.0,11.0,,2.1
2015,Preseason,0,MIN,MyCole Pruitt,TE,4,4,1,0,0,27,51,0,0,0,0,0,0,0,0,0,0,14,3,PIT,1,6,1.0,0.428571428571,12.75,,15.1
2015,Preseason,0,PIT,Jesse James,TE,2,4,0,0,0,5,9,1,0,0,0,0,0,0,0,0,0,3,14,MIN,0,0,0.5,0.0,4.5,,1.9
2015,Preseason,1,ARI,Gerald Christian,TE,1,1,0,0,0,5,13,0,0,0,0,0,0,0,0,0,0,19,34,KC,1,0,1.0,0.0,13.0,,2.3
2015,Preseason,1,ARI,Ifeanyi Momah,TE,3,4,0,0,0,4,31,0,0,0,0,0,0,0,0,0,0,19,34,KC,1,0,0.75,0.0,10.3333333333,,6.1
2015,Preseason,1,KC,Travis Kelce,TE,2,2,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,34,19,ARI,0,0,1.0,0.0,7.5,,3.5
2015,Preseason,1,ATL,Levine Toilolo,TE,3,4,0,0,0,21,36,0,0,0,0,0,0,0,0,0,0,31,24,TEN,1,0,0.75,0.0,12.0,,6.6
2015,Preseason,1,TEN,Anthony Fasano,TE,2,2,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,24,31,ATL,0,0,1.0,0.0,6.5,,3.3
2015,Preseason,1,TEN,Phillip Supernaw,TE,3,3,0,0,0,12,43,0,0,0,0,0,0,0,0,0,0,24,31,ATL,0,0,1.0,0.0,14.3333333333,,7.3
2015,Preseason,1,TEN,Tevin Westbrook,TE,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,24,31,ATL,0,0,1.0,0.0,6.0,,1.6
2015,Preseason,1,BAL,Crockett Gillmore,TE,2,2,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,30,27,NO,1,0,1.0,0.0,8.5,,3.7
2015,Preseason,1,BAL,Maxx Williams,TE,2,3,0,0,0,22,36,0,0,0,0,0,0,0,0,0,0,30,27,NO,1,0,0.666666666667,0.0,18.0,,5.6
2015,Preseason,1,BAL,Nick Boyle,TE,4,7,0,0,0,1,25,0,0,0,0,0,0,0,0,0,0,30,27,NO,1,0,0.571428571429,0.0,6.25,,6.5
2015,Preseason,1,NO,Josh Hill,TE,3,3,0,0,0,7,40,0,0,0,0,0,0,0,0,0,0,27,30,BAL,0,0,1.0,0.0,13.3333333333,,7.0
2015,Preseason,1,BUF,Matthew Mulligan,TE,2,2,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,24,25,CAR,1,0,1.0,0.0,2.5,,2.5
2015,Preseason,1,CAR,Ed Dickson,TE,1,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,25,24,BUF,0,0,0.5,0.0,5.0,,1.5
2015,Preseason,1,CAR,Greg Olsen,TE,1,1,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,25,24,BUF,0,0,1.0,0.0,9.0,,1.9
2015,Preseason,1,CHI,Martellus Bennett,TE,1,2,0,0,0,10,17,0,0,0,0,0,0,0,0,0,0,27,10,MIA,1,0,0.5,0.0,17.0,,2.7
2015,Preseason,1,MIA,Dion Sims,TE,2,2,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,10,27,CHI,0,0,1.0,0.0,7.5,,3.5
2015,Preseason,1,MIA,Jake Stoneburner,TE,2,3,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,10,27,CHI,0,0,0.666666666667,0.0,6.5,,3.3
2015,Preseason,1,CIN,C.J. Uzomah,TE,2,5,0,0,0,9,13,0,0,0,0,0,0,0,0,0,0,23,10,NYG,1,0,0.4,0.0,6.5,,3.3
2015,Preseason,1,CIN,Tyler Eifert,TE,2,2,0,0,0,13,30,0,0,0,0,0,0,0,0,0,0,23,10,NYG,1,0,1.0,0.0,15.0,,5.0
2015,Preseason,1,NYG,Jerome Cunningham,TE,1,2,0,0,0,2,28,0,0,0,0,0,0,0,0,0,0,10,23,CIN,0,0,0.5,0.0,28.0,,3.8
2015,Preseason,1,NYG,Larry Donnell,TE,1,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,10,23,CIN,0,0,1.0,0.0,5.0,,1.5
2015,Preseason,1,CLE,E.J. Bibbs,TE,3,3,0,0,0,33,29,0,0,0,0,0,0,0,0,0,0,17,20,WAS,1,0,1.0,0.0,9.66666666667,,5.9
2015,Preseason,1,DET,Eric Ebron,TE,1,1,0,0,0,9,13,0,0,0,0,0,0,0,0,0,0,23,3,NYJ,1,0,1.0,0.0,13.0,,2.3
2015,Preseason,1,NYJ,Wes Saxton,TE,1,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,3,23,DET,0,0,0.5,0.0,4.0,,1.4
2015,Preseason,1,HOU,C.J. Fiedorowicz,TE,1,1,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,23,10,SF,1,0,1.0,0.0,6.0,,1.6
2015,Preseason,1,HOU,Khari Lee,TE,2,2,0,0,0,4,27,0,0,0,0,0,0,0,0,0,0,23,10,SF,1,0,1.0,0.0,13.5,,4.7
2015,Preseason,1,SF,Asante Cleveland,TE,3,3,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,10,23,HOU,0,0,1.0,0.0,3.33333333333,,4.0
2015,Preseason,1,SF,Blake Bell,TE,2,2,0,0,0,13,15,0,0,0,0,0,0,0,0,0,0,10,23,HOU,0,0,1.0,0.0,7.5,,3.5
2015,Preseason,1,SF,Garrett Celek,TE,2,2,1,0,0,20,29,0,0,0,0,0,0,0,0,0,0,10,23,HOU,0,6,1.0,0.6,14.5,,10.9
2015,Preseason,1,SF,Vance McDonald,TE,1,1,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,10,23,HOU,0,0,1.0,0.0,8.0,,1.8
2015,Preseason,1,JAC,Ben Koyack,TE,2,2,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,23,21,PIT,1,0,1.0,0.0,5.0,,3.0
2015,Preseason,1,JAC,Clay Harbor,TE,2,4,1,0,0,6,35,0,0,0,0,0,0,0,0,0,0,23,21,PIT,1,6,0.5,0.260869565217,17.5,,11.5
2015,Preseason,1,JAC,Connor Hamlett,TE,1,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,23,21,PIT,1,0,0.333333333333,0.0,9.0,,1.9
2015,Preseason,1,JAC,Julius Thomas,TE,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,23,21,PIT,1,0,1.0,0.0,2.0,,1.2
2015,Preseason,1,JAC,Marcedes Lewis,TE,1,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,23,21,PIT,1,0,1.0,0.0,7.0,,1.7
2015,Preseason,1,PIT,Jesse James,TE,2,2,0,0,0,1,28,0,0,0,0,0,0,0,0,0,0,21,23,JAC,0,0,1.0,0.0,14.0,,4.8
2015,Preseason,1,MIN,Kyle Rudolph,TE,2,2,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,26,16,TB,1,0,1.0,0.0,12.0,,4.4
2015,Preseason,1,TB,Brandon Myers,TE,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,26,MIN,0,0,1.0,0.0,1.0,,1.1
2015,Preseason,1,TB,Cameron Brate,TE,1,3,0,0,0,14,16,0,0,0,0,0,0,0,0,0,0,16,26,MIN,0,0,0.333333333333,0.0,16.0,,2.6
2015,Preseason,1,TB,Luke Stocker,TE,1,1,0,0,0,17,18,0,0,0,0,0,0,0,0,0,0,16,26,MIN,0,0,1.0,0.0,18.0,,2.8
2015,Preseason,1,GB,Justin Perillo,TE,2,3,0,0,0,14,23,0,0,0,0,0,0,0,0,0,0,22,11,NE,0,0,0.666666666667,0.0,11.5,,4.3
2015,Preseason,1,GB,Kennard Backman,TE,2,2,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,22,11,NE,0,0,1.0,0.0,5.0,,3.0
2015,Preseason,1,GB,Richard Rodgers,TE,1,1,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,22,11,NE,0,0,1.0,0.0,18.0,,2.8
2015,Preseason,1,OAK,Clive Walford,TE,2,2,0,0,0,6,28,0,0,0,0,0,0,0,0,0,0,18,3,STL,1,0,1.0,0.0,14.0,,4.8
2015,Preseason,1,OAK,Gabe Holmes,TE,2,2,0,0,0,6,16,0,0,0,0,0,0,0,0,0,0,18,3,STL,1,0,1.0,0.0,8.0,,3.6
2015,Preseason,1,STL,Lance Kendricks,TE,1,1,0,0,0,6,26,0,0,0,0,0,0,0,0,0,0,3,18,OAK,0,0,1.0,0.0,26.0,,3.6
2015,Preseason,1,IND,Coby Fleener,TE,1,3,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,10,36,PHI,0,0,0.333333333333,0.0,6.0,,1.6
2015,Preseason,1,IND,Sean McGrath,TE,2,2,0,0,0,5,19,0,0,0,0,0,0,0,0,0,0,10,36,PHI,0,0,1.0,0.0,9.5,,3.9
2015,Preseason,1,PHI,Eric Tomlinson,TE,5,7,0,0,0,21,61,0,0,0,0,0,0,0,0,0,0,36,10,IND,1,0,0.714285714286,0.0,12.2,,11.1
2015,Preseason,1,PHI,Trey Burton,TE,1,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,36,10,IND,1,0,0.333333333333,0.0,21.0,,3.1
2015,Preseason,1,DAL,Gavin Escobar,TE,5,7,0,0,0,6,47,0,0,0,0,0,0,0,0,0,0,7,17,SD,0,0,0.714285714286,0.0,9.4,,9.7
2015,Preseason,1,DAL,Geoff Swaim,TE,2,2,0,0,0,15,21,0,0,0,0,0,0,0,0,0,0,7,17,SD,0,0,1.0,0.0,10.5,,4.1
2015,Preseason,1,DAL,James Hanna,TE,2,2,0,0,0,10,11,0,0,0,0,0,0,0,0,0,0,7,17,SD,0,0,1.0,0.0,5.5,,3.1
2015,Preseason,1,SD,Antonio Gates,TE,1,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,17,7,DAL,1,0,1.0,0.0,8.0,,1.8
2015,Preseason,1,SD,David Johnson,TE,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,17,7,DAL,1,0,1.0,0.0,0.0,,1.0
2015,Preseason,1,SD,John Phillips,TE,1,1,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,17,7,DAL,1,0,1.0,0.0,7.0,,1.7
2015,Preseason,1,DEN,Dominique Jones,TE,1,3,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,22,20,SEA,0,0,0.333333333333,0.0,7.0,,1.7
2015,Preseason,1,DEN,Virgil Green,TE,5,5,1,0,0,21,45,0,0,0,0,0,0,0,0,0,0,22,20,SEA,0,6,1.0,0.272727272727,9.0,,15.5
2015,Preseason,1,SEA,Cooper Helfet,TE,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20,22,DEN,1,0,1.0,0.0,4.0,,1.4
2015,Preseason,1,SEA,Jimmy Graham,TE,1,1,0,0,0,7,12,0,0,0,0,0,0,0,0,0,0,20,22,DEN,1,0,1.0,0.0,12.0,,2.2
2015,Regular,1,ARI,Darren Fells,TE,4,5,1,0,0,53,82,0,0,0,0,0,0,0,0,0,0,31,19,NO,1,6,0.8,0.193548387097,20.5,,18.2
2015,Regular,1,ARI,Jermaine Gresham,TE,1,1,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,31,19,NO,1,0,1.0,0.0,4.0,,1.4
2015,Regular,1,NO,Benjamin Watson,TE,3,5,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,19,31,ARI,0,0,0.6,0.0,6.33333333333,,4.9
2015,Regular,1,ATL,Jacob Tamme,TE,3,3,0,0,0,4,19,0,0,0,0,0,0,0,0,0,0,26,24,PHI,1,0,1.0,0.0,6.33333333333,,4.9
2015,Regular,1,ATL,Levine Toilolo,TE,1,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,26,24,PHI,1,0,1.0,0.0,4.0,,1.4
2015,Regular,1,PHI,Brent Celek,TE,1,1,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,24,26,ATL,0,0,1.0,0.0,6.0,,1.6
2015,Regular,1,PHI,Zach Ertz,TE,3,8,0,0,0,17,46,0,0,0,0,0,0,0,0,0,0,24,26,ATL,0,0,0.375,0.0,15.3333333333,,7.6
2015,Regular,1,IND,Coby Fleener,TE,1,1,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,14,27,BUF,0,2,1.0,0.142857142857,5.0,,3.5
2015,Regular,1,IND,Dwayne Allen,TE,3,6,1,0,0,2,17,0,0,0,0,0,0,0,0,0,0,14,27,BUF,0,6,0.5,0.428571428571,5.66666666667,,10.7
2015,Regular,1,CHI,Martellus Bennett,TE,5,7,1,0,0,33,55,0,0,0,0,0,0,0,0,0,0,23,31,GB,1,6,0.714285714286,0.260869565217,11.0,,16.5
2015,Regular,1,GB,Richard Rodgers,TE,3,3,0,0,0,15,27,0,0,0,0,0,1,11,0,0,0,31,23,CHI,0,0,1.0,0.0,9.0,11.0,6.8
2015,Regular,1,DAL,Gavin Escobar,TE,2,2,1,0,0,9,8,0,0,0,0,0,0,0,0,0,0,27,26,NYG,1,6,1.0,0.222222222222,4.0,,8.8
2015,Regular,1,DAL,Jason Witten,TE,8,9,2,0,0,24,60,0,0,0,0,0,0,0,0,0,0,27,26,NYG,1,12,0.888888888889,0.444444444444,7.5,,26.0
2015,Regular,1,NYG,Larry Donnell,TE,3,4,0,0,0,11,21,0,0,0,0,0,0,0,0,0,0,26,27,DAL,0,0,0.75,0.0,7.0,,5.1
2015,Regular,1,BAL,Crockett Gillmore,TE,2,4,0,0,0,7,23,0,0,0,0,0,0,0,0,0,0,13,19,DEN,0,0,0.5,0.0,11.5,,4.3
2015,Regular,1,BAL,Maxx Williams,TE,1,2,0,0,0,16,15,0,0,0,0,0,0,0,0,0,0,13,19,DEN,0,0,0.5,0.0,15.0,,2.5
2015,Regular,1,HOU,C.J. Fiedorowicz,TE,1,1,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,20,27,KC,1,0,1.0,0.0,15.0,,2.5
2015,Regular,1,HOU,Ryan Griffin,TE,1,4,0,0,0,7,18,0,0,0,0,0,0,0,0,0,0,20,27,KC,1,0,0.25,0.0,18.0,,2.8
2015,Regular,1,KC,Travis Kelce,TE,6,6,2,0,0,48,106,0,0,0,0,0,0,0,0,0,0,27,20,HOU,0,12,1.0,0.444444444444,17.6666666667,,31.6
2015,Regular,1,CAR,Ed Dickson,TE,1,2,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,20,9,JAC,0,0,0.5,0.0,9.0,,1.9
2015,Regular,1,CAR,Greg Olsen,TE,1,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,20,9,JAC,0,0,0.333333333333,0.0,11.0,,2.1
2015,Regular,1,NE,Rob Gronkowski,TE,5,8,3,0,0,47,94,0,0,0,0,0,0,0,0,0,0,28,21,PIT,1,18,0.625,0.642857142857,18.8,,32.4
2015,Regular,1,CLE,Gary Barnidge,TE,3,5,0,0,0,17,38,0,0,0,0,0,0,0,0,0,0,10,31,NYJ,0,0,0.6,0.0,12.6666666667,,6.8
2015,Regular,1,CLE,Jim Dray,TE,1,3,0,0,0,8,13,0,0,0,0,0,0,0,0,0,0,10,31,NYJ,0,0,0.333333333333,0.0,13.0,,2.3
2015,Regular,1,CIN,Tyler Eifert,TE,9,12,2,0,0,42,104,0,0,0,0,0,0,0,0,0,0,33,13,OAK,0,12,0.75,0.363636363636,11.5555555556,,34.4
2015,Regular,1,OAK,Clive Walford,TE,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,13,33,CIN,1,0,0.5,0.0,1.0,,1.1
2015,Regular,1,OAK,Mychal Rivera,TE,1,2,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,13,33,CIN,1,0,0.5,0.0,4.0,,1.4
2015,Regular,1,DET,Eric Ebron,TE,4,5,1,0,0,5,53,0,0,0,0,0,0,0,0,0,0,28,33,SD,0,6,0.8,0.214285714286,13.25,,15.3
2015,Regular,1,SD,Ladarius Green,TE,5,6,1,0,0,49,74,0,0,0,0,0,0,0,0,0,0,33,28,DET,1,6,0.833333333333,0.181818181818,14.8,,18.4
2015,Regular,1,MIN,Kyle Rudolph,TE,5,7,0,0,0,17,53,0,0,0,0,0,0,0,0,0,0,3,20,SF,0,0,0.714285714286,0.0,10.6,,10.3
2015,Regular,1,SF,Garrett Celek,TE,3,4,0,0,0,17,40,0,0,0,0,0,0,0,0,0,0,20,3,MIN,1,0,0.75,0.0,13.3333333333,,7.0
2015,Regular,1,SF,Vance McDonald,TE,1,1,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,20,3,MIN,1,0,1.0,0.0,5.0,,1.5
2015,Regular,1,SF,Vernon Davis,TE,3,6,0,0,0,15,47,0,0,0,0,0,0,0,0,0,0,20,3,MIN,1,0,0.5,0.0,15.6666666667,,7.7
2015,Regular,1,SEA,Jimmy Graham,TE,6,8,1,0,0,26,51,0,0,0,0,0,0,0,0,0,0,31,34,STL,0,6,0.75,0.193548387097,8.5,,17.1
2015,Regular,1,STL,Jared Cook,TE,5,6,0,0,0,32,85,0,0,0,0,0,0,0,0,0,0,34,31,SEA,1,0,0.833333333333,0.0,17.0,,13.5
2015,Regular,1,STL,Lance Kendricks,TE,2,2,1,0,0,8,42,0,0,0,0,0,0,0,0,0,0,34,31,SEA,1,6,1.0,0.176470588235,21.0,,12.2
2015,Regular,1,TB,Austin Seferian-Jenkins,TE,5,7,2,0,0,55,110,0,0,0,0,0,0,0,0,0,0,14,42,TEN,1,12,0.714285714286,0.857142857143,22.0,,31.0
2015,Regular,1,TEN,Anthony Fasano,TE,1,1,0,0,0,16,18,0,0,0,0,0,0,0,0,0,0,42,14,TB,0,0,1.0,0.0,18.0,,2.8
2015,Regular,1,TEN,Delanie Walker,TE,3,3,1,0,0,11,43,0,0,0,0,0,0,0,0,0,0,42,14,TB,0,6,1.0,0.142857142857,14.3333333333,,13.3
2015,Regular,1,MIA,Jordan Cameron,TE,4,7,0,0,0,9,73,0,0,0,0,0,0,0,0,0,0,17,10,WAS,0,0,0.571428571429,0.0,18.25,,11.3
2015,Regular,1,WAS,Jordan Reed,TE,7,11,1,0,0,26,63,0,0,0,0,0,0,0,0,0,0,10,17,MIA,1,6,0.636363636364,0.6,9.0,,19.3
2015,Postseason,1,CIN,Tyler Eifert,TE,5,9,0,0,0,38,58,0,0,0,0,0,0,0,0,0,0,16,18,PIT,1,0,0.555555555556,0.0,11.6,,10.8
2015,Postseason,1,HOU,C.J. Fiedorowicz,TE,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,30,KC,1,0,1.0,,1.0,,1.1
2015,Postseason,1,HOU,Ryan Griffin,TE,3,8,0,0,0,14,29,0,0,0,0,0,0,0,0,0,0,0,30,KC,1,0,0.375,,9.66666666667,,5.9
2015,Postseason,1,KC,Travis Kelce,TE,8,10,0,0,0,77,128,0,0,0,0,0,0,0,0,0,0,30,0,HOU,0,0,0.8,0.0,16.0,,23.8
2015,Postseason,1,MIN,Kyle Rudolph,TE,1,1,0,0,0,16,24,0,0,0,0,0,0,0,0,0,0,9,10,SEA,1,0,1.0,0.0,24.0,,3.4
2015,Postseason,1,MIN,MyCole Pruitt,TE,2,2,0,0,0,11,22,0,0,0,0,0,0,0,0,0,0,9,10,SEA,1,0,1.0,0.0,11.0,,4.2
2015,Postseason,1,GB,Richard Rodgers,TE,2,4,0,0,0,4,11,0,0,0,0,0,0,0,0,0,0,35,18,WAS,0,0,0.5,0.0,5.5,,3.1
2015,Postseason,1,WAS,Jordan Reed,TE,9,17,1,0,0,37,120,0,0,0,0,0,0,0,0,0,0,18,35,GB,1,6,0.529411764706,0.333333333333,13.3333333333,,30.0
2015,Preseason,2,SD,Antonio Gates,TE,1,1,0,0,0,7,9,0,0,0,0,0,0,0,0,0,0,22,19,ARI,0,0,1.0,0.0,9.0,,1.9
2015,Preseason,2,SD,John Phillips,TE,1,3,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,22,19,ARI,0,0,0.333333333333,0.0,4.0,,1.4
2015,Preseason,2,SD,Ladarius Green,TE,1,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,22,19,ARI,0,0,1.0,0.0,9.0,,1.9
2015,Preseason,2,CAR,Greg Olsen,TE,3,4,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,31,30,MIA,1,0,0.75,0.0,9.0,,5.7
2015,Preseason,2,CAR,Scott Simonson,TE,4,4,0,0,0,9,35,0,0,0,0,0,0,0,0,0,0,31,30,MIA,1,0,1.0,0.0,8.75,,7.5
2015,Preseason,2,MIA,Jordan Cameron,TE,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,30,31,CAR,0,0,0.5,0.0,0.0,,1.0
2015,Preseason,2,MIA,Tim Semisch,TE,2,2,0,1,0,4,11,0,0,0,0,0,0,0,0,0,0,30,31,CAR,0,0,1.0,0.0,5.5,,3.1
2015,Preseason,2,BUF,Chris Gragg,TE,3,3,0,0,0,6,56,0,0,0,0,0,0,0,0,0,0,11,10,CLE,0,0,1.0,0.0,18.6666666667,,8.6
2015,Preseason,2,CLE,E.J. Bibbs,TE,2,2,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,10,11,BUF,1,0,1.0,0.0,7.0,,3.4
2015,Preseason,2,CLE,Gary Barnidge,TE,1,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,10,11,BUF,1,0,0.5,0.0,2.0,,1.2
2015,Preseason,2,CLE,Jim Dray,TE,1,1,0,0,0,8,11,0,0,0,0,0,0,0,0,0,0,10,11,BUF,1,0,1.0,0.0,11.0,,2.1
2015,Preseason,2,CLE,Rob Housler,TE,2,2,0,0,0,-5,27,0,0,0,0,0,0,0,0,0,0,10,11,BUF,1,0,1.0,0.0,13.5,,4.7
2015,Preseason,2,DEN,Dominique Jones,TE,2,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,14,10,HOU,0,0,1.0,0.0,4.5,,2.9
2015,Preseason,2,DEN,Virgil Green,TE,1,2,0,0,0,6,14,0,0,0,0,0,0,0,0,0,0,14,10,HOU,0,0,0.5,0.0,14.0,,2.4
2015,Preseason,2,HOU,C.J. Fiedorowicz,TE,1,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,10,14,DEN,1,0,1.0,0.0,6.0,,1.6
2015,Preseason,2,HOU,Khari Lee,TE,2,3,0,0,0,6,27,0,0,0,0,0,0,0,0,0,0,10,14,DEN,1,0,0.666666666667,0.0,13.5,,4.7
2015,Preseason,2,HOU,Ryan Griffin,TE,1,2,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,10,14,DEN,1,0,0.5,0.0,5.0,,1.5
2015,Preseason,2,CHI,Martellus Bennett,TE,3,3,0,0,0,7,32,0,0,0,0,0,0,0,0,0,0,23,11,IND,0,0,1.0,0.0,10.6666666667,,6.2
2015,Preseason,2,IND,Dwayne Allen,TE,1,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,11,23,CHI,1,0,1.0,0.0,4.0,,1.4
2015,Preseason,2,IND,Jack Doyle,TE,1,1,0,0,0,8,7,0,0,0,0,0,0,0,0,0,0,11,23,CHI,1,0,1.0,0.0,7.0,,1.7
2015,Preseason,2,KC,James O'Shaughnessy,TE,2,3,1,0,0,8,15,0,0,0,0,0,0,0,0,0,0,14,13,SEA,1,6,0.666666666667,0.428571428571,7.5,,9.5
2015,Preseason,2,KC,Travis Kelce,TE,1,1,0,0,0,8,23,0,0,0,0,0,0,0,0,0,0,14,13,SEA,1,0,1.0,0.0,23.0,,3.3
2015,Preseason,2,SEA,Jimmy Graham,TE,3,3,0,0,0,5,39,0,0,0,0,0,0,0,0,0,0,13,14,KC,0,0,1.0,0.0,13.0,,6.9
2015,Preseason,2,SEA,RaShaun Allen,TE,1,1,0,0,0,6,13,0,0,0,0,0,0,0,0,0,0,13,14,KC,0,0,1.0,0.0,13.0,,2.3
2015,Preseason,2,MIN,Kyle Rudolph,TE,1,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,20,12,OAK,1,0,0.5,0.0,4.0,,1.4
