Week;Year;GID;Name;Pos;Team;h/a;Oppt;DK points;DK salary
2;2016;1378;Newton, Cam;QB;car;h;sfo;34.82;7900
2;2016;1301;Ryan, Matt;QB;atl;a;oak;31.84;6800
2;2016;1410;Tannehill, Ryan;QB;mia;a;nwe;28.06;5600
2;2016;1207;Palmer, Carson;QB;ari;h;tam;27.32;6900
2;2016;1400;Taylor, Tyrod;QB;buf;h;nyj;25.38;6300
2;2016;1441;Carr, Derek;QB;oak;h;atl;24.96;7200
2;2016;1231;Rivers, Philip;QB;sdg;h;jac;24.8;6400
2;2016;1442;Bortles, Blake;QB;jac;a;sdg;24.56;6700
2;2016;1242;Fitzpatrick, Ryan;QB;nyj;a;buf;24.06;6100
2;2016;1381;Gabbert, Blaine;QB;sfo;a;car;22.72;5000
2;2016;1415;Cousins, Kirk;QB;was;h;dal;22.56;7000
2;2016;1403;Dalton, Andy;QB;cin;a;pit;22.34;6400
2;2016;1232;Roethlisberger, Ben;QB;pit;h;cin;21.76;7500
2;2016;1452;Garoppolo, Jimmy;QB;nwe;h;mia;21.36;5900
2;2016;1302;Flacco, Joe;QB;bal;a;cle;21.18;6500
2;2016;1252;Rodgers, Aaron;QB;gnb;a;min;19.42;7800
2;2016;1344;Bradford, Sam;QB;min;h;gnb;19.14;5600
2;2016;1501;Prescott, Dak;QB;dal;a;was;18.28;5800
2;2016;1466;Mariota, Marcus;QB;ten;a;det;17.62;6000
2;2016;1340;Stafford, Matthew;QB;det;h;ten;16.5;7300
2;2016;1175;McCown, Josh;QB;cle;h;bal;16.4;5000
2;2016;1225;Manning, Eli;QB;nyg;h;nor;16.32;7600
2;2016;1151;Brees, Drew;QB;nor;a;nyg;14.52;8200
2;2016;1514;Wentz, Carson;QB;phi;a;chi;12.6;5500
2;2016;1414;Osweiler, Brock;QB;hou;h;kan;12.42;6100
2;2016;1488;Siemian, Trevor;QB;den;h;ind;12.34;5200
2;2016;1409;Luck, Andrew;QB;ind;a;den;12.08;7700
2;2016;1412;Wilson, Russell;QB;sea;a;lar;11.56;7400
2;2016;1435;Keenum, Case;QB;lar;h;sea;10.06;5100
2;2016;1465;Winston, Jameis;QB;tam;a;ari;9.62;6200
2;2016;1254;Smith, Alex;QB;kan;a;hou;5.64;6300
2;2016;1496;Brissett, Jacoby;QB;nwe;h;mia;4.88;5000
2;2016;1263;Cutler, Jay;QB;chi;h;phi;4.28;5700
2;2016;1336;Hoyer, Brian;QB;chi;h;phi;3.12;5000
2;2016;1421;Manuel, E.J.;QB;buf;h;nyj;0.6;5000
2;2016;1290;Stanton, Drew;QB;ari;h;tam;0.44;5000
2;2016;1490;Goff, Jared;QB;lar;h;sea;0;5000
2;2016;1234;Schaub, Matt;QB;atl;a;oak;0;5000
2;2016;1493;Boykin, Trevone;QB;sea;a;lar;0;5000
2;2016;1437;McGloin, Matt;QB;oak;h;atl;0;5000
2;2016;1241;Cassel, Matt;QB;ten;a;det;-0.1;5000
2;2016;1262;Clemens, Kellen;QB;sdg;h;jac;-0.1;5000
2;2016;2613;Forte, Matt;RB;nyj;a;buf;33.9;6600
2;2016;2889;Bernard, Giovani;RB;cin;a;pit;28.7;4200
2;2016;2969;Crowell, Isaiah;RB;cle;h;bal;24.8;4400
2;2016;2991;Gordon, Melvin;RB;sdg;h;jac;24;4800
2;2016;2500;Williams, DeAngelo;RB;pit;h;cin;23.2;7100
2;2016;2899;Murray, Latavius;RB;oak;h;atl;22.1;5700
2;2016;2831;Murray, DeMarco;RB;ten;a;det;21.5;5700
2;2016;2721;Blount, LeGarrette;RB;nwe;h;mia;21.3;4000
2;2016;2924;Anderson, C.J.;RB;den;h;ind;18.3;6800
2;2016;2916;Whittaker, Fozzy;RB;car;h;sfo;18.1;3000
2;2016;5395;Johnson, David;RB;ari;h;tam;17.3;7600
2;2016;2754;Mathews, Ryan;RB;phi;a;chi;16.5;5800
2;2016;5444;Elliott, Ezekiel;RB;dal;a;was;15.7;7300
2;2016;2467;Gore, Frank;RB;ind;a;den;15.3;5000
2;2016;2994;Coleman, Tevin;RB;atl;a;oak;15.1;4500
2;2016;3552;Jones, Matt;RB;was;h;dal;13.5;4500
2;2016;2707;McCoy, LeSean;RB;buf;h;nyj;13;6500
2;2016;2993;Yeldon, T.J.;RB;jac;a;sdg;11.8;4700
2;2016;2859;Miller, Lamar;RB;hou;h;kan;11.7;7200
2;2016;2914;Ware, Spencer;RB;kan;a;hou;11.5;6100
2;2016;2645;Johnson, Chris;RB;ari;h;tam;11.4;3700
2;2016;2898;Michael, Christine;RB;sea;a;lar;10.6;4600
2;2016;2907;Riddick, Theo;RB;det;h;ten;10.5;4300
2;2016;5446;Drake, Kenyan;RB;mia;a;nwe;9.8;3000
2;2016;2997;Johnson, Duke;RB;cle;h;bal;9.6;4500
2;2016;5371;Langford, Jeremy;RB;chi;h;phi;9.4;4600
2;2016;2930;Freeman, Devonta;RB;atl;a;oak;9.3;6100
2;2016;2928;Hill, Jeremy;RB;cin;a;pit;8.9;4300
2;2016;2915;Thompson, Chris;RB;was;h;dal;8.8;3700
2;2016;2894;Gillislee, Mike;RB;buf;h;nyj;8.8;3400
2;2016;2793;Ingram, Mark;RB;nor;a;nyg;8.7;6200
2;2016;2830;Vereen, Shane;RB;nyg;h;nor;8.6;3800
2;2016;5484;Ferguson, Josh;RB;ind;a;den;8.6;3300
2;2016;5405;Grant, Corey;RB;jac;a;sdg;8.5;3000
2;2016;2992;Gurley, Todd;RB;lar;h;sea;8;7500
2;2016;2642;Forsett, Justin;RB;bal;a;cle;7.6;4400
2;2016;2998;Ajayi, Jay;RB;mia;a;nwe;7.5;3700
2;2016;2987;West, Charcandrick;RB;kan;a;hou;7.3;3500
2;2016;2933;Hyde, Carlos;RB;sfo;a;car;7.2;5100
2;2016;2867;Turbin, Robert;RB;ind;a;den;7;3000
2;2016;2484;Sproles, Darren;RB;phi;a;chi;6.8;3800
2;2016;2929;West, Terrance;RB;bal;a;cle;6.7;3300
2;2016;2871;Morris, Alfred;RB;dal;a;was;6.7;3600
2;2016;5449;Washington, DeAndre;RB;oak;h;atl;6.2;3400
2;2016;5468;Booker, Devontae;RB;den;h;ind;6.1;3000
2;2016;2658;Jennings, Rashad;RB;nyg;h;nor;6;5600
2;2016;5445;Henry, Derrick;RB;ten;a;det;5.9;3800
2;2016;2913;Olawale, Jamize;RB;oak;h;atl;5.9;3100
2;2016;2931;Sims, Charles;RB;tam;a;ari;5.8;4400
2;2016;2880;Dunbar, Lance;RB;dal;a;was;5.2;3000
2;2016;5447;Howard, Jordan;RB;chi;h;phi;5.1;3300
2;2016;2896;Lacy, Eddie;RB;gnb;a;min;5;6000
2;2016;2954;White, James;RB;nwe;h;mia;4.9;4000
2;2016;2553;Peterson, Adrian;RB;min;h;gnb;4.6;7000
2;2016;2689;Woodhead, Danny;RB;sdg;h;jac;4.1;5200
2;2016;2995;Abdullah, Ameer;RB;det;h;ten;3.8;4900
2;2016;5402;Rawls, Thomas;RB;sea;a;lar;3.8;5500
2;2016;2869;Cadet, Travaris;RB;nor;a;nyg;3.7;3000
2;2016;5490;Richard, Jalen;RB;oak;h;atl;3.7;3600
2;2016;2612;Stewart, Jonathan;RB;car;h;sfo;3.6;5400
2;2016;2873;Asiata, Matt;RB;min;h;gnb;3.5;3000
2;2016;5483;Washington, Dwayne;RB;det;h;ten;3.1;3000
2;2016;2881;Grimes, Jonathan;RB;hou;h;kan;3.1;3000
