Week;Year;GID;Name;Pos;Team;h/a;Oppt;DK points;DK salary
4;2016;1301;Ryan, Matt;QB;atl;h;car;39.52;7000
4;2016;1232;Roethlisberger, Ben;QB;pit;h;kan;36.9;7100
4;2016;1412;Wilson, Russell;QB;sea;a;nyj;26.86;6600
4;2016;1442;Bortles, Blake;QB;jac;h;ind;25.88;6500
4;2016;1441;Carr, Derek;QB;oak;a;bal;23.76;6700
4;2016;1302;Flacco, Joe;QB;bal;h;oak;23.02;5900
4;2016;1231;Rivers, Philip;QB;sdg;h;nor;22.84;6900
4;2016;1336;Hoyer, Brian;QB;chi;h;det;22.78;5000
4;2016;1435;Keenum, Case;QB;lar;a;ari;19.04;5000
4;2016;1254;Smith, Alex;QB;kan;a;pit;18.68;5600
4;2016;1409;Luck, Andrew;QB;ind;a;jac;18.66;7400
4;2016;1415;Cousins, Kirk;QB;was;h;cle;18.32;6500
4;2016;1501;Prescott, Dak;QB;dal;a;sfo;18.1;5700
4;2016;1414;Osweiler, Brock;QB;hou;h;ten;17.56;5800
4;2016;1400;Taylor, Tyrod;QB;buf;a;nwe;16.64;5400
4;2016;1378;Newton, Cam;QB;car;a;atl;15.6;7800
4;2016;1344;Bradford, Sam;QB;min;h;nyg;15.08;5100
4;2016;1239;Anderson, Derek;QB;car;a;atl;14.88;5000
4;2016;1403;Dalton, Andy;QB;cin;h;mia;14.64;6100
4;2016;1151;Brees, Drew;QB;nor;a;sdg;13.88;7600
4;2016;1381;Gabbert, Blaine;QB;sfo;h;dal;13.54;5000
4;2016;1207;Palmer, Carson;QB;ari;h;lar;13.52;6300
4;2016;1465;Winston, Jameis;QB;tam;h;den;13.06;5400
4;2016;1492;Kessler, Cody;QB;cle;a;was;12.12;5000
4;2016;1242;Fitzpatrick, Ryan;QB;nyj;h;sea;11.94;5300
4;2016;1516;Lynch, Paxton;QB;den;a;tam;10.4;5000
4;2016;1340;Stafford, Matthew;QB;det;a;chi;10.22;7300
4;2016;1410;Tannehill, Ryan;QB;mia;a;cin;9.56;5800
4;2016;1496;Brissett, Jacoby;QB;nwe;h;buf;9.5;5100
4;2016;1225;Manning, Eli;QB;nyg;a;min;9.44;6100
4;2016;1466;Mariota, Marcus;QB;ten;a;hou;9.08;5500
4;2016;1488;Siemian, Trevor;QB;den;a;tam;6.72;5400
4;2016;5071;Webb, Joe;QB;car;a;atl;1.3;5000
4;2016;1430;Jones, Landry;QB;pit;h;kan;0;5000
4;2016;1290;Stanton, Drew;QB;ari;h;lar;-0.52;5000
4;2016;2969;Crowell, Isaiah;RB;cle;a;was;26.2;4400
4;2016;2831;Murray, DeMarco;RB;ten;a;hou;25.9;6800
4;2016;2888;Bell, Le'Veon;RB;pit;h;kan;25.8;7500
4;2016;5444;Elliott, Ezekiel;RB;dal;a;sfo;25.7;6900
4;2016;2991;Gordon, Melvin;RB;sdg;h;nor;24.9;6300
4;2016;3552;Jones, Matt;RB;was;h;cle;24.8;4300
4;2016;2707;McCoy, LeSean;RB;buf;a;nwe;22.8;6700
4;2016;2793;Ingram, Mark;RB;nor;a;sdg;22.5;5900
4;2016;2549;Kuhn, John;RB;nor;a;sdg;21.2;3000
4;2016;2467;Gore, Frank;RB;ind;a;jac;20.5;5200
4;2016;2929;West, Terrance;RB;bal;h;oak;20.3;3500
4;2016;2898;Michael, Christine;RB;sea;a;nyj;20;6000
4;2016;5447;Howard, Jordan;RB;chi;h;det;19.2;3700
4;2016;2935;McKinnon, Jerick;RB;min;h;nyg;18.5;3900
4;2016;2916;Whittaker, Fozzy;RB;car;a;atl;18.2;3900
4;2016;2993;Yeldon, T.J.;RB;jac;h;ind;15.7;5600
4;2016;5395;Johnson, David;RB;ari;h;lar;15.4;7800
4;2016;2933;Hyde, Carlos;RB;sfo;h;dal;14.9;4200
4;2016;2930;Freeman, Devonta;RB;atl;h;car;14.4;5500
4;2016;2819;Powell, Bilal;RB;nyj;h;sea;14;3300
4;2016;2859;Miller, Lamar;RB;hou;h;ten;13.8;7000
4;2016;2863;Rainey, Bobby;RB;nyg;a;min;13.5;3000
4;2016;2992;Gurley, Todd;RB;lar;a;ari;13.2;6700
4;2016;2997;Johnson, Duke;RB;cle;a;was;12.6;4000
4;2016;2924;Anderson, C.J.;RB;den;a;tam;12.2;6500
4;2016;2915;Thompson, Chris;RB;was;h;cle;12;3400
4;2016;2908;Juszczyk, Kyle;RB;bal;h;oak;11.6;3000
4;2016;2954;White, James;RB;nwe;h;buf;11.2;3600
4;2016;2976;Darkwa, Orleans;RB;nyg;a;min;10.8;3000
4;2016;5484;Ferguson, Josh;RB;ind;a;jac;10.1;3000
4;2016;5472;Perkins, Paul;RB;nyg;a;min;10;3000
4;2016;2907;Riddick, Theo;RB;det;a;chi;9.8;5200
4;2016;2873;Asiata, Matt;RB;min;h;nyg;9.8;3300
4;2016;2775;Spiller, C.J.;RB;sea;a;nyj;9.7;0
4;2016;2914;Ware, Spencer;RB;kan;a;pit;9.6;5700
4;2016;2721;Blount, LeGarrette;RB;nwe;h;buf;8.8;5000
4;2016;2500;Williams, DeAngelo;RB;pit;h;kan;7.9;6200
4;2016;2889;Bernard, Giovani;RB;cin;h;mia;7.2;4700
4;2016;2928;Hill, Jeremy;RB;cin;h;mia;7.1;4100
4;2016;2998;Ajayi, Jay;RB;mia;a;cin;6.6;4000
4;2016;5449;Washington, DeAndre;RB;oak;a;bal;6.6;3300
4;2016;2613;Forte, Matt;RB;nyj;h;sea;6.3;6600
4;2016;2994;Coleman, Tevin;RB;atl;h;car;6.3;4500
4;2016;2894;Gillislee, Mike;RB;buf;a;nwe;5.3;3000
4;2016;5370;Allen, Javorius;RB;bal;h;oak;4.8;3000
4;2016;2931;Sims, Charles;RB;tam;h;den;4.5;5600
4;2016;2899;Murray, Latavius;RB;oak;a;bal;4.4;4900
4;2016;5397;Zenner, Zach;RB;det;a;chi;4.4;3000
4;2016;2818;Rodgers, Jacquizz;RB;tam;h;den;3.9;3000
4;2016;2880;Dunbar, Lance;RB;dal;a;sfo;3.6;3000
4;2016;2874;Bolden, Brandon;RB;nwe;h;buf;3.5;3000
4;2016;2645;Johnson, Chris;RB;ari;h;lar;3.4;3400
4;2016;2871;Morris, Alfred;RB;dal;a;sfo;3.4;3900
4;2016;2960;Blue, Alfred;RB;hou;h;ten;3.3;3100
4;2016;2891;Davis, Knile;RB;kan;a;pit;3.2;3000
4;2016;3953;McCluster, Dexter;RB;sdg;h;nor;3.1;3500
4;2016;5490;Richard, Jalen;RB;oak;a;bal;3;3400
4;2016;5468;Booker, Devontae;RB;den;a;tam;3;3000
4;2016;2741;Ivory, Chris;RB;jac;h;ind;2.9;3900
4;2016;5487;Lasco, Daniel;RB;nor;a;sdg;2.9;3000
4;2016;2805;DiMarco, Patrick;RB;atl;h;car;2.8;3000
4;2016;5492;Smith, Keith;RB;dal;a;sfo;2.6;3000
4;2016;2957;Williams, Damien;RB;mia;a;cin;2.5;3000
4;2016;2867;Turbin, Robert;RB;ind;a;jac;2.5;3000
4;2016;5483;Washington, Dwayne;RB;det;a;chi;2.4;3800
4;2016;2860;Pead, Isaiah;RB;mia;a;cin;2.1;3000
4;2016;2875;Draughn, Shaun;RB;sfo;h;dal;1.8;3300
4;2016;2624;Felton, Jerome;RB;buf;a;nwe;1.7;3000
4;2016;2980;Prosch, Jay;RB;hou;h;ten;1.6;3000
4;2016;5446;Drake, Kenyan;RB;mia;a;cin;1.5;3600
4;2016;2892;Ellington, Andre;RB;ari;h;lar;1.4;3200
4;2016;2963;Bibbs, Kapri;RB;den;a;tam;1.4;3000
4;2016;4663;Johnson, Malcolm;RB;cle;a;was;1.3;3000
4;2016;2999;Artis-Payne, Cameron;RB;car;a;atl;1.2;3400
4;2016;2604;Hightower, Tim;RB;nor;a;sdg;1.1;3300
4;2016;2647;Tolbert, Mike;RB;car;a;atl;0.9;3000
4;2016;5445;Henry, Derrick;RB;ten;a;hou;0.9;3500
4;2016;2629;Charles, Jamaal;RB;kan;a;pit;0.7;5400
4;2016;2912;Line, Zach;RB;min;h;nyg;0.6;3000
4;2016;2719;Bell, Joique;RB;chi;h;det;0.6;0
4;2016;5493;Kelley, Rob;RB;was;h;cle;0.4;3400
4;2016;5450;Collins, Alex;RB;sea;a;nyj;0.1;3000
4;2016;5414;Mostert, Raheem;RB;chi;h;det;0;3000
4;2016;5494;Farrow, Kenneth;RB;sdg;h;nor;0;3000
4;2016;2825;Develin, James;RB;nwe;h;buf;0;3000
4;2016;5415;Burton, Michael;RB;det;a;chi;0;3000
4;2016;2869;Cadet, Travaris;RB;nor;a;sdg;0;3100
4;2016;2890;Burkhead, Rex;RB;cin;h;mia;0;3000
4;2016;5320;Davis, Mike;RB;sfo;h;dal;0;3000
4;2016;5405;Grant, Corey;RB;jac;h;ind;0;3000
4;2016;2901;Robinson, Denard;RB;jac;h;ind;0;3000
4;2016;2840;Todman, Jordan;RB;ind;a;jac;0;3000
4;2016;5441;Brown, Malcolm;RB;lar;a;ari;0;3000
4;2016;2919;Reynolds, Chase;RB;lar;a;ari;0;3000
4;2016;2911;Cunningham, Benny;RB;lar;a;ari;0;3200
4;2016;2903;Taylor, Stepfan;RB;ari;h;lar;0;3000
4;2016;2940;Andrews, Antonio;RB;ten;a;hou;0;3000
4;2016;2822;Sherman, Anthony;RB;kan;a;pit;0;3000
4;2016;5504;Watt, Derek;RB;sdg;h;nor;0;3000
4;2016;5470;Ervin, Tyler;RB;hou;h;ten;0;3000
4;2016;2949;Atkinson, George;RB;cle;a;was;0;3000
4;2016;3191;Smith, Rod;RB;dal;a;sfo;0;3000
4;2016;5482;Janovich, Andy;RB;den;a;tam;0;3000
4;2016;5413;Fowler, Jalston;RB;ten;a;hou;0;3000
4;2016;2990;Toussaint, Fitzgerald;RB;pit;h;kan;0;3000
4;2016;2913;Olawale, Jamize;RB;oak;a;bal;0;3000
4;2016;5089;Jones, Julio;WR;atl;h;car;51;9200
4;2016;5091;Green, A.J.;WR;cin;h;mia;36.3;8500
4;2016;3872;Crabtree, Michael;WR;oak;a;bal;33.8;6400
4;2016;3328;Smith, Steve;WR;bal;h;oak;28.1;4500
4;2016;5097;Inman, Dontrelle;WR;sdg;h;nor;28;3300
4;2016;5264;Brown, John;WR;ari;h;lar;27.4;4300
4;2016;3748;Royal, Eddie;WR;chi;h;det;27.1;3500
4;2016;5454;Fuller, Will;WR;hou;h;ten;27.1;5300
4;2016;3983;Sanders, Emmanuel;WR;den;a;tam;22.8;6400
4;2016;3474;Brown, Antonio;WR;pit;h;kan;22.4;9700
4;2016;3997;Thomas, Demaryius;WR;den;a;tam;21.4;6700
4;2016;5157;Quick, Brian;WR;lar;a;ari;20.9;3000
4;2016;5111;Kerley, Jeremy;WR;sfo;h;dal;20.8;3400
4;2016;3627;Marshall, Brandon;WR;nyj;h;sea;18.9;7000
4;2016;5151;Hilton, T.Y.;WR;ind;a;jac;17.2;7000
4;2016;5258;Robinson, Allen;WR;jac;h;ind;16.5;8000
4;2016;5217;Woods, Robert;WR;buf;a;nwe;15.9;3400
4;2016;5362;Brown, Corey;WR;car;a;atl;15.8;3000
4;2016;5219;Butler, Brice;WR;dal;a;sfo;15.1;3000
4;2016;1407;Pryor, Terrelle;WR;cle;a;was;15;4300
4;2016;5216;Williams, Terrance;WR;dal;a;sfo;14.4;3100
4;2016;5459;Thomas, Michael;WR;nor;a;sdg;14.4;3800
4;2016;5212;Stills, Kenny;WR;mia;a;cin;14.4;3500
4;2016;5388;Coates, Sammie;WR;pit;h;kan;13.8;3600
4;2016;5384;Dorsett, Phillip;WR;ind;a;jac;13.7;4700
4;2016;5485;Hill, Tyreek;WR;kan;a;pit;13.2;3000
4;2016;5335;Landry, Jarvis;WR;mia;a;cin;13.1;6900
4;2016;5385;Conley, Chris;WR;kan;a;pit;13;3000
4;2016;5257;Benjamin, Kelvin;WR;car;a;atl;12.9;7100
4;2016;3830;Maclin, Jeremy;WR;kan;a;pit;12.8;6000
4;2016;5134;Robinson, Aldrick;WR;atl;h;car;12.8;3000
4;2016;5341;Hurns, Allen;WR;jac;h;ind;12.7;5200
4;2016;5148;Floyd, Michael;WR;ari;h;lar;12.6;5100
4;2016;5168;Jones, Marvin;WR;det;a;chi;12.4;7300
4;2016;3824;Britt, Kenny;WR;lar;a;ari;12.2;3900
4;2016;5215;Wheaton, Markus;WR;pit;h;kan;12;4100
4;2016;5506;Peake, Charone;WR;nyj;h;sea;12;3000
4;2016;5420;Enunwa, Quincy;WR;nyj;h;sea;12;4400
4;2016;5377;White, Kevin;WR;chi;h;det;11.5;3400
4;2016;3501;Fitzgerald, Larry;WR;ari;h;lar;11.3;7200
4;2016;5505;McEvoy, Tanner;WR;sea;a;nyj;11.2;3000
4;2016;5253;Evans, Mike;WR;tam;h;den;10.9;6500
4;2016;3809;Wallace, Mike;WR;bal;h;oak;10.7;5200
4;2016;5163;Beasley, Cole;WR;dal;a;sfo;10.3;3900
4;2016;5408;Roberts, Seth;WR;oak;a;bal;10.2;3500
4;2016;5339;Wilson, Albert;WR;kan;a;pit;10.2;3000
4;2016;5182;Matthews, Rishard;WR;ten;a;hou;10.2;3100
4;2016;3848;Heyward-Bey, Darrius;WR;pit;h;kan;10.1;3000
4;2016;3900;Cruz, Victor;WR;nyg;a;min;10;4600
4;2016;5376;Cooper, Amari;WR;oak;a;bal;9.8;7600
4;2016;5424;Diggs, Stefon;WR;min;h;nyg;9.6;6100
4;2016;5136;Baldwin, Doug;WR;sea;a;nyj;9.4;6100
4;2016;3423;Boldin, Anquan;WR;det;a;chi;9.1;4200
4;2016;5432;Williams, Tyrell;WR;sdg;h;nor;9;4400
4;2016;5208;Patterson, Cordarrelle;WR;min;h;nyg;9;3000
